label,count,best_reference_label,best_similarity_score,assigned_category,assigned_at_0_70,assigned_at_0_75,assigned_at_0_80
genotype of founder fish,6,genotype of original donor,0.64,External_sample_id,False,False,False
outcome,1324,disease outcome,0.6363636363636364,Biospecimen Disease Condition,False,False,False
project,500,cell projection,0.6363636363636364,Biospecimen Type,False,False,False
pasi score,138,patient code,0.6363636363636364,External_sample_id,False,False,False
symptom,125,disease symptom,0.6363636363636364,Biospecimen Disease Condition,False,False,False
Outcome,104,disease outcome,0.6363636363636364,Biospecimen Disease Condition,False,False,False
trial arm,87,survival year,0.6363636363636364,Biospecimen Age,False,False,False
library-type,57,library id,0.6363636363636364,External_sample_id,False,False,False
kit mutation,54,induration,0.6363636363636364,Treatment Dosage Regimen,False,False,False
KIT mutation,32,induration,0.6363636363636364,Treatment Dosage Regimen,False,False,False
creatinine,29,patient line,0.6363636363636364,External_sample_id,False,False,False
skin score,26,skin disease,0.6363636363636364,Biospecimen Disease Condition,False,False,False
date_death,24,age at death,0.6363636363636364,Biospecimen Age,False,False,False
aligned reads,17,age years,0.6363636363636364,Biospecimen Age,False,False,False
detachment,15,pretreatment,0.6363636363636364,Treatment,False,False,False
reason for intubation,52,day after intubation,0.6341463414634146,Biospecimen Age,False,False,False
sort purification strategy,19,infection state,0.6341463414634146,Biospecimen Disease Condition,False,False,False
censored,1000,cell source,0.631578947368421,Biospecimen Type,False,False,False
consortium lung phenotype,500,host genotype,0.631578947368421,Biospecimen Organism,False,False,False
persistent ps aer status,500,disease status,0.631578947368421,Biospecimen Disease Condition,False,False,False
season,238,disease onset,0.631578947368421,Biospecimen Disease Condition,False,False,False
factor,177,tissue factor,0.631578947368421,Biospecimen Type,False,False,False
ancestry,168,cancer site,0.631578947368421,Biospecimen Disease Condition,False,False,False
met_amplification,119,chemical modification,0.631578947368421,Treatment,False,False,False
variety,105,vaccine type,0.631578947368421,Treatment,False,False,False
enrichment method,63,tissue archive method,0.631578947368421,Biospecimen Type,False,False,False
sort gate,17,sorter day,0.631578947368421,Biospecimen Age,False,False,False
lung section/portion,16,infection duration,0.631578947368421,Biospecimen Disease Condition,False,False,False
technical replicates,12,chemical treatment,0.631578947368421,Treatment,False,False,False
transient expression,8,treatment response,0.631578947368421,Treatment,False,False,False
par-clip,2,participant,0.631578947368421,External_sample_id,False,False,False
data_type,2,death_time,0.631578947368421,Biospecimen Age,False,False,False
chip antibody cat,365,antibody treatment,0.6285714285714286,Treatment,False,False,False
geographical location,277,tumor location,0.6285714285714286,Biospecimen Disease Condition,False,False,False
isolate_sensitivity,140,disease activity,0.6285714285714286,Biospecimen Disease Condition,False,False,False
histological..subtype,92,biological sex,0.6285714285714286,Biospecimen Sex,False,False,False
primary/metastasis,56,primary diagnosis,0.6285714285714286,Biospecimen Disease Condition,False,False,False
isolate sensitivity,33,disease severity,0.6285714285714286,Biospecimen Disease Condition,False,False,False
chip-antibody cat,33,antibody treatment,0.6285714285714286,Treatment,False,False,False
clip antibody,17,chip_antibody_provider,0.6285714285714286,External_sample_id,False,False,False
alk mutation status,16,treatment status,0.6285714285714286,Treatment,False,False,False
mutation details,8,duration of disease,0.6285714285714286,Biospecimen Disease Condition,False,False,False
clip antibody cat,2,antibody treatment,0.6285714285714286,Treatment,False,False,False
COMPLETION MASTECTOMY,2,collection day,0.6285714285714286,Biospecimen Age,False,False,False
class,1132,tumor class,0.625,Biospecimen Disease Condition,False,False,False
model,861,mouse model,0.625,Biospecimen Organism,False,False,False
induced,500,incidence,0.625,External_sample_id,False,False,False
material support,489,bacterial strain,0.625,Biospecimen Organism,False,False,False
label,431,group label,0.625,Treatment,False,False,False
smoking amount,374,sampling timepoint,0.625,Biospecimen Age,False,False,False
anti-centromere,295,patient reference,0.625,External_sample_id,False,False,False
datasets,284,patients,0.625,External_sample_id,False,False,False
active ingredient,212,vaccine regimen,0.625,Treatment,False,False,False
symptom severity,180,disease severity,0.625,Biospecimen Disease Condition,False,False,False
primary recurrent,79,prior treatment,0.625,Treatment,False,False,False
construct,38,control,0.625,Treatment,False,False,False
total volume,33,initial tumor volume,0.625,Biospecimen Disease Condition,False,False,False
promoter,30,provider,0.625,External_sample_id,False,False,False
mitotic activity,29,disease activity,0.625,Biospecimen Disease Condition,False,False,False
geographical origin,29,strain origin,0.625,Biospecimen Organism,False,False,False
Construct,24,control,0.625,Treatment,False,False,False
electrophysiology,21,cell morphology,0.625,Biospecimen Type,False,False,False
sort-gate,18,storage,0.625,Biospecimen Age,False,False,False
chip antibody manufacturer,11,chip_antibody_provider,0.625,External_sample_id,False,False,False
vector construct,4,vector treatment,0.625,Treatment,False,False,False
details,3,fetal sex,0.625,Biospecimen Sex,False,False,False
progression_status,2,patient_status,0.625,External_sample_id,False,False,False
mitotic rate,1,antibiotic treatment,0.625,Treatment,False,False,False
survival characteristics,92,cell characterization,0.6222222222222222,Biospecimen Type,False,False,False
sputum_culture,191,time in culture,0.6206896551724138,Biospecimen Age,False,False,False
restriction enzyme,153,strain name,0.6206896551724138,Biospecimen Organism,False,False,False
splice variant,150,sample material,0.6206896551724138,External_sample_id,False,False,False
lesion_size,64,with_lesion_sample,0.6206896551724138,External_sample_id,False,False,False
perturbation class,54,tumor class,0.6206896551724138,Biospecimen Disease Condition,False,False,False
type of library,45,type of sample,0.6206896551724138,External_sample_id,False,False,False
water salinity,36,bacteria strain,0.6206896551724138,Biospecimen Organism,False,False,False
growth temperature,28,growth time,0.6206896551724138,Biospecimen Age,False,False,False
oxygen level,22,oxygen percentage,0.6206896551724138,Biospecimen Age,False,False,False
sorting criteria,9,starting cell,0.6206896551724138,Biospecimen Type,False,False,False
parity,998,patient,0.6153846153846154,External_sample_id,False,False,False
stress,744,storage,0.6153846153846154,Biospecimen Age,False,False,False
match,500,batch id,0.6153846153846154,External_sample_id,False,False,False
supplier,500,slide,0.6153846153846154,External_sample_id,False,False,False
duplicate_pair,492,replicate id,0.6153846153846154,External_sample_id,False,False,False
cerebral palsy,285,renal biopsy,0.6153846153846154,Biospecimen Type,False,False,False
repeat,243,reagent,0.6153846153846154,Biospecimen Age,False,False,False
primed,198,regimen,0.6153846153846154,Treatment Dosage Regimen,False,False,False
rip antibody,182,antibody group,0.6153846153846154,Treatment,False,False,False
antibody manufacturer,182,antibody treatment,0.6153846153846154,Treatment,False,False,False
living,170,lineage,0.6153846153846154,Biospecimen Age,False,False,False
other batch,118,other treatment,0.6153846153846154,Treatment,False,False,False
geo series,101,sample subseries,0.6153846153846154,External_sample_id,False,False,False
reporter,96,self_reported_race,0.6153846153846154,Biospecimen Race,False,False,False
vascular.invasion,92,cardiovascular.disease,0.6153846153846154,Biospecimen Disease Condition,False,False,False
instance,84,stage,0.6153846153846154,Biospecimen Age,False,False,False
viral genus,78,viral infection,0.6153846153846154,Biospecimen Disease Condition,False,False,False
cag repeat size,64,age patient,0.6153846153846154,External_sample_id,False,False,False
ras score,60,race,0.6153846153846154,Biospecimen Race,False,False,False
symptoms,56,days_symptom_onset,0.6153846153846154,Biospecimen Age,False,False,False
sort strategy,54,art treatment,0.6153846153846154,Treatment,False,False,False
syndrome,47,carcinoid syndrome,0.6153846153846154,External_sample_id,False,False,False
BREAST,46,reagent,0.6153846153846154,Biospecimen Age,False,False,False
autopsy,39,biopsy,0.6153846153846154,Biospecimen Type,False,False,False
knock-in line,30,organoid line,0.6153846153846154,External_sample_id,False,False,False
Scaling,26,strain,0.6153846153846154,Biospecimen Organism,False,False,False
sorting,20,strain,0.6153846153846154,Biospecimen Organism,False,False,False
Parity,20,patient,0.6153846153846154,External_sample_id,False,False,False
fasting,16,strain,0.6153846153846154,Biospecimen Organism,False,False,False
has_pressure,16,blood pressure,0.6153846153846154,Biospecimen Type,False,False,False
autophagy induction,12,time after induction,0.6153846153846154,Biospecimen Age,False,False,False
sorting probe,12,starting cell,0.6153846153846154,Biospecimen Type,False,False,False
pluripotent,12,prior treatment,0.6153846153846154,Treatment,False,False,False
melanoma,12,melanoma cell type,0.6153846153846154,Biospecimen Type,False,False,False
major reason_for_surgery,12,year of surgery,0.6153846153846154,Biospecimen Age,False,False,False
embryos pooled,11,embryo stage,0.6153846153846154,Biospecimen Age,False,False,False
metastatic/primary,11,metastatic tumor site,0.6153846153846154,Biospecimen Disease Condition,False,False,False
testosterone treated,6,time post treatment,0.6153846153846154,Biospecimen Age,False,False,False
mother from,6,other treatment,0.6153846153846154,Treatment,False,False,False
gating,4,patient,0.6153846153846154,External_sample_id,False,False,False
immortalization method,3,immunization dose,0.6153846153846154,Treatment Dosage Regimen,False,False,False
affinity purification,2,patient population,0.6153846153846154,External_sample_id,False,False,False
international prognostic index,332,internal patient id,0.6122448979591837,External_sample_id,False,False,False
Location of distant metastasis,34,duration of disease,0.6122448979591837,Biospecimen Disease Condition,False,False,False
chip antibody manufacturers,7,chip_antibody_provider,0.6122448979591837,External_sample_id,False,False,False
waist_circumference,500,patient reference,0.6111111111111112,External_sample_id,False,False,False
mutational subclass,285,gestational stage,0.6111111111111112,Biospecimen Age,False,False,False
integrative analysis,81,data analysis id,0.6111111111111112,External_sample_id,False,False,False
osteogenic potential,16,osteogenesis day,0.6111111111111112,Biospecimen Age,False,False,False
density gradient region,12,strain origin,0.6111111111111112,Biospecimen Organism,False,False,False
temperature,1094,age fracture,0.6086956521739131,Biospecimen Age,False,False,False
illness,574,illness_duration,0.6086956521739131,Treatment Dosage Regimen,False,False,False
Illness,546,illness_duration,0.6086956521739131,Treatment Dosage Regimen,False,False,False
block_name,270,block storage,0.6086956521739131,Biospecimen Age,False,False,False
exon_ratio,251,concentration,0.6086956521739131,Treatment Dosage Regimen,False,False,False
dysplasia now,226,passage no,0.6086956521739131,Biospecimen Age,False,False,False
muscle mass,200,mouse status,0.6086956521739131,Biospecimen Organism,False,False,False
comment,184,cell compartment,0.6086956521739131,Biospecimen Type,False,False,False
family_history,55,family id,0.6086956521739131,External_sample_id,False,False,False
match degree,54,batch group,0.6086956521739131,Treatment,False,False,False
skin anatomy,36,strain name,0.6086956521739131,Biospecimen Organism,False,False,False
specific primer,27,specimen,0.6086956521739131,Biospecimen Type,False,False,False
extract,24,extract_protocol,0.6086956521739131,Treatment Dosage Regimen,False,False,False
serology,13,cell morphology,0.6086956521739131,Biospecimen Type,False,False,False
urine protein,11,time point,0.6086956521739131,Biospecimen Age,False,False,False
fibrosis,3,first_diagnosis,0.6086956521739131,Biospecimen Disease Condition,False,False,False
enrollment batch,1000,age of enrollment,0.6060606060606061,Biospecimen Age,False,False,False
hip_circumference,500,sample_reference,0.6060606060606061,External_sample_id,False,False,False
used for analysis,271,data analysis id,0.6060606060606061,External_sample_id,False,False,False
library_prep_date,251,library protocol,0.6060606060606061,Treatment Dosage Regimen,False,False,False
channel count,100,mechanical condition,0.6060606060606061,Biospecimen Disease Condition,False,False,False
familial anamnesis,92,final diagnosis,0.6060606060606061,Biospecimen Disease Condition,False,False,False
adapter sequence,79,day after seeding,0.6060606060606061,Biospecimen Age,False,False,False
vector constructs,60,vector treatment,0.6060606060606061,Treatment,False,False,False
number cag repeats,42,number of cells,0.6060606060606061,Biospecimen Type,False,False,False
hospitalization,27,tumor localization,0.6060606060606061,Biospecimen Disease Condition,False,False,False
primary/ recurrent,11,prior treatment,0.6060606060606061,Treatment,False,False,False
library label_name,10,library barcode,0.6060606060606061,External_sample_id,False,False,False
resistance profile,9,drug resistance,0.6060606060606061,Treatment,False,False,False
library_strategy,5,laboratory strain,0.6060606060606061,Biospecimen Organism,False,False,False
number of half-sclerotomes,6,number of_samples,0.6046511627906976,External_sample_id,False,False,False
cohort,3031,host,0.6,Biospecimen Organism,False,False,False
datatype,1603,diseasestate,0.6,Biospecimen Disease Condition,False,False,False
roi,1459,steroid,0.6,External_sample_id,False,False,False
date,1400,dosage,0.6,Biospecimen Age,False,False,False
cluster,527,culture stage,0.6,Biospecimen Age,False,False,False
probe_detection,500,cell projection,0.6,Biospecimen Type,False,False,False
platelet_count,500,lymphocyte_count,0.6,Biospecimen Type,False,False,False
array_design,500,array id,0.6,External_sample_id,False,False,False
cap score,369,sample code,0.6,External_sample_id,False,False,False
skin,338,strain,0.6,Biospecimen Organism,False,False,False
smoke,317,mouse,0.6,Biospecimen Organism,False,False,False
diabetes,283,diseasestate,0.6,Biospecimen Disease Condition,False,False,False
training.test,271,strains,0.6,Biospecimen Organism,False,False,False
escape,233,cage,0.6,Biospecimen Age,False,False,False
outcome related,188,time to relapse,0.6,Biospecimen Age,False,False,False
protein exchange,158,sporozoite age,0.6,Biospecimen Age,False,False,False
target molecule,126,age of  culture,0.6,Biospecimen Age,False,False,False
cag_repeats,124,age_weeks,0.6,Biospecimen Age,False,False,False
lesion,103,slide_position,0.6,External_sample_id,False,False,False
lesional (ls) vs. normal,69,tumor vs. normal,0.6,Biospecimen Disease Condition,False,False,False
restriction enzymes,67,strain name,0.6,Biospecimen Organism,False,False,False
coo,60,control,0.6,Treatment,False,False,False
alive,60,slide,0.6,External_sample_id,False,False,False
cag repeats,60,age years,0.6,Biospecimen Age,False,False,False
local skin score,58,cell line code,0.6,Biospecimen Type,False,False,False
genetic specifics,52,specific-host,0.6,Biospecimen Organism,False,False,False
radiation sensitivity,45,lung radiation dose,0.6,Treatment Dosage Regimen,False,False,False
Cluster,42,culture stage,0.6,Biospecimen Age,False,False,False
locale,36,cage,0.6,Biospecimen Age,False,False,False
method of preservation,34,sample preparation,0.6,External_sample_id,False,False,False
lactate,29,placental sex,0.6,Biospecimen Sex,False,False,False
construct expression,18,control/intervention,0.6,Treatment,False,False,False
composite,17,biopsy site,0.6,Biospecimen Type,False,False,False
measure,14,sample source,0.6,External_sample_id,False,False,False
receptor expression,13,cancer predisposition,0.6,Biospecimen Disease Condition,False,False,False
surgical approach,12,survival year,0.6,Biospecimen Age,False,False,False
drinking,12,conditioning,0.6,Biospecimen Disease Condition,False,False,False
digestion enzyme,8,infection time,0.6,Biospecimen Age,False,False,False
"BREAST, LOCAL EXCISION",2,treatment location,0.6,Treatment,False,False,False
reason for liver resection,18,duration of infection,0.5957446808510638,Biospecimen Disease Condition,False,False,False
paired material support,177,paired patient,0.5945945945945946,External_sample_id,False,False,False
mutation_carrier_status,124,patient_status,0.5945945945945946,External_sample_id,False,False,False
replicate # in experiment,88,replicate id,0.5945945945945946,External_sample_id,False,False,False
preservation method,75,prescription drugs,0.5945945945945946,Treatment,False,False,False
psoriasis area-and-severity index,28,adjusted disease severity index,0.59375,Biospecimen Disease Condition,False,False,False
nuclei count,393,monocytes_count,0.5925925925925926,Biospecimen Type,False,False,False
binding density,370,cell density,0.5925925925925926,Biospecimen Type,False,False,False
brain bank,156,strain background,0.5925925925925926,Biospecimen Organism,False,False,False
expression,79,tissue processing,0.5925925925925926,Biospecimen Type,False,False,False
copy number gain,54,cell number,0.5925925925925926,Biospecimen Type,False,False,False
oxygen flow,40,oxygen condition,0.5925925925925926,Biospecimen Disease Condition,False,False,False
profession,39,tissue processing,0.5925925925925926,Biospecimen Type,False,False,False
note_other,30,monocyte_absolute,0.5925925925925926,Biospecimen Type,False,False,False
ar or asthma,16,ann arbor stage,0.5925925925925926,Biospecimen Age,False,False,False
gene_knockout,16,knockout group,0.5925925925925926,Treatment,False,False,False
seizures/month,12,seizure group,0.5925925925925926,Treatment,False,False,False
intensive care,10,active cancer,0.5925925925925926,Biospecimen Disease Condition,False,False,False
phase of growth,8,age of onset,0.5925925925925926,Biospecimen Age,False,False,False
delivery,804,fever day,0.5882352941176471,Biospecimen Age,False,False,False
dementia,492,treatment,0.5882352941176471,Treatment,False,False,False
outlier,414,mouse line,0.5882352941176471,Biospecimen Organism,False,False,False
amplification cycles,324,infection code,0.5882352941176471,Biospecimen Disease Condition,False,False,False
genetic testing,285,enzymatic treatment,0.5882352941176471,Treatment,False,False,False
hist.score,228,storage,0.5882352941176471,Biospecimen Age,False,False,False
further operations,172,age.at.operation,0.5882352941176471,Biospecimen Age,False,False,False
sensor,110,host vendor,0.5882352941176471,Biospecimen Organism,False,False,False
unsorted or sorted,86,tumor organ site,0.5882352941176471,Biospecimen Type,False,False,False
alias,83,sample alias,0.5882352941176471,External_sample_id,False,False,False
topography,56,therapy,0.5882352941176471,Treatment,False,False,False
specific heart region,51,specific-host,0.5882352941176471,Biospecimen Organism,False,False,False
littermate,46,lineage,0.5882352941176471,Biospecimen Age,False,False,False
nicotine,40,condition,0.5882352941176471,Biospecimen Disease Condition,False,False,False
medicine,36,incidence,0.5882352941176471,External_sample_id,False,False,False
hospital admission,18,host mice strain,0.5882352941176471,Biospecimen Organism,False,False,False
protein expression,18,patient response,0.5882352941176471,External_sample_id,False,False,False
raw reads,17,draw day,0.5882352941176471,Biospecimen Age,False,False,False
viral,17,viral strain,0.5882352941176471,Biospecimen Organism,False,False,False
sorting profile,14,duration of illness,0.5882352941176471,Treatment Dosage Regimen,False,False,False
interstitial pneumonia,12,institutional tumor diagnosis,0.5882352941176471,Biospecimen Disease Condition,False,False,False
salt.score,11,storage,0.5882352941176471,Biospecimen Age,False,False,False
rescue,10,area/tissue,0.5882352941176471,Biospecimen Type,False,False,False
nitrogen,6,condition,0.5882352941176471,Biospecimen Disease Condition,False,False,False
life form,2,slide no,0.5882352941176471,External_sample_id,False,False,False
medical.history,212,clinical.diagnosis.history,0.5853658536585366,Biospecimen Disease Condition,False,False,False
progression,448,drug response,0.5833333333333334,Treatment,False,False,False
smear_result,313,time harvest,0.5833333333333334,Biospecimen Age,False,False,False
feeding,215,day after seeding,0.5833333333333334,Biospecimen Age,False,False,False
immune border,64,mouse model,0.5833333333333334,Biospecimen Organism,False,False,False
comments,64,cell compartment,0.5833333333333334,Biospecimen Type,False,False,False
sofa score,54,disease course,0.5833333333333334,Biospecimen Disease Condition,False,False,False
arthritis,20,bacteria tissue,0.5833333333333334,Biospecimen Type,False,False,False
oral ulcer,20,control source,0.5833333333333334,Treatment,False,False,False
performance,16,per monocytes,0.5833333333333334,Biospecimen Type,False,False,False
operator,12,age.at.operation,0.5833333333333334,Biospecimen Age,False,False,False
immunology,4,lung pathology,0.5833333333333334,Biospecimen Disease Condition,False,False,False
geographical region,1182,tumor region,0.5806451612903226,Biospecimen Disease Condition,False,False,False
metastasis,840,metastatic tumor site,0.5806451612903226,Biospecimen Disease Condition,False,False,False
assigned cluster,500,days in culture,0.5806451612903226,Biospecimen Age,False,False,False
dyspnea / tachypnea,56,disease type,0.5806451612903226,Biospecimen Disease Condition,False,False,False
primary_recurrence,30,primary cells,0.5806451612903226,Biospecimen Type,False,False,False
kit expression,29,tissue processing,0.5806451612903226,Biospecimen Type,False,False,False
morphologic form,24,cell morphology,0.5806451612903226,Biospecimen Type,False,False,False
adipogenic potential,16,age patient,0.5806451612903226,External_sample_id,False,False,False
malignancy class,15,malignant tumor,0.5806451612903226,Biospecimen Disease Condition,False,False,False
overexpressing,8,tissue processing,0.5806451612903226,Biospecimen Type,False,False,False
respirations per minute,58,replicate mouse,0.5789473684210527,Biospecimen Organism,False,False,False
serologic response status,45,drug response,0.5789473684210527,Treatment,False,False,False
tst,1588,host,0.5714285714285714,Biospecimen Organism,False,False,False
dataset,1520,disease,0.5714285714285714,Biospecimen Disease Condition,False,False,False
area,1053,age,0.5714285714285714,Biospecimen Age,False,False,False
severity score,811,disease course,0.5714285714285714,Biospecimen Disease Condition,False,False,False
field_site,669,sample_site,0.5714285714285714,External_sample_id,False,False,False
atmosphere,661,sample prep,0.5714285714285714,External_sample_id,False,False,False
sort,542,sorter day,0.5714285714285714,Biospecimen Age,False,False,False
neoplastic,500,cancer.past,0.5714285714285714,Biospecimen Disease Condition,False,False,False
allele actual,500,sample material,0.5714285714285714,External_sample_id,False,False,False
filtered peaks,500,paired samples,0.5714285714285714,External_sample_id,False,False,False
genome build,438,vendor id,0.5714285714285714,External_sample_id,False,False,False
birth date,374,growth time,0.5714285714285714,Biospecimen Age,False,False,False
joint problems,374,control,0.5714285714285714,Treatment,False,False,False
smoking stop date,374,skin score at biopsy site,0.5714285714285714,Biospecimen Type,False,False,False
history,363,storage,0.5714285714285714,Biospecimen Age,False,False,False
who,349,host,0.5714285714285714,Biospecimen Organism,False,False,False
os.mos,286,os month,0.5714285714285714,Biospecimen Age,False,False,False
diffuse,231,disease,0.5714285714285714,Biospecimen Disease Condition,False,False,False
run_date,202,run id,0.5714285714285714,External_sample_id,False,False,False
reference genome_for_alignment,200,reference diagnosis,0.5714285714285714,Biospecimen Disease Condition,False,False,False
ga,194,organ,0.5714285714285714,Biospecimen Type,False,False,False
hypertension,165,person id,0.5714285714285714,External_sample_id,False,False,False
eye,158,year,0.5714285714285714,Biospecimen Age,False,False,False
cag_repeat,156,cage,0.5714285714285714,Biospecimen Age,False,False,False
malign,148,malignant tumor,0.5714285714285714,Biospecimen Disease Condition,False,False,False
chip target,141,cell stage,0.5714285714285714,Biospecimen Type,False,False,False
admission,105,drug administration,0.5714285714285714,Treatment,False,False,False
watch and wait,104,wash condition,0.5714285714285714,Biospecimen Disease Condition,False,False,False
endoscopic_activity,97,disease activity,0.5714285714285714,Biospecimen Disease Condition,False,False,False
fetus,70,fetal sex,0.5714285714285714,Biospecimen Sex,False,False,False
scoliosis,70,oncologic diagnosis,0.5714285714285714,Biospecimen Disease Condition,False,False,False
alcohol,69,control,0.5714285714285714,Treatment,False,False,False
risk,65,risk group,0.5714285714285714,Treatment,False,False,False
severity_score,64,covid severity_status,0.5714285714285714,External_sample_id,False,False,False
cycling,58,lineage,0.5714285714285714,Biospecimen Age,False,False,False
upper or lower extremity,55,before or after treatment,0.5714285714285714,Treatment,False,False,False
cross-linked,52,controlid,0.5714285714285714,External_sample_id,False,False,False
pregnancy,52,organ,0.5714285714285714,Biospecimen Type,False,False,False
to concatenate,46,tumor location,0.5714285714285714,Biospecimen Disease Condition,False,False,False
fusion,41,duration,0.5714285714285714,Treatment Dosage Regimen,False,False,False
tau_score,39,tumor,0.5714285714285714,Biospecimen Disease Condition,False,False,False
asbestos-fiber count,34,case or control,0.5714285714285714,Treatment,False,False,False
sofa_admission,29,site of_disease_onset,0.5714285714285714,Biospecimen Disease Condition,False,False,False
los,29,host,0.5714285714285714,Biospecimen Organism,False,False,False
tobacco,28,barcode,0.5714285714285714,External_sample_id,False,False,False
Overall erythema,26,organ system,0.5714285714285714,Biospecimen Type,False,False,False
degree of infiltrate,26,age of  culture,0.5714285714285714,Biospecimen Age,False,False,False
mortality,24,tumor status,0.5714285714285714,Biospecimen Disease Condition,False,False,False
medical history,23,mechanical condition,0.5714285714285714,Biospecimen Disease Condition,False,False,False
protein,17,patient,0.5714285714285714,External_sample_id,False,False,False
cag repeat,13,cage,0.5714285714285714,Biospecimen Age,False,False,False
isolated by,10,sorter day,0.5714285714285714,Biospecimen Age,False,False,False
fus variant,8,study participant,0.5714285714285714,External_sample_id,False,False,False
ast,7,days,0.5714285714285714,Biospecimen Age,False,False,False
mice,6,mice group,0.5714285714285714,Treatment,False,False,False
distant metastasis,6,disease diagnosis,0.5714285714285714,Biospecimen Disease Condition,False,False,False
media supplement,6,sample name in supplementary file,0.5714285714285714,External_sample_id,False,False,False
hairpin,6,paired patient,0.5714285714285714,External_sample_id,False,False,False
Bra,6,race,0.5714285714285714,Biospecimen Race,False,False,False
cytogenetics,5,osteogenesis day,0.5714285714285714,Biospecimen Age,False,False,False
term accession number,5,passage number,0.5714285714285714,Biospecimen Age,False,False,False
phase growth,4,age group,0.5714285714285714,Biospecimen Age,False,False,False
AXILLARY NODE,2,library barcode,0.5714285714285714,External_sample_id,False,False,False
months_survival,2,survival time,0.5714285714285714,Biospecimen Age,False,False,False
medications/vitamin names,284,medication at blood sampling,0.5660377358490566,Biospecimen Type,False,False,False
tuberculosis_history,55,clinical.diagnosis.history,0.5652173913043478,Biospecimen Disease Condition,False,False,False
last follow-up,51,time of last follow up in months,0.5652173913043478,Biospecimen Age,False,False,False
systemic sclerosis subtype,46,tumor subtype,0.5641025641025641,Biospecimen Disease Condition,False,False,False
pipeline version,1000,cell line origin,0.5625,Biospecimen Type,False,False,False
agricultural animals,804,culture time,0.5625,Biospecimen Age,False,False,False
viral_positivity,500,disease activity,0.5625,Biospecimen Disease Condition,False,False,False
infected/uninfected,186,infected host,0.5625,Biospecimen Organism,False,False,False
total cholesterol,109,healthy control,0.5625,Treatment,False,False,False
primary/recurrent,105,prior treatment,0.5625,Treatment,False,False,False
primary_recurrent,68,prior treatment,0.5625,Treatment,False,False,False
angiogenesis score,60,diagnosis oral,0.5625,Biospecimen Disease Condition,False,False,False
respiratory score,21,replicate mouse,0.5625,Biospecimen Organism,False,False,False
gel bead version,15,cell preparation,0.5625,Biospecimen Type,False,False,False
cognitive impairment,8,organismpart,0.5625,Biospecimen Organism,False,False,False
adjusted household density,804,adjusted disease severity index,0.5614035087719298,Biospecimen Disease Condition,False,False,False
smear_results,500,time harvest,0.56,Biospecimen Age,False,False,False
curative_intent,496,time_point,0.56,Biospecimen Age,False,False,False
gene_count,399,monocytes_count,0.56,Biospecimen Type,False,False,False
tst skin test,379,tissue notes,0.56,Biospecimen Type,False,False,False
reads_all,251,repeated samples,0.56,External_sample_id,False,False,False
circumstances,103,virus strain,0.56,Biospecimen Organism,False,False,False
remission,101,stress condition,0.56,Biospecimen Disease Condition,False,False,False
striatal_score,100,sample_code,0.56,External_sample_id,False,False,False
histone mark,44,excision year,0.56,Biospecimen Age,False,False,False
vasopressor,24,blood pressure,0.56,Biospecimen Type,False,False,False
mode of growth,16,mouse group,0.56,Biospecimen Organism,False,False,False
angiography,12,antibody group,0.56,Treatment,False,False,False
exogenous gene expressed,24,exogenous treatment,0.5581395348837209,Treatment,False,False,False
epithelial,618,chemical,0.5555555555555556,Treatment,False,False,False
affy_batch,500,batch id,0.5555555555555556,External_sample_id,False,False,False
smoking start date,374,final age at death,0.5555555555555556,Biospecimen Age,False,False,False
total number of genomic aberrations,332,organoid generation,0.5555555555555556,External_sample_id,False,False,False
psychiatric disorder,285,chronic diseases,0.5555555555555556,Biospecimen Disease Condition,False,False,False
volume,282,volunteer id,0.5555555555555556,External_sample_id,False,False,False
waist to hip ratio,200,patient population,0.5555555555555556,External_sample_id,False,False,False
fat mass,200,of passage,0.5555555555555556,Biospecimen Age,False,False,False
region of birth,191,duration of treatment,0.5555555555555556,Treatment,False,False,False
vector,97,age_category,0.5555555555555556,Biospecimen Age,False,False,False
multifocal,92,chemical,0.5555555555555556,Treatment,False,False,False
smoker or non smoker,92,tumor organ site,0.5555555555555556,Biospecimen Type,False,False,False
mosquito,48,tumor_site,0.5555555555555556,Biospecimen Disease Condition,False,False,False
over-expression,46,cancer predisposition,0.5555555555555556,Biospecimen Disease Condition,False,False,False
body part,25,cell part,0.5555555555555556,Biospecimen Type,False,False,False
generation/colony,21,agent concentration,0.5555555555555556,Biospecimen Age,False,False,False
precursor,15,person id,0.5555555555555556,External_sample_id,False,False,False
well diameter in um,8,cell dissociation,0.5555555555555556,Biospecimen Type,False,False,False
allele,8,sample plate,0.5555555555555556,External_sample_id,False,False,False
tobacco use,6,barcode,0.5555555555555556,External_sample_id,False,False,False
express,4,process day,0.5555555555555556,Biospecimen Age,False,False,False
"BREAST, MASTECTOMY",2,treatment category,0.5555555555555556,Treatment,False,False,False
domain,2,donor strain,0.5555555555555556,External_sample_id,False,False,False
allele nominal,500,sample material,0.5517241379310345,External_sample_id,False,False,False
birth defects,285,treatment effect,0.5517241379310345,Treatment,False,False,False
structure acronym,270,culture days,0.5517241379310345,Biospecimen Age,False,False,False
align_input,251,sampling_timepoint,0.5517241379310345,Biospecimen Age,False,False,False
fibrosis degree,109,diagnosis date,0.5517241379310345,Biospecimen Disease Condition,False,False,False
total skin score,64,strain source,0.5517241379310345,Biospecimen Organism,False,False,False
