Enrichment FDR,nGenes,Pathway Genes,Fold Enrichment,Pathway,URL,Genes
2.25804130790898e-10,26,1241,4.891594994,GO:0048878 chemical homeostasis , http://amigo.geneontology.org/amigo/term/GO:0048878, DRD2  DRD3  PTGER1  INSR  SLC8A1  FKBP1A  PIK3CB  SOAT1  TBXAS1  DGAT2  SCARB1  SIRT1  JAK2  ABL1  MAPK1  MAPK3  JAK3  PIK3CG  RAF1  HRH4  CDK5  STAT3  GRM5  LCK  LIPG  PDGFRA
2.46203606993071e-10,17,455,8.723413321,GO:0050673 epithelial cell proliferation , http://amigo.geneontology.org/amigo/term/GO:0050673, TEK  EGFR  ERBB2  PIK3CB  FGFR2  SCARB1  MAPK1  CCND1  SMO  CDK4  DRD2  STAT3  FGFR1  FLT1  PIK3CD  FLT4  SIRT1
2.5612153911506e-10,15,327,10.71007302,GO:0090130 tissue migration , http://amigo.geneontology.org/amigo/term/GO:0090130, TEK  FGFR1  SIRT1  LGMN  PIK3CB  ROCK1  SCARB1  ABL1  PIK3CG  PTK2  PIK3CD  FLT4  MMP9  ROCK2  SRC
2.69690159289782e-10,17,458,8.666273059,GO:0048732 gland development , http://amigo.geneontology.org/amigo/term/GO:0048732, CAPN1  JAK2  ABL1  MAPK1  MAPK3  CPT1A  CCND1  SMO  RAF1  PDGFRA  EGFR  DRD2  BRAF  FASN  INSR  SRC  FGFR2
2.8441443473994e-10,8,43,43.4380636,GO:1900274 regulation of phospholipase C activity , http://amigo.geneontology.org/amigo/term/GO:1900274, FGFR1  PDGFRB  ITK  PTAFR  ABL1  FLT1  PDGFRA  EGFR
3.98122226276666e-10,9,69,30.4538598,GO:0060193 positive regulation of lipase activity , http://amigo.geneontology.org/amigo/term/GO:0060193, FGFR1  PDGFRB  ITK  PTAFR  FGFR2  FGFR3  FLT1  PDGFRA  EGFR
4.05729191470689e-10,23,973,5.519044822,GO:0051050 positive regulation of transport , http://amigo.geneontology.org/amigo/term/GO:0051050, SYK  LIPG  ERBB2  MERTK  BRAF  CTSS  INSR  SIRT1  JAK2  ABL1  JAK3  SMO  DRD2  DRD3  CDK5  PTAFR  CDK1  CDK5R1  SRC  ABCB1  AXL  PDGFRB  ACHE
4.66654120724025e-10,17,475,8.356111708,GO:0042060 wound healing , http://amigo.geneontology.org/amigo/term/GO:0042060, TYRO3  F9  SYK  AXL  JAK2  PDGFRA  ERBB2  PTK2  PIK3CB  FGFR2  PDGFRB  MERTK  SCARB1  PIK3CG  RAF1  LCK  SRC
4.78722709112177e-10,12,181,15.47930996,GO:0010594 regulation of endothelial cell migration , http://amigo.geneontology.org/amigo/term/GO:0010594, TEK  FGFR1  SIRT1  LGMN  PIK3CB  ABL1  PIK3CG  PIK3CD  FLT4  ROCK2  SCARB1  PTK2
5.57726629611026e-10,18,555,7.572311087,GO:0001525 angiogenesis , http://amigo.geneontology.org/amigo/term/GO:0001525, FLT1  PDGFRB  TEK  PTK2  SIRT1  FLT4  PIK3CB  ABL1  PIK3CG  PDGFRA  SYK  STAT3  JAK1  ROCK1  ROCK2  FGFR2  PIK3CD  ERBB2
5.94420887178778e-10,25,1194,4.888601169,GO:0009628 response to abiotic stimulus , http://amigo.geneontology.org/amigo/term/GO:0009628, LGMN  MMP9  CCND1  EGFR  CTSS  MMP1  PIK3CB  SIRT1  PDGFRB  RAF1  CCNA2  DRD2  BRAF  CDK5  PTAFR  SCN9A  SLC8A1  BACE1  SRC  MAPK3  ABCB1  MAPK10  ROCK2  DRD3  PTK2
6.46125346449162e-10,22,902,5.694624191,GO:0035239 tube morphogenesis , http://amigo.geneontology.org/amigo/term/GO:0035239, FLT1  PDGFRB  TEK  PTK2  SIRT1  FLT4  PIK3CB  ABL1  PIK3CG  SMO  PDGFRA  EGFR  SYK  RET  STAT3  SRC  JAK1  PIK3CD  ROCK1  ROCK2  FGFR2  ERBB2
7.2166640553194e-10,26,1312,4.626882155,GO:0010628 positive regulation of gene expression , http://amigo.geneontology.org/amigo/term/GO:0010628, TLR9  JAK2  DRD2  STAT3  SIRT1  ABL1  ITK  SMO  ERBB2  BRAF  SYK  RET  PTAFR  CDK1  SRC  FLT4  MAPK9  PIK3CB  ROCK1  MAPK1  MAPK3  ROCK2  EGFR  PIK3CD  MAPK11  PIK3CG
7.58284806314256e-10,19,646,6.867046819,GO:0051345 positive regulation of hydrolase activity , http://amigo.geneontology.org/amigo/term/GO:0051345, FGFR1  LGMN  PDGFRB  LCK  JAK2  ITK  ERBB2  PTAFR  STAT3  FGFR2  ROCK1  FGFR3  SIRT1  FLT1  ROCK2  PDGFRA  SYK  RET  EGFR
7.74108305898338e-10,19,647,6.856433145,GO:0048514 blood vessel morphogenesis , http://amigo.geneontology.org/amigo/term/GO:0048514, FLT1  PDGFRB  TEK  PTK2  SIRT1  FLT4  PIK3CB  ABL1  PIK3CG  SMO  PDGFRA  SYK  STAT3  JAK1  ROCK1  ROCK2  FGFR2  PIK3CD  ERBB2
8.09189178213276e-10,25,1213,4.812027861,GO:0051726 regulation of cell cycle , http://amigo.geneontology.org/amigo/term/GO:0051726, CDC25B  CCNE1  CCND1  TTK  CDK2  CDK4  CCNA2  PLK1  CDK1  CCNE2  CDK5R1  SIRT1  STAT3  ABL1  CCNT1  ROCK2  DRD3  CDK5  INSR  SRC  LGMN  EGFR  DRD2  FGFR2  PDGFRB
8.22345954896892e-10,20,734,6.361841739,GO:0001568 blood vessel development , http://amigo.geneontology.org/amigo/term/GO:0001568, FLT1  PDGFRB  TEK  PTK2  SIRT1  FLT4  PIK3CB  ABL1  MAPK1  PIK3CG  SMO  PDGFRA  SYK  STAT3  JAK1  ROCK1  ROCK2  FGFR2  PIK3CD  ERBB2
9.11905630519377e-10,15,360,9.728316327,GO:0019216 regulation of lipid metabolic process , http://amigo.geneontology.org/amigo/term/GO:0019216, PDGFRB  DGAT2  SCARB1  ACACB  SIRT1  PIK3CG  CPT1A  CDK4  SRC  FGFR3  FLT1  TEK  PDGFRA  SIRT3  PTK2
1.01888496005829e-09,24,1123,4.989768659,GO:0035295 tube development , http://amigo.geneontology.org/amigo/term/GO:0035295, FLT1  PDGFRB  TEK  PTK2  SIRT1  SRC  FLT4  PIK3CB  ABL1  MAPK1  MAPK3  PIK3CG  SMO  PDGFRA  EGFR  SYK  RET  STAT3  JAK1  PIK3CD  ROCK1  ROCK2  FGFR2  ERBB2
1.09828324776511e-09,17,504,7.875303693,GO:1901652 response to peptide , http://amigo.geneontology.org/amigo/term/GO:1901652, JAK2  JAK3  JAK1  STAT3  SIRT1  LGMN  PTK2  INSR  ROCK1  MMP9  CDK4  CCNA2  CDK5  GRM5  BACE1  SRC  ROCK2
1.22899982662357e-09,31,1937,3.736637763,GO:0007049 cell cycle , http://amigo.geneontology.org/amigo/term/GO:0007049, ROCK1  CDC25B  CCNE1  CCND1  TTK  CDK2  ROCK2  CDK4  CCNA2  CDK5  PLK1  CDK1  CCNE2  CDK5R1  ABCB1  SIRT1  STAT3  ABL1  MAPK1  MAPK3  CCNT1  PIM1  DRD3  INSR  RPS6KA3  SRC  LGMN  EGFR  DRD2  FGFR2  PDGFRB
1.29642214345514e-09,13,250,12.14093878,GO:0070374 positive regulation of ERK1 and ERK2 cascade , http://amigo.geneontology.org/amigo/term/GO:0070374, TEK  EGFR  BRAF  ABL1  DRD2  NPY5R  SRC  FLT4  FGFR3  MAPK3  PDGFRB  PDGFRA  FGFR2
1.41221446110921e-09,19,672,6.601357507,GO:0006935 chemotaxis , http://amigo.geneontology.org/amigo/term/GO:0006935, PDGFRB  SMO  CDK5R1  FGFR1  LGMN  FLT1  PLA2G7  SYK  PIK3CG  PDGFRA  ERBB2  CDK5  PTAFR  PIK3CD  MAPK1  MAPK3  PTK2  PIK3CB  RET
1.43739385212302e-09,18,591,7.111053558,GO:0060627 regulation of vesicle-mediated transport , http://amigo.geneontology.org/amigo/term/GO:0060627, SYK  SCARB1  MERTK  INSR  MAPK1  MAPK3  DRD2  DRD3  BRAF  CDK5  PTAFR  CDK5R1  BACE1  ROCK1  AXL  SRC  PIK3CB  ABL1
1.5450046354818e-09,19,676,6.56229622,GO:0042330 taxis , http://amigo.geneontology.org/amigo/term/GO:0042330, PDGFRB  SMO  CDK5R1  FGFR1  LGMN  FLT1  PLA2G7  SYK  PIK3CG  PDGFRA  ERBB2  CDK5  PTAFR  PIK3CD  MAPK1  MAPK3  PTK2  PIK3CB  RET
1.5690073632521e-09,32,2086,3.581662003,GO:0009888 tissue development , http://amigo.geneontology.org/amigo/term/GO:0009888, PIM1  SRC  DGAT2  FGFR2  ROCK1  SIRT1  JAK2  ABL1  MAPK1  MMP9  MAPK3  CCND1  PDGFRB  SMO  PDGFRA  CDK4  CTSK  EGFR  CDK5  RET  FASN  CDK1  INSR  MAPK11  CPT1A  ROCK2  PIK3CD  FGFR1  IKBKB  SLC8A1  FGFR3  FKBP1A
1.61292488956588e-09,20,765,6.104041617,GO:0001944 vasculature development , http://amigo.geneontology.org/amigo/term/GO:0001944, FLT1  PDGFRB  TEK  PTK2  SIRT1  FLT4  PIK3CB  ABL1  MAPK1  PIK3CG  SMO  PDGFRA  SYK  STAT3  JAK1  ROCK1  ROCK2  FGFR2  PIK3CD  ERBB2
1.61292488956588e-09,18,596,7.051397069,GO:0034762 regulation of transmembrane transport , http://amigo.geneontology.org/amigo/term/GO:0034762, DRD2  DRD3  FKBP1A  MMP9  BRAF  CTSS  INSR  TLR9  ABL1  PIK3CG  CDK5  PTAFR  SCN9A  SLC8A1  GRM5  ABCB1  PIM1  CAPN1
1.76439823732471e-09,23,1054,5.094905704,GO:0050776 regulation of immune response , http://amigo.geneontology.org/amigo/term/GO:0050776, ITK  SYK  LCK  TLR9  JAK2  SIRT1  TYRO3  ABL1  MAPK1  DRD2  BRAF  NPY5R  PTAFR  RPS6KA3  FKBP1A  JAK3  MAPK9  IKBKB  MAPK10  CTSS  PTK2  PIK3CD  SRC
1.77226357702655e-09,16,448,8.338556851,GO:0050900 leukocyte migration , http://amigo.geneontology.org/amigo/term/GO:0050900, ROCK1  LGMN  FLT1  PLA2G7  SYK  ABL1  MMP9  PTAFR  MAPK1  MAPK3  PTK2  RET  PIK3CG  PIK3CD  LCK  SRC
1.86558553064528e-09,7,33,49.52597403,GO:0038083 peptidyl-tyrosine autophosphorylation , http://amigo.geneontology.org/amigo/term/GO:0038083, ITK  MAPK3  LCK  INSR  SRC  ABL1  EGFR
1.86558553064528e-09,7,33,49.52597403,GO:0043552 positive regulation of phosphatidylinositol 3-kinase activity , http://amigo.geneontology.org/amigo/term/GO:0043552, PDGFRB  SRC  FGFR3  FLT1  TEK  PDGFRA  PTK2
1.99749731984826e-09,21,867,5.655215027,GO:0055082 cellular chemical homeostasis , http://amigo.geneontology.org/amigo/term/GO:0055082, DRD2  DRD3  PTGER1  SLC8A1  FKBP1A  PIK3CB  TBXAS1  DGAT2  SIRT1  JAK2  ABL1  MAPK1  MAPK3  JAK3  PIK3CG  RAF1  HRH4  CDK5  GRM5  LCK  PDGFRA
2.17282777453145e-09,22,967,5.3118418,GO:0019725 cellular homeostasis , http://amigo.geneontology.org/amigo/term/GO:0019725, DRD2  DRD3  PTGER1  SLC8A1  FKBP1A  PIK3CB  TBXAS1  DGAT2  TYRO3  SIRT1  JAK2  ABL1  MAPK1  MAPK3  JAK3  PIK3CG  RAF1  HRH4  CDK5  GRM5  LCK  PDGFRA
2.17298984481125e-09,11,161,15.9520218,GO:0045834 positive regulation of lipid metabolic process , http://amigo.geneontology.org/amigo/term/GO:0045834, PDGFRB  DGAT2  SCARB1  CPT1A  SRC  FGFR3  FLT1  TEK  PDGFRA  SIRT3  PTK2
2.74234859574309e-09,14,327,9.996068152,GO:0048638 regulation of developmental growth , http://amigo.geneontology.org/amigo/term/GO:0048638, PIM1  ACACB  LGMN  SMO  CDK4  DRD2  CDK5  STAT3  CDK1  MAPK11  ABL1  INSR  FGFR2  FGFR3
3.10490605344802e-09,10,124,18.82899934,GO:0043406 positive regulation of MAP kinase activity , http://amigo.geneontology.org/amigo/term/GO:0043406, FGFR1  FLT1  PIK3CG  ERBB2  EGFR  TLR9  SYK  SRC  INSR  PDGFRB
4.29801557176026e-09,7,37,44.17181467,GO:0090218 positive regulation of lipid kinase activity , http://amigo.geneontology.org/amigo/term/GO:0090218, PDGFRB  SRC  FGFR3  FLT1  TEK  PDGFRA  PTK2
4.38242367442292e-09,30,1917,3.653827728,GO:0044419 biological process involved in interspecies interaction between organisms , http://amigo.geneontology.org/amigo/term/GO:0044419, SYK  PTK2  LCK  SRC  TLR9  JAK2  JAK1  SCARB1  CCNT1  CTSL  AXL  FGFR2  TYRO3  ABL1  MAPK1  MAPK3  JAK3  CDK4  EGFR  DRD2  PTGER1  PTAFR  CDK1  PIK3CD  RPS6KA3  ROCK2  INSR  MAPK11  IKBKB  PIK3CG
5.16082304098934e-09,21,915,5.358548009,GO:0140352 export from cell , http://amigo.geneontology.org/amigo/term/GO:0140352, PORCN  DRD2  DRD3  SYK  ABCB1  SLC8A1  TYRO3  JAK2  CPT1A  RAF1  MERTK  BRAF  NPY5R  CDK5  AXL  PTAFR  BACE1  ABCG2  ACHE  PIK3CG  PIK3CD
6.58289411134545e-09,18,653,6.435884614,GO:0002521 leukocyte differentiation , http://amigo.geneontology.org/amigo/term/GO:0002521, ITK  SYK  AXL  LCK  SRC  PIK3CD  TLR9  TYRO3  SIRT1  ABL1  ERBB2  MERTK  BRAF  STAT3  FASN  JAK3  CTSL  MMP9
7.27627532608421e-09,19,745,5.95451308,GO:0043269 regulation of ion transport , http://amigo.geneontology.org/amigo/term/GO:0043269, DRD2  DRD3  FKBP1A  MMP9  CTSS  TLR9  ABL1  JAK3  PIK3CG  NPY5R  CDK5  SYK  PTAFR  SCN9A  SLC8A1  GRM5  ABCB1  PDGFRB  CAPN1
8.24594186472474e-09,12,235,11.92236214,GO:0043542 endothelial cell migration , http://amigo.geneontology.org/amigo/term/GO:0043542, TEK  FGFR1  SIRT1  LGMN  PIK3CB  SCARB1  ABL1  PIK3CG  PIK3CD  FLT4  ROCK2  PTK2
8.98060911907735e-09,7,41,39.86236934,GO:0010863 positive regulation of phospholipase C activity , http://amigo.geneontology.org/amigo/term/GO:0010863, FGFR1  PDGFRB  ITK  PTAFR  FLT1  PDGFRA  EGFR
1.203284682751e-08,38,3133,2.831862269,GO:0033036 macromolecule localization , http://amigo.geneontology.org/amigo/term/GO:0033036, ABCB1  PORCN  TTK  SCARB1  LIPG  ERBB2  EGFR  DRD2  DRD3  BRAF  PLK1  STAT3  CDK1  MAPK9  DGAT2  ACACB  SIRT1  JAK2  CCNE1  CPT1A  ABCG2  SMO  RAF1  CDK5  SYK  CCNE2  CDK5R1  SRC  ROCK1  FKBP1A  ROCK2  SOAT1  POLR1A  ABL1  IKBKB  TNIK  JAK1  ACHE
1.21519001350295e-08,10,143,16.32724418,GO:0030168 platelet activation , http://amigo.geneontology.org/amigo/term/GO:0030168, TYRO3  SYK  AXL  JAK2  PDGFRA  PIK3CB  MERTK  PIK3CG  LCK  SRC
1.38794224139753e-08,26,1516,4.004267406,GO:0006629 lipid metabolic process , http://amigo.geneontology.org/amigo/term/GO:0006629, PIK3CB  SOAT1  DGAT2  SCD  LIPG  PORCN  PIK3CG  CPT1A  FAAH  FASN  PIK3CD  PDGFRB  PLA2G7  TBXAS1  SCARB1  ACACB  SIRT1  PDGFRA  CDK4  SRC  FGFR3  FLT1  TEK  SIRT3  LGMN  PTK2
1.49824916224352e-08,11,194,13.23853356,GO:0043405 regulation of MAP kinase activity , http://amigo.geneontology.org/amigo/term/GO:0043405, FGFR1  FLT1  PIK3CG  ERBB2  EGFR  TLR9  PIK3CB  SYK  SRC  INSR  PDGFRB
1.55688765539944e-08,21,975,5.028791209,GO:0022603 regulation of anatomical structure morphogenesis , http://amigo.geneontology.org/amigo/term/GO:0022603, FLT1  TEK  SIRT1  TNIK  FLT4  ABL1  SMO  BRAF  CDK5  RET  STAT3  CDK5R1  JAK1  PTK2  PIK3CD  PIK3CB  ROCK1  ROCK2  SRC  FGFR2  ERBB2
1.63768105008268e-08,14,377,8.67032967,GO:0051480 regulation of cytosolic calcium ion concentration , http://amigo.geneontology.org/amigo/term/GO:0051480, DRD2  DRD3  PTGER1  SLC8A1  FKBP1A  JAK2  ABL1  JAK3  PIK3CG  HRH4  CDK5  GRM5  PDGFRA  LCK
1.84032716974024e-08,22,1088,4.721094688,GO:0009894 regulation of catabolic process , http://amigo.geneontology.org/amigo/term/GO:0009894, SIRT1  EGFR  STAT3  MAPK9  ROCK1  SCARB1  ACACB  MAPK3  PIK3CG  CPT1A  CDK4  TLR9  PLK1  INSR  ROCK2  PTK2  CAPN1  CDK5R1  PIK3CB  ABL1  CDK2  CDK5
1.86315539198397e-08,22,1089,4.716759431,GO:0032101 regulation of response to external stimulus , http://amigo.geneontology.org/amigo/term/GO:0032101, TLR9  FGFR1  JAK2  LGMN  PDGFRA  PLA2G7  TYRO3  MAPK3  PIK3CG  DRD2  BRAF  NPY5R  SYK  BACE1  MAPK1  PTK2  DRD3  PDGFRB  MMP9  IKBKB  TEK  SRC
1.90196309036078e-08,13,315,9.635665695,GO:0034599 cellular response to oxidative stress , http://amigo.geneontology.org/amigo/term/GO:0034599, SIRT1  ABL1  MMP9  PDGFRA  SLC8A1  JAK2  AXL  CDK1  SRC  MAPK9  MAPK1  MAPK3  EGFR
1.95729980829646e-08,18,702,5.986656201,GO:0040008 regulation of growth , http://amigo.geneontology.org/amigo/term/GO:0040008, PIM1  EGFR  ACACB  LGMN  SMO  CDK4  DRD2  CDK5  STAT3  CDK1  MAPK11  SIRT1  ABL1  ERBB2  INSR  FGFR2  FGFR3  RPS6KA3
2.02938131406865e-08,8,74,25.24103696,GO:0038093 Fc receptor signaling pathway , http://amigo.geneontology.org/amigo/term/GO:0038093, LCK  MAPK9  ABL1  IKBKB  MAPK10  SYK  PTK2  SRC
2.05081621032147e-08,20,892,5.234968427,GO:0006954 inflammatory response , http://amigo.geneontology.org/amigo/term/GO:0006954, HRH4  PTGER1  TLR9  JAK2  TYRO3  PIK3CG  SMO  NPY5R  SYK  AXL  STAT3  PTAFR  SCN9A  FASN  PIK3CD  MMP9  IKBKB  TEK  PLA2G7  SRC
2.07834371513868e-08,14,385,8.490166976,GO:0050678 regulation of epithelial cell proliferation , http://amigo.geneontology.org/amigo/term/GO:0050678, EGFR  ERBB2  FGFR2  CCND1  SMO  CDK4  DRD2  STAT3  FGFR1  FLT1  PIK3CD  FLT4  SIRT1  TEK
2.18655181933987e-08,21,996,4.922762478,GO:0000278 mitotic cell cycle , http://amigo.geneontology.org/amigo/term/GO:0000278, ROCK1  CDC25B  CCNE1  CCND1  TTK  CDK2  ROCK2  CCNA2  CDK5  PLK1  CDK1  CCNE2  CDK4  ABCB1  SIRT1  ABL1  DRD3  INSR  LGMN  EGFR  PDGFRB
2.67128513637482e-08,18,717,5.861412347,GO:0006873 cellular ion homeostasis , http://amigo.geneontology.org/amigo/term/GO:0006873, DRD2  DRD3  PTGER1  SLC8A1  FKBP1A  PIK3CB  TBXAS1  JAK2  ABL1  MAPK1  MAPK3  JAK3  PIK3CG  HRH4  CDK5  GRM5  LCK  PDGFRA
2.92941677250161e-08,16,549,6.804505409,GO:0002764 immune response-regulating signaling pathway , http://amigo.geneontology.org/amigo/term/GO:0002764, ITK  SYK  LCK  TLR9  TYRO3  ABL1  MAPK1  BRAF  RPS6KA3  MAPK9  IKBKB  MAPK10  CTSS  PTK2  PIK3CD  SRC
2.92941677250161e-08,31,2219,3.261769872,GO:0009891 positive regulation of biosynthetic process , http://amigo.geneontology.org/amigo/term/GO:0009891, IKBKB  CCNT1  STAT3  SIRT1  NAMPT  EGFR  INSR  DGAT2  SCARB1  JAK2  JAK3  PDGFRB  CDK2  SMO  RAF1  PIM1  CCNA2  DRD2  DRD3  RET  PTAFR  SRC  TLR9  SOAT1  MAPK1  MAPK3  ERBB2  RPS6KA3  FGFR2  SIRT3  ABL1
2.98567359363581e-08,17,634,6.260493787,GO:0006897 endocytosis , http://amigo.geneontology.org/amigo/term/GO:0006897, SCARB1  CTSL  EGFR  DRD3  INSR  PIK3CB  ACHE  ABL1  MAPK1  MAPK3  PIK3CG  DRD2  CDK5  SYK  ROCK1  AXL  SRC
3.25316242441781e-08,20,918,5.086701347,GO:0031329 regulation of cellular catabolic process , http://amigo.geneontology.org/amigo/term/GO:0031329, SIRT1  STAT3  MAPK9  ROCK1  SCARB1  ACACB  MAPK3  PIK3CG  CPT1A  TLR9  PLK1  INSR  ROCK2  PTK2  CAPN1  CDK5R1  PIK3CB  ABL1  CDK2  CDK5
3.26387645448292e-08,33,2509,3.070875461,GO:0051128 regulation of cellular component organization , http://amigo.geneontology.org/amigo/term/GO:0051128, ROCK1  TTK  ROCK2  SIRT1  CDK2  RAF1  EGFR  TNIK  PLK1  INSR  MMP1  MAPK9  ABL1  MAPK1  MAPK3  DRD2  DRD3  BRAF  CDK5  SYK  RET  PTK2  CDK5R1  SRC  MMP9  IKBKB  TEK  ERBB2  AXL  PDGFRB  PIK3CB  PDGFRA  RPS6KA3
3.44651958652986e-08,35,2805,2.91329259,GO:0009056 catabolic process , http://amigo.geneontology.org/amigo/term/GO:0009056, CTSK  ACHE  LGMN  MMP9  LIPG  FAAH  CTSL  CTSS  MMP1  SIRT1  PLA2G7  EGFR  STAT3  CAPN1  MAPK9  PIK3CB  ROCK1  SCARB1  ACACB  ABL1  MAPK3  PIK3CG  CPT1A  CDK4  DRD2  DRD3  CDK5  TLR9  PLK1  INSR  ROCK2  PTK2  CDK5R1  CDK2  SRC
3.56118234833585e-08,31,2239,3.23263392,GO:0048468 cell development , http://amigo.geneontology.org/amigo/term/GO:0048468, SMO  TNIK  CDK5  CDK5R1  SRC  ROCK1  TYRO3  JAK2  ABL1  MAPK1  CDC25B  MAPK3  PDGFRA  ERBB2  DRD2  MERTK  BRAF  RET  AXL  GRM5  FASN  CDK1  ACHE  ROCK2  PTK2  IKBKB  TEK  FGFR2  PDGFRB  DRD3  SLC8A1
3.57336727007097e-08,9,117,17.9599686,GO:0000079 regulation of cyclin-dependent protein serine/threonine kinase activity , http://amigo.geneontology.org/amigo/term/GO:0000079, CCNE1  CCND1  CCNA2  CCNE2  CDK5R1  CCNT1  SRC  EGFR  PLK1
4.45704973658866e-08,9,120,17.51096939,GO:1904029 regulation of cyclin-dependent protein kinase activity , http://amigo.geneontology.org/amigo/term/GO:1904029, CCNE1  CCND1  CCNA2  CCNE2  CDK5R1  CCNT1  SRC  EGFR  PLK1
4.65747696764096e-08,11,218,11.78108032,GO:0050679 positive regulation of epithelial cell proliferation , http://amigo.geneontology.org/amigo/term/GO:0050679, EGFR  ERBB2  CCND1  SMO  STAT3  FGFR1  PIK3CD  FLT4  SIRT1  FGFR2  TEK
4.76150825802193e-08,13,342,8.874955245,GO:0007204 positive regulation of cytosolic calcium ion concentration , http://amigo.geneontology.org/amigo/term/GO:0007204, DRD2  DRD3  PTGER1  SLC8A1  FKBP1A  JAK2  ABL1  JAK3  PIK3CG  HRH4  CDK5  PDGFRA  LCK
4.80701699413901e-08,15,489,7.16195067,GO:0006874 cellular calcium ion homeostasis , http://amigo.geneontology.org/amigo/term/GO:0006874, DRD2  DRD3  PTGER1  SLC8A1  FKBP1A  PIK3CB  JAK2  ABL1  JAK3  PIK3CG  HRH4  CDK5  GRM5  PDGFRA  LCK
5.07257645974338e-08,9,122,17.22390432,GO:0038127 ERBB signaling pathway , http://amigo.geneontology.org/amigo/term/GO:0038127, PTK2  SRC  MAPK1  ERBB2  EGFR  BRAF  ABL1  LGMN  MMP9
5.92863260602538e-08,12,283,9.900194707,GO:0022898 regulation of transmembrane transporter activity , http://amigo.geneontology.org/amigo/term/GO:0022898, DRD2  DRD3  FKBP1A  MMP9  CTSS  TLR9  CDK5  PTAFR  GRM5  ABCB1  PIM1  CAPN1
6.16530705561676e-08,23,1280,4.195336416,GO:0001775 cell activation , http://amigo.geneontology.org/amigo/term/GO:0001775, TYRO3  ITK  SYK  AXL  LCK  JAK2  PIK3CD  PDGFRA  TLR9  PIK3CB  ABL1  JAK3  PDGFRB  SMO  ERBB2  MERTK  BRAF  STAT3  PTAFR  CTSL  FKBP1A  PIK3CG  SRC
6.93225245078863e-08,11,227,11.31398903,GO:0043523 regulation of neuron apoptotic process , http://amigo.geneontology.org/amigo/term/GO:0043523, ROCK1  TYRO3  JAK2  ABL1  CCND1  BRAF  CDK5  AXL  CDK5R1  LGMN  BACE1
7.44053708826038e-08,25,1529,3.817521122,GO:0080134 regulation of response to stress , http://amigo.geneontology.org/amigo/term/GO:0080134, TLR9  SIRT1  JAK2  ABL1  PDGFRA  EGFR  TNIK  PTK2  PIK3CB  TYRO3  MAPK1  MAPK3  PIK3CG  DRD2  BRAF  NPY5R  SYK  FLT4  ABCB1  ROCK2  MMP9  IKBKB  TEK  PLA2G7  SRC
7.62987839984289e-08,15,507,6.907680232,GO:1903131 mononuclear cell differentiation , http://amigo.geneontology.org/amigo/term/GO:1903131, ITK  SYK  AXL  LCK  PIK3CD  TLR9  TYRO3  ABL1  ERBB2  MERTK  BRAF  STAT3  FASN  JAK3  CTSL
7.80172336524923e-08,15,508,6.894082436,GO:0055074 calcium ion homeostasis , http://amigo.geneontology.org/amigo/term/GO:0055074, DRD2  DRD3  PTGER1  SLC8A1  FKBP1A  PIK3CB  JAK2  ABL1  JAK3  PIK3CG  HRH4  CDK5  GRM5  PDGFRA  LCK
7.95551899447741e-08,30,2182,3.210076881,GO:0031328 positive regulation of cellular biosynthetic process , http://amigo.geneontology.org/amigo/term/GO:0031328, IKBKB  CCNT1  STAT3  SIRT1  NAMPT  EGFR  INSR  DGAT2  SCARB1  JAK2  CDK2  SMO  RAF1  PIM1  CCNA2  DRD2  DRD3  RET  PTAFR  SRC  TLR9  SOAT1  MAPK1  MAPK3  ERBB2  RPS6KA3  FGFR2  PDGFRB  SIRT3  ABL1
8.37377408212169e-08,15,511,6.853608371,GO:0034765 regulation of ion transmembrane transport , http://amigo.geneontology.org/amigo/term/GO:0034765, DRD2  DRD3  FKBP1A  MMP9  CTSS  TLR9  ABL1  PIK3CG  CDK5  PTAFR  SCN9A  SLC8A1  GRM5  ABCB1  CAPN1
8.9315707080034e-08,14,435,7.514285714,GO:0009410 response to xenobiotic stimulus , http://amigo.geneontology.org/amigo/term/GO:0009410, LCK  ACACB  ABL1  CPT1A  CCND1  DRD2  DRD3  BRAF  RET  CDK1  SLC8A1  SRC  CDK4  ABCB1
9.49335141156222e-08,17,689,5.760744646,GO:0051301 cell division , http://amigo.geneontology.org/amigo/term/GO:0051301, ROCK1  ROCK2  PLK1  PIK3CB  CDC25B  CCNE1  CCND1  CDK2  CCNT1  CDK4  CCNA2  CDK5  CDK1  CCNE2  DRD2  DRD3  FGFR2
1.07278232024359e-07,7,59,27.70096852,GO:0043551 regulation of phosphatidylinositol 3-kinase activity , http://amigo.geneontology.org/amigo/term/GO:0043551, PDGFRB  SRC  FGFR3  FLT1  TEK  PDGFRA  PTK2
1.08857832325297e-07,12,300,9.339183673,GO:0032409 regulation of transporter activity , http://amigo.geneontology.org/amigo/term/GO:0032409, DRD2  DRD3  FKBP1A  MMP9  CTSS  TLR9  CDK5  PTAFR  GRM5  ABCB1  PIM1  CAPN1
1.08883086200761e-07,11,238,10.79107357,GO:0071241 cellular response to inorganic substance , http://amigo.geneontology.org/amigo/term/GO:0071241, LGMN  MMP9  BRAF  CCNA2  BACE1  TLR9  MAPK9  MAPK1  MAPK3  EGFR  CDK2
