Enrichment FDR,nGenes,Pathway Genes,Fold Enrichment,Pathway,URL,Genes
0.001359869,5,169,7.051590237,Path:hsa04530 Tight junction,http://www.genome.jp/kegg-bin/show_pathway?hsa04530 , CFTR  ERBB2  MAPK8  ROCK1  ROCK2
0.00136941,4,97,9.828608247,Path:hsa04666 Fc gamma R-mediated phagocytosis,http://www.genome.jp/kegg-bin/show_pathway?hsa04666 , PIK3CD  PIK3R1  RAF1  SYK
0.001373012,5,170,7.010110294,Path:hsa04310 Wnt signaling pathway,http://www.genome.jp/kegg-bin/show_pathway?hsa04310 , CREBBP  CSNK2A1  MAPK8  PORCN  ROCK2
0.001608828,3,45,15.88958333,Path:hsa02010 ABC transporters,http://www.genome.jp/kegg-bin/show_pathway?hsa02010 , CFTR  ABCB1  ABCG2
0.001842478,6,273,5.238324176,Path:hsa05020 Prion disease,http://www.genome.jp/kegg-bin/show_pathway?hsa05020 , CSNK2A1  PIK3CD  PIK3R1  MAPK8  MAPK13  MAPK12
0.00226333,4,112,8.512276786,Path:hsa04726 Serotonergic synapse,http://www.genome.jp/kegg-bin/show_pathway?hsa04726 , HTR2C  HTR6  RAF1  BRAF
0.002319909,4,113,8.436946903,Path:hsa04725 Cholinergic synapse,http://www.genome.jp/kegg-bin/show_pathway?hsa04725 , JAK2  PIK3CD  PIK3CG  PIK3R1
0.00295988,4,121,7.879132231,Path:hsa04919 Thyroid hormone signaling pathway,http://www.genome.jp/kegg-bin/show_pathway?hsa04919 , CREBBP  PIK3CD  PIK3R1  RAF1
0.003909956,3,62,11.5327621,Path:hsa04213 Longevity regulating pathway-multiple species,http://www.genome.jp/kegg-bin/show_pathway?hsa04213 , SIRT1  PIK3CD  PIK3R1
0.004247428,3,64,11.17236328,Path:hsa04929 GnRH secretion,http://www.genome.jp/kegg-bin/show_pathway?hsa04929 , PIK3CD  PIK3R1  RAF1
0.00588817,3,72,9.930989583,Path:hsa04137 Mitophagy-animal,http://www.genome.jp/kegg-bin/show_pathway?hsa04137 , CSNK2A1  TBK1  MAPK8
0.006042066,3,73,9.79494863,Path:hsa01524 Platinum drug resistance,http://www.genome.jp/kegg-bin/show_pathway?hsa01524 , ERBB2  PIK3CD  PIK3R1
0.006042066,4,149,6.398489933,Path:hsa04261 Adrenergic signaling in cardiomyocytes,http://www.genome.jp/kegg-bin/show_pathway?hsa04261 , PIK3CG  MAPK13  MAPK12  SLC8A1
0.006454137,3,75,9.53375,Path:hsa03320 PPAR signaling pathway,http://www.genome.jp/kegg-bin/show_pathway?hsa03320 , SLC27A1  MMP1  SCD
0.006597646,3,76,9.408305921,Path:hsa05133 Pertussis,http://www.genome.jp/kegg-bin/show_pathway?hsa05133 , MAPK8  MAPK13  MAPK12
0.006597646,3,76,9.408305921,Path:hsa05140 Leishmaniasis,http://www.genome.jp/kegg-bin/show_pathway?hsa05140 , JAK2  MAPK13  MAPK12
0.006792993,3,77,9.28612013,Path:hsa05100 Bacterial invasion of epithelial cells,http://www.genome.jp/kegg-bin/show_pathway?hsa05100 , PIK3CD  PIK3R1  PTK2
0.006990891,3,78,9.167067308,Path:hsa04612 Antigen processing and presentation,http://www.genome.jp/kegg-bin/show_pathway?hsa04612 , CTSL  HSP90AA1  LGMN
0.009011952,4,169,5.641272189,Path:hsa04141 Protein processing in endoplasmic reticulum,http://www.genome.jp/kegg-bin/show_pathway?hsa04141 , HSP90AA1  MAPK8  CAPN1  CAPN2
0.009874797,3,89,8.034058989,Path:hsa04211 Longevity regulating pathway,http://www.genome.jp/kegg-bin/show_pathway?hsa04211 , SIRT1  PIK3CD  PIK3R1
0.009874797,3,89,8.034058989,Path:hsa04976 Bile secretion,http://www.genome.jp/kegg-bin/show_pathway?hsa04976 , CFTR  ABCB1  ABCG2
0.013962271,4,193,4.939766839,Path:hsa05202 Transcriptional misregulation in cancer,http://www.genome.jp/kegg-bin/show_pathway?hsa05202 , FLT1  MMP9  PTK2  CCNT1
0.01415159,3,102,7.010110294,Path:hsa05146 Amoebiasis,http://www.genome.jp/kegg-bin/show_pathway?hsa05146 , PIK3CD  PIK3R1  PTK2
0.015432608,2,36,13.24131944,Path:hsa00760 Nicotinate and nicotinamide metabolism,http://www.genome.jp/kegg-bin/show_pathway?hsa00760 , NAMPT  SIRT1
0.015488106,3,106,6.74557783,Path:hsa04922 Glucagon signaling pathway,http://www.genome.jp/kegg-bin/show_pathway?hsa04922 , CREBBP  SIRT1  GCK
0.016041104,2,37,12.88344595,Path:hsa04960 Aldosterone-regulated sodium reabsorption,http://www.genome.jp/kegg-bin/show_pathway?hsa04960 , PIK3CD  PIK3R1
0.016768322,2,38,12.54440789,Path:hsa05340 Primary immunodeficiency,http://www.genome.jp/kegg-bin/show_pathway?hsa05340 , LCK  BTK
0.017868386,13,1538,2.01460907,Path:hsa01100 Metabolic pathways,http://www.genome.jp/kegg-bin/show_pathway?hsa01100 , NAMPT  SIRT1  GCK  IDO1  MGAT2  PDE4A  PDE4B  PFKFB3  PIK3CD  PIK3CG  SCD  TBXAS1  DGAT2
0.020955862,2,43,11.08575581,Path:hsa04975 Fat digestion and absorption,http://www.genome.jp/kegg-bin/show_pathway?hsa04975 , SLC27A1  DGAT2
0.024478984,4,232,4.109375,Path:hsa04714 Thermogenesis,http://www.genome.jp/kegg-bin/show_pathway?hsa04714 , FGFR1  MAPK13  RPS6KA3  MAPK12
0.024478984,2,47,10.14228723,Path:hsa04973 Carbohydrate digestion and absorption,http://www.genome.jp/kegg-bin/show_pathway?hsa04973 , PIK3CD  PIK3R1
0.026159014,3,132,5.416903409,Path:hsa04142 Lysosome,http://www.genome.jp/kegg-bin/show_pathway?hsa04142 , CTSK  CTSL  LGMN
0.026159014,3,132,5.416903409,Path:hsa04728 Dopaminergic synapse,http://www.genome.jp/kegg-bin/show_pathway?hsa04728 , MAPK8  MAPK13  MAPK12
0.026159014,6,495,2.889015152,Path:hsa05168 Herpes simplex virus 1 infection,http://www.genome.jp/kegg-bin/show_pathway?hsa05168 , TBK1  IKBKB  JAK2  PIK3CD  PIK3R1  SYK
0.02919564,3,138,5.18138587,Path:hsa04371 Apelin signaling pathway,http://www.genome.jp/kegg-bin/show_pathway?hsa04371 , PIK3CG  RAF1  SLC8A1
0.031244598,3,142,5.035431338,Path:hsa05017 Spinocerebellar ataxia,http://www.genome.jp/kegg-bin/show_pathway?hsa05017 , PIK3CD  PIK3R1  MAPK8
0.034551842,3,148,4.83129223,Path:hsa04723 Retrograde endocannabinoid signaling,http://www.genome.jp/kegg-bin/show_pathway?hsa04723 , MAPK8  MAPK13  MAPK12
0.034685,2,58,8.21875,Path:hsa04923 Regulation of lipolysis in adipocytes,http://www.genome.jp/kegg-bin/show_pathway?hsa04923 , PIK3CD  PIK3R1
0.03670215,2,60,7.944791667,Path:hsa04730 Long-term depression,http://www.genome.jp/kegg-bin/show_pathway?hsa04730 , RAF1  BRAF
0.038750632,2,62,7.688508065,Path:hsa03250 Viral life cycle-HIV-1,http://www.genome.jp/kegg-bin/show_pathway?hsa03250 , CREBBP  CCNT1
0.039659387,2,63,7.566468254,Path:hsa04623 Cytosolic DNA-sensing pathway,http://www.genome.jp/kegg-bin/show_pathway?hsa04623 , TBK1  IKBKB
0.041745907,2,65,7.333653846,Path:hsa05321 Inflammatory bowel disease,http://www.genome.jp/kegg-bin/show_pathway?hsa05321 , RORC  STAT3
0.051298942,2,73,6.529965753,Path:hsa00562 Inositol phosphate metabolism,http://www.genome.jp/kegg-bin/show_pathway?hsa00562 , PIK3CD  PIK3CG
0.054842048,2,76,6.272203947,Path:hsa04971 Gastric acid secretion,http://www.genome.jp/kegg-bin/show_pathway?hsa04971 , CFTR  CCKBR
0.066646619,2,85,5.608088235,Path:hsa04610 Complement and coagulation cascades,http://www.genome.jp/kegg-bin/show_pathway?hsa04610 , F10  F11
0.067631445,2,86,5.542877907,Path:hsa04911 Insulin secretion,http://www.genome.jp/kegg-bin/show_pathway?hsa04911 , GCK  CCKAR
0.074310656,2,91,5.238324176,Path:hsa05032 Morphine addiction,http://www.genome.jp/kegg-bin/show_pathway?hsa05032 , PDE4A  PDE4B
0.076748145,2,93,5.125672043,Path:hsa04350 TGF-beta signaling pathway,http://www.genome.jp/kegg-bin/show_pathway?hsa04350 , CREBBP  ROCK1
0.082144227,2,97,4.914304124,Path:hsa04070 Phosphatidylinositol signaling system,http://www.genome.jp/kegg-bin/show_pathway?hsa04070 , PIK3CD  PIK3R1
0.087097629,2,101,4.719678218,Path:hsa04916 Melanogenesis,http://www.genome.jp/kegg-bin/show_pathway?hsa04916 , CREBBP  RAF1
0.087097629,4,364,2.619162088,Path:hsa05014 Amyotrophic lateral sclerosis,http://www.genome.jp/kegg-bin/show_pathway?hsa05014 , ERBB4  TBK1  MAPK13  MAPK12
0.088076599,2,102,4.673406863,Path:hsa04972 Pancreatic secretion,http://www.genome.jp/kegg-bin/show_pathway?hsa04972 , CFTR  CCKAR
0.103121083,1,20,11.9171875,Path:hsa00100 Steroid biosynthesis,http://www.genome.jp/kegg-bin/show_pathway?hsa00100 , SOAT1
0.112980276,3,251,2.84873008,Path:hsa04144 Endocytosis,http://www.genome.jp/kegg-bin/show_pathway?hsa04144 , EGFR  FGFR3  FGFR2
0.124158628,2,126,3.783234127,Path:hsa04110 Cell cycle,http://www.genome.jp/kegg-bin/show_pathway?hsa04110 , CREBBP  WEE1
0.126733619,2,128,3.724121094,Path:hsa00230 Purine metabolism,http://www.genome.jp/kegg-bin/show_pathway?hsa00230 , PDE4A  PDE4B
0.129358099,1,26,9.167067308,Path:hsa04950 Maturity onset diabetes of the young,http://www.genome.jp/kegg-bin/show_pathway?hsa04950 , GCK
0.133288712,1,27,8.827546296,Path:hsa01040 Biosynthesis of unsaturated fatty acids,http://www.genome.jp/kegg-bin/show_pathway?hsa01040 , SCD
0.146353493,1,30,7.944791667,Path:hsa01523 Antifolate resistance,http://www.genome.jp/kegg-bin/show_pathway?hsa01523 , IKBKB
0.150066514,1,31,7.688508065,Path:hsa00052 Galactose metabolism,http://www.genome.jp/kegg-bin/show_pathway?hsa00052 , GCK
0.153718792,1,32,7.448242188,Path:hsa04215 Apoptosis-multiple species,http://www.genome.jp/kegg-bin/show_pathway?hsa04215 , MAPK8
0.157311428,1,33,7.222537879,Path:hsa00051 Fructose and mannose metabolism,http://www.genome.jp/kegg-bin/show_pathway?hsa00051 , PFKFB3
0.160845498,1,34,7.010110294,Path:hsa04710 Circadian rhythm,http://www.genome.jp/kegg-bin/show_pathway?hsa04710 , RORC
0.165686258,2,155,3.075403226,Path:hsa04934 Cushing syndrome,http://www.genome.jp/kegg-bin/show_pathway?hsa04934 , EGFR  BRAF
0.167742121,1,36,6.620659722,Path:hsa00500 Starch and sucrose metabolism,http://www.genome.jp/kegg-bin/show_pathway?hsa00500 , GCK
0.169246852,1,37,6.441722973,Path:hsa01250 Biosynthesis of nucleotide sugars,http://www.genome.jp/kegg-bin/show_pathway?hsa01250 , GCK
0.169246852,1,37,6.441722973,Path:hsa05143 African trypanosomiasis,http://www.genome.jp/kegg-bin/show_pathway?hsa05143 , IDO1
0.169246852,1,37,6.441722973,Path:hsa05216 Thyroid cancer,http://www.genome.jp/kegg-bin/show_pathway?hsa05216 , BRAF
0.176712948,1,39,6.111378205,Path:hsa00513 Various types of N-glycan biosynthesis,http://www.genome.jp/kegg-bin/show_pathway?hsa00513 , MGAT2
0.188137146,1,42,5.67485119,Path:hsa00380 Tryptophan metabolism,http://www.genome.jp/kegg-bin/show_pathway?hsa00380 , IDO1
