shared_gene,phenotype,concurrency_phenotype,concurrency_gene,Total_concurrency
['CD_antigen=CD205'],[],0,0,0
['Ubiquitin thioesterase 11'],[],0,0,0
['Tumor cell-derived collagenase stimulatory factor'],[],0,0,0
['GPR-9-6'],[],0,0,0
['Iron-sulfur subunit of complex II'],[],0,0,0
['YWHA1'],[],0,0,0
['CaM-KI'],[],0,0,0
['Retina-specific nuclear receptor'],[],0,0,0
['1.14.11.65'],[],0,0,0
['PR domain-containing protein 12'],[],0,0,0
['Hydroxysteroid Sulfotransferase'],[],0,0,0
['KS 1/4 antigen'],[],0,0,0
['PRNP'],"['Spastic dysarthria', 'Abnormal head movements', 'Astrocytosis', 'Poor visual behavior for age', 'Abnormal pyramidal sign', 'Stroke-like episode', 'Encephalopathy', 'Generalized hypotonia', 'Cerebellar atrophy', 'Cerebellar atrophy', 'Hemiparesis', 'Mental deterioration', 'Confusion', 'Confusion', 'Gait disturbance', 'Areflexia', 'Areflexia', 'Seizure', 'Seizure', 'Ataxia', 'Dysarthria', 'Dysarthria', 'Dysarthria', 'Dysarthria', 'Dysarthria', 'Spasticity', 'Brain imaging abnormality', 'Lower limb muscle weakness', 'Lower limb muscle weakness', 'Abnormal posturing', 'Deficit in phonologic short-term memory', 'Neuronal loss in central nervous system', 'Neuronal loss in central nervous system', 'Acroparesthesia', 'Slurred speech', 'Slurred speech', 'Urinary retention', 'Hyperreflexia', 'Specific learning disability', 'Muscle weakness', 'Tremor', 'Tremor', 'Autosomal dominant inheritance', 'Autosomal dominant inheritance', 'Autosomal dominant inheritance', 'Autosomal dominant inheritance', 'Autosomal dominant inheritance', 'Myoclonus', 'Myoclonus', 'Myoclonus', 'Myoclonus', 'Dysmetria', 'Dysmetria', 'Abnormal cerebellum morphology', 'Abnormal cerebellum morphology', 'Reduced tendon reflexes', 'Parkinsonism', 'Parkinsonism', 'Abnormal pupillary function', 'Constipation', 'Dysphagia', 'Cognitive impairment', 'Cognitive impairment', 'Cognitive impairment', 'Bradykinesia', 'Bradykinesia', 'Bradykinesia', 'Gait ataxia', 'Gait ataxia', 'Gait ataxia', 'Gait ataxia', 'Gait ataxia', 'Rigidity', 'Rigidity', 'Abnormal pyramidal tract morphology', 'Truncal ataxia', 'Chorea', 'Chorea', 'Chorea', 'Progressive cerebellar ataxia', 'Limb ataxia', 'Abnormality of extrapyramidal motor function', 'Abnormal central sensory function', 'Jaw pain', 'Babinski sign', 'Cerebral cortical atrophy', 'Ventriculomegaly', 'Abnormal basal ganglia morphology', 'Apnea', 'Apraxia', 'Neurofibrillary tangles', 'Neurofibrillary tangles', 'Gliosis', 'Gliosis', 'Vestibular nystagmus', 'Paresthesia', 'Middle age onset', 'Middle age onset', 'Adult onset', 'Adult onset', 'Insomnia', 'Insomnia', 'Hypersomnia', 'Global brain atrophy', 'Global brain atrophy', 'Mania', 'Poor fine motor coordination', 'Progressive forgetfulness', 'Attention deficit hyperactivity disorder', 'Central nervous system degeneration', 'Extrapyramidal muscular rigidity', 'Aphasia', 'Sleep abnormality', 'Sleep abnormality', 'Frequent falls', 'Hypokinesia', 'EEG abnormality', 'Memory impairment', 'Memory impairment', 'Memory impairment', 'Memory impairment', 'Rapidly progressive', 'Rapidly progressive', 'Unsteady gait', 'EEG with persistent abnormal rhythmic activity', 'Trigeminal neuralgia', 'Progressive extrapyramidal muscular rigidity', 'Incoordination', 'Incoordination', 'Clumsiness', 'Clumsiness', 'Focal T2 hyperintense basal ganglia lesion', 'Hyperactive deep tendon reflexes', 'Nystagmus', 'Nystagmus', 'Diplopia', 'Abnormality of ocular smooth pursuit', 'Fever', 'Supranuclear gaze palsy', 'Supranuclear gaze palsy', 'Akinetic mutism', 'Jerky head movements', 'Involuntary movements', 'Diffuse spongiform leukoencephalopathy', 'Abnormal shoulder morphology', 'Basal ganglia gliosis', 'Personality changes', 'Personality changes', 'Personality changes', 'Personality changes', 'Personality changes', 'Hallucinations', 'Hallucinations', 'Irritability', 'Irritability', 'Anxiety', 'Anxiety', 'Anxiety', 'Anxiety', 'Short attention span', 'Delayed speech and language development', 'Delusion', 'Delusion', 'Delusion', 'Delusion', 'Apathy', 'Apathy', 'Depression', 'Depression', 'Depression', 'Depression', 'Depression', 'Depression', 'Aggressive behavior', 'Aggressive behavior', 'Aggressive behavior', 'Emotional lability', 'Emotional lability', 'Emotional lability', 'Restlessness', 'Restlessness', 'Hyperorality', 'Dementia', 'Dementia', 'Dementia', 'Dementia', 'Dementia', 'Dementia', 'Dementia', 'Dementia', 'Psychosis', 'Atypical behavior', 'Atypical behavior', 'Abdominal symptom', 'Young adult onset', 'Abnormality of mental function', 'Simultanapraxia', 'Limb myoclonus', 'Senile plaques', 'Jerky ocular pursuit movements', 'Hyperhidrosis', 'Amyloidosis of peripheral nerves', 'Mask-like facies', 'Impaired smooth pursuit', 'Spastic hemiparesis', 'Increased CSF protein concentration', 'Increased CSF protein concentration', 'Abnormal autonomic nervous system physiology', 'Abnormal autonomic nervous system physiology', 'Loss of facial expression', 'Loss of facial expression', 'Abnormality of eye movement', 'Perseverative thought', 'Perseverative thought', 'Late young adult onset', 'Cerebral cortex with spongiform changes', 'Cerebral cortex with spongiform changes', 'Slow saccadic eye movements', 'Weight loss', 'Weight loss', 'Weight loss', 'Visual impairment', 'Abnormality of vision', 'Abnormal saccadic eye movements', 'Dysesthesia']",64,0,64
['Kallikrein-11 inactive chain 1'],[],0,0,0
['NR3'],[],0,0,0
['TCF16'],[],0,0,0
['Mammalian STE20-like protein kinase 3 N-terminal'],[],0,0,0
['ML-IAP'],[],0,0,0
['IL-2-RA'],[],0,0,0
['Regulatory cofactor of Na(+)/H(+) exchanger'],[],0,0,0
['Transcription factor E2F3'],[],0,0,0
['UBLE1A'],[],0,0,0
['Heparin-binding growth factor 2'],[],0,0,0
"['Complex I intermediate-associated protein 30, mitochondrial']",[],0,0,0
['PRKE1'],[],0,0,0
['CKI-gamma 3'],[],0,0,0
['C19-steroid-specific UDP-glucuronosyltransferase'],[],0,0,0
['Myeloid/lymphoid or mixed-lineage leukemia protein 2'],[],0,0,0
['LPAR6'],"['Comedo', 'Autosomal recessive inheritance', 'Abnormality of the dentition', 'Congenital onset', 'Woolly hair', 'Woolly hair', 'Slow-growing hair', 'Sparse axillary hair', 'Sparse body hair', 'Sparse body hair', 'Fine hair', 'Sparse scalp hair', 'Sparse scalp hair', 'Coarse hair', 'Abnormality of hair texture', 'Fair hair', 'Brittle hair', 'Hypopigmentation of hair', 'Abnormal pupil morphology', 'Dry hair', 'Sparse eyelashes', 'Sparse eyelashes', 'Sparse eyebrow', 'Sparse eyebrow', 'Hyperhidrosis', 'Abnormal sweat gland morphology', 'Sparse hair', 'Sparse hair', 'Alopecia', 'Sparse lateral eyebrow', 'Strabismus', 'Abnormal retinal morphology', 'Cataract', 'Ridged nail', 'Nail pits']",2,0,2
['Protein deglutamylase CCP1'],[],0,0,0
['Inosine phosphorylase'],[],0,0,0
['MANB'],[],0,0,0
['sIL11RA'],[],0,0,0
['ABCB1'],['Inflammation of the large intestine'],0,0,0
['P-PST 2'],[],0,0,0
['DNA mismatch repair protein Msh2'],[],0,0,0
['Heparanase-1'],[],0,0,0
['INCENP'],[],0,0,0
['Pyruvate kinase 2/3'],[],0,0,0
['Prostaglandin E2 receptor EP1 subtype'],[],0,0,0
['Elongation of very long chain fatty acids protein 5'],[],0,0,0
['Polymeric immunoglobulin receptor'],[],0,0,0
['XPF'],[],0,0,0
['DDX1'],[],0,0,0
['KIAA0414'],[],0,0,0
['Ubiquitin-like modifier-activating enzyme 7'],[],0,0,0
['BGnT-3'],[],0,0,0
['TAF1A'],"['Left ventricular systolic dysfunction', 'Lipoatrophy', 'EMG abnormality', 'Orthopnea', 'Myopathy', 'Edema', 'Arrhythmia', 'Exertional dyspnea', 'Fatigue', 'Dilated cardiomyopathy', 'Congestive heart failure', 'Thromboembolic stroke', 'Sensorineural hearing impairment']",0,0,0
['Synonyms=IFI1'],[],0,0,0
['CAP20'],[],0,0,0
['NLT'],[],0,0,0
['CD_antigen=CD122'],[],0,0,0
['DF3'],[],0,0,0
['Synonyms=C1orf30'],[],0,0,0
['V-ATPase subunit S1'],[],0,0,0
['Cysteine transaminase CISD1'],[],0,0,0
['BA2R'],[],0,0,0
['Anion transporter/exchanger protein 9'],[],0,0,0
['CYP26A1'],[],0,0,0
['ABP32'],[],0,0,0
['CD_antigen=CD191'],[],0,0,0
['FGF-7'],[],0,0,0
['PKR1'],[],0,0,0
['OXR1'],"['Seizure', 'Hypotonia', 'Ataxia', 'Intellectual disability', 'Global developmental delay', 'Autosomal recessive inheritance', 'Tremor', 'Scoliosis', 'Cerebellar hypoplasia', 'Nystagmus', 'Delayed speech and language development']",10,0,10
['H4/I'],[],0,0,0
['KIF27'],[],0,0,0
['LPS-stimulated RAW 264.7 macrophage protein 47 homolog'],[],0,0,0
['KIAA0101'],[],0,0,0
"[""Adenosine 5'-monophosphoramidase FHIT""]",[],0,0,0
['Guanylate kinase 1'],[],0,0,0
['MTK1'],[],0,0,0
['Maxi K channel subunit beta-4'],[],0,0,0
['MYST-2'],[],0,0,0
['Renal carcinoma antigen NY-REN-19'],[],0,0,0
['Neurofibrillary tangle protein'],[],0,0,0
['MAT'],[],0,0,0
['Sterol regulatory element-binding protein 1'],[],0,0,0
['Janus kinase 1'],[],0,0,0
['KIAA0733'],[],0,0,0
['LIMK1'],"['Adducted thumb', 'Retinal arteriolar tortuosity', 'Increased nuchal translucency', 'Stroke', 'Renovascular hypertension', 'Gait disturbance', 'Hypotonia', 'Ataxia', 'Intellectual disability', 'Dysarthria', 'Spasticity', 'Abnormal fingernail morphology', 'Tracheoesophageal fistula', 'Hypoplasia of penis', 'Atrophy/Degeneration involving the corticospinal tracts', 'Urethral stenosis', 'Renal hypoplasia', 'Renal insufficiency', 'Proteinuria', 'Vesicoureteral reflux', 'Renal duplication', 'Hypogonadotropic hypogonadism', 'Joint stiffness', 'Joint hypermobility', 'Inguinal hernia', 'Bladder diverticulum', 'Abnormality of the bladder', 'Hyperreflexia', 'Nystagmus-induced head nodding', 'Functional abnormality of male internal genitalia', 'Cryptorchidism', 'Prematurely aged appearance', 'Abnormal dermatoglyphics', 'Recurrent urinary tract infections', 'Tremor', 'Dysmetria', 'Cerebral ischemia', 'Scoliosis', 'Abnormal pelvic girdle bone morphology', 'Overriding aorta', 'Thick lower lip vermilion', 'Macroglossia', 'Wide mouth', 'Polycystic ovaries', 'Nephrocalcinosis', 'Pelvic kidney', 'Delayed skeletal maturation', 'Malabsorption', 'Gastroesophageal reflux', 'Constipation', 'Nausea and vomiting', 'Rectal prolapse', 'Abdominal pain', 'Abnormal form of the vertebral bodies', 'Hyperlordosis', 'Type II diabetes mellitus', 'Periorbital edema', 'Arterial stenosis', 'Abnormality of extrapyramidal motor function', 'Gait imbalance', 'Hypercalciuria', 'Cerebral cortical atrophy', 'Vertebral segmentation defect', 'Phonophobia', 'Abnormality of speech or vocalization', 'Dysgraphia', 'Colonic diverticula', 'Recurrent respiratory infections', 'Insomnia', 'Abnormality of the diencephalon', 'Hypoplasia of the zygomatic bone', 'Attention deficit hyperactivity disorder', 'Nevus flammeus', 'Developmental regression', 'Down-sloping shoulders', 'Abnormal cerebral vascular morphology', 'Open bite', 'Death in early adulthood', 'Cholelithiasis', 'High hypermetropia', 'Hyperacusis', 'Chiari malformation', 'Peripheral pulmonary artery stenosis', 'Clinodactyly of the 5th finger', 'Abnormal gastric mucosa morphology', 'Multiple renal cysts', 'Abnormal tubulointerstitial morphology', 'Blue irides', 'Lacrimation abnormality', 'Posterior embryotoxon', 'Abnormal dental enamel morphology', 'Microdontia', 'Dental malocclusion', 'Carious teeth', 'Abnormal nervous system morphology', 'Hypodontia', 'Short stature', 'Abnormal endocardium morphology', 'Involuntary movements', 'Hypercalcemia', 'Supravalvular aortic stenosis', 'Peptic ulcer', 'Abnormality of the ankle', 'Overfriendliness', 'Pectus excavatum', 'Anxiety', 'Depression', 'Autism', 'Compulsive behaviors', 'Nephrolithiasis', 'Abnormal circulating lipid concentration', 'Elfin facies', 'Myopathy', 'Short nose', 'Precocious puberty', 'Hypertension', 'Hypothyroidism', 'Elevated circulating creatine kinase concentration', 'Spina bifida occulta', 'Sacral dimple', 'Osteoporosis', 'Osteopenia', 'Synostosis of joints', 'Aplasia/Hypoplasia of the iris', 'Flat cornea', 'Epicanthus', 'Coarse facial features', 'Narrow face', 'Aortic arch aneurysm', 'Arthralgia', 'Kyphosis', 'Microcephaly', 'Redundant skin', 'Gingival overgrowth', 'Everted lower lip vermilion', 'Failure to thrive in infancy', 'Genu valgum', 'Umbilical hernia', 'Obesity', 'Chronic otitis media', 'Hoarse voice', 'Abnormality of the voice', 'Dysphonia', 'Abnormal dental morphology', 'Low-set, posteriorly rotated ears', 'Abnormal cardiac septum morphology', 'Long philtrum', 'Increased bone mineral density', 'Broad forehead', 'Patellar dislocation', 'High forehead', 'Micrognathia', 'Bicuspid aortic valve', 'Patent ductus arteriosus', 'Pulmonic stenosis', 'Sudden cardiac death', 'Radioulnar synostosis', 'Myocardial infarction', 'Mitral regurgitation', 'Ventricular septal defect', 'Abnormality of the cardiovascular system', 'Cardiomegaly', 'Hypertrophic cardiomyopathy', 'Tetralogy of Fallot', 'Congestive heart failure', 'Pointed chin', 'Atrial septal defect', 'Mitral valve prolapse', 'Corneal opacity', 'Abnormal carotid artery morphology', 'Sensorineural hearing impairment', 'Macrotia', 'Strabismus', 'Megalocornea', 'Abnormality of the neck', 'Abnormal social behavior', 'Pes planus', 'Protruding ear', 'Wide nasal bridge', 'Cataract', 'Hallux valgus', 'Visual impairment', 'Glaucoma', 'Hypoplastic toenails', 'Blepharophimosis', 'Myopia']",20,0,20
['MTS-1'],[],0,0,0
['Transient receptor potential cation channel subfamily M member 2'],[],0,0,0
['GPR144'],[],0,0,0
['Fatty acid CoA ligase Acsl3'],[],0,0,0
['Serine/threonine-protein kinase 15'],[],0,0,0
"['Inositol 1,4,5-trisphosphate receptor type 3']",[],0,0,0
['p101-PI3K'],[],0,0,0
['Transcription factor 13'],[],0,0,0
['PHF18'],[],0,0,0
['ND1'],[],0,0,0
['Cullin-4A'],[],0,0,0
['eIF-2A protein kinase 2'],[],0,0,0
['DNMBP'],"['Pendular nystagmus', 'Autosomal recessive inheritance', 'Reduced visual acuity', 'Congenital onset', 'Amblyopia', 'Miosis', 'Cataract', 'Exotropia']",0,0,0
['1.2.1.5'],[],0,0,0
['High affinity interleukin-8 receptor B'],[],0,0,0
['SGK085'],[],0,0,0
['NSUN5'],[],0,0,0
['ATP6V1B2'],"['Brachydactyly', 'Abnormal finger morphology', 'Poor speech', 'Bilateral sensorineural hearing impairment', 'Severe sensorineural hearing impairment', 'Triphalangeal thumb', 'Triphalangeal thumb', 'Triphalangeal thumb', 'Thickened ears', 'Short distal phalanx of finger', 'Generalized hypotonia', 'Seizure', 'Seizure', 'Hypotonia', 'Intellectual disability', 'Intellectual disability', 'Intellectual disability', 'Intellectual disability', 'Hyporeflexia', 'Global developmental delay', 'Global developmental delay', 'Abnormal fingernail morphology', 'Generalized hyperpigmentation', 'Ambiguous genitalia', 'Abnormality of the urinary system', 'Joint hypermobility', 'Hidrotic ectodermal dysplasia', 'Deep palmar crease', 'Autosomal dominant inheritance', 'Autosomal dominant inheritance', 'Myoclonus', 'Dandy-Walker malformation', 'Broad alveolar ridges', 'Narrow palate', 'Thick lower lip vermilion', 'Open mouth', 'Bifid uvula', 'Abnormality of the dentition', 'Abnormality of the dentition', 'Macroglossia', 'Macroglossia', 'Bilateral ptosis', 'Cleft palate', 'Cleft palate', 'Gingival fibromatosis', 'Wide mouth', 'Infantile muscular hypotonia', 'Infantile muscular hypotonia', 'Malalignment of the great toenail', 'Nephrocalcinosis', 'Hydronephrosis', 'Downturned corners of mouth', 'Gastroesophageal reflux', 'Poor suck', 'Deep philtrum', 'Frontal bossing', 'Lumbar scoliosis', 'Respiratory distress', 'Bilateral tonic-clonic seizure', 'Equinovarus deformity', 'Sirenomelia', 'Arrhinencephaly', 'Polymicrogyria', 'Adrenal hyperplasia', 'Large fleshy ears', 'Infantile onset', 'Congenital onset', 'Hepatomegaly', 'Facial hypertrichosis', 'Absent fifth fingernail', 'Absent fifth fingernail', 'Small, conical teeth', 'Nail dystrophy', 'Toenail dysplasia', 'Feeding difficulties', 'Aspiration pneumonia', 'Aplasia/Hypoplasia of the nails', 'Abnormal toenail morphology', 'Aplasia cutis congenita', 'Focal impaired awareness seizure', 'Hirsutism', 'EEG abnormality', 'Peripheral neuropathy', 'Short thumb', 'Clinodactyly of the 5th finger', 'Optic atrophy', 'Delayed eruption of permanent teeth', 'Conical tooth', 'Macrodontia of permanent maxillary central incisor', 'Oligodontia', 'Anterior plagiocephaly', 'Widely spaced teeth', 'Hypodontia', 'Abnormal facial shape', 'Synophrys', 'Short stature', 'Congenital nystagmus', 'Abnormal cardiovascular system morphology', 'Abnormal cardiovascular system morphology', 'Anterior open-bite malocclusion', 'Abnormal placental membrane morphology', 'Cutaneous syndactyly', 'Autistic behavior', 'Absent middle phalanx of 5th finger', 'Sagittal craniosynostosis', 'Bilateral triphalangeal thumbs', '11 pairs of ribs', 'Congenital hypothyroidism', 'Wide nasal base', 'Abnormal external genitalia', 'Short 5th finger', 'Generalized hypertrichosis', 'Spina bifida occulta', 'Hypertrichosis', 'Soft skin', 'Aplasia/Hypoplasia of the phalanges of the 2nd toe', 'Epicanthus', 'Coarse facial features', 'Coarse facial features', 'Low anterior hairline', 'Selective tooth agenesis', 'Dolichocephaly', 'Prominent occiput', 'Kyphosis', 'Overtubulated long bones', 'Microcephaly', 'Brachycephaly', 'Thin upper lip vermilion', 'High palate', 'High palate', 'Gingival overgrowth', 'Gingival overgrowth', 'Polyhydramnios', 'Short lingual frenulum', 'Growth delay', 'Supernumerary tooth', 'Hemivertebrae', 'Small cerebellar cortex', 'Low-set ears', 'Long philtrum', ""Widow's peak"", 'High forehead', 'High forehead', 'Micrognathia', 'Hypertelorism', 'Hypertelorism', 'Capillary hemangioma', 'Prominent nasal septum', 'Sensorineural hearing impairment', 'Sensorineural hearing impairment', 'Sensorineural hearing impairment', 'Double outlet right ventricle', 'Strabismus', 'Thick vermilion border', 'Downslanted palpebral fissures', 'Small nail', 'Anteverted nares', 'Broad nasal tip', 'Bifid nasal tip', 'Thickened nuchal skin fold', 'Short neck', 'Short neck', 'Anonychia', 'Toe syndactyly', 'Pes planus', 'Pes planus', 'Abnormal toe morphology', 'Wide nose', 'Increased urine alpha-ketoglutarate concentration', 'Bulbous nose', 'Bulbous nose', 'Atresia of the external auditory canal', 'Splenomegaly', 'Wide nasal bridge', 'Underdeveloped nasal alae', 'Pes cavus', 'Cataract', 'Cataract', 'Long eyelashes', 'Long eyelashes', 'Hallux valgus', 'Telecanthus', 'Hypoplastic fingernail', 'Hypoplastic toenails', 'Absent toenail', 'Absent toenail', 'Absent fingernail', 'Absent fingernail', 'Absent fingernail', 'Absent thumbnail', 'Absent thumbnail', 'Thrombocytosis', 'Thick eyebrow', 'Thick eyebrow', 'Deep plantar creases', 'Myopia']",37,0,37
['Vasoactive intestinal peptide'],[],0,0,0
['Phosphoglycerate mutase family member 5'],[],0,0,0
['Interleukin-18 receptor beta'],[],0,0,0
['NEP2(s)'],[],0,0,0
['Synonyms=FAM62A'],[],0,0,0
['Deubiquitinase OTUD6B'],[],0,0,0
['Dentin matrix protein 4'],[],0,0,0
['CI-KFYI'],[],0,0,0
['Prolactin-releasing peptide PrRP20'],[],0,0,0
['NADH6'],[],0,0,0
['Short transient receptor potential channel 6'],[],0,0,0
['CC-CKR-3'],[],0,0,0
['Cullin-4B'],[],0,0,0
['LH2'],[],0,0,0
['ADIPOR2'],[],0,0,0
['Renal-type arginine vasopressin receptor'],[],0,0,0
['Colon krueppel-like factor'],[],0,0,0
['Solute carrier family 5 member 4'],[],0,0,0
['Nuclear factor NF-kappa-B p105 subunit'],[],0,0,0
['Calcium/calmodulin-dependent protein kinase type 1D'],[],0,0,0
['hSMG-1'],[],0,0,0
['CKR-L2'],[],0,0,0
['GAGED2'],[],0,0,0
['PtdIns(4)P-5-kinase 1 beta'],[],0,0,0
['Gastric lipase'],[],0,0,0
['3-beta-hydroxy-5-ene steroid dehydrogenase'],[],0,0,0
['SYND1'],[],0,0,0
['Cellular retinoic acid-binding protein 2'],[],0,0,0
['CD_antigen=CD123'],[],0,0,0
['Pokemon'],[],0,0,0
['Calpain-2 large subunit'],[],0,0,0
['High affinity choline transporter 1'],[],0,0,0
['TNFRSF8'],[],0,0,0
['AOS1'],[],0,0,0
['Synonyms=NSUN5A'],[],0,0,0
['CMKOR1'],[],0,0,0
['Tripartite motif-containing protein 33'],[],0,0,0
['hBVMO1'],[],0,0,0
['ATP-binding cassette sub-family B member 11'],[],0,0,0
['Synonyms=IRE2'],[],0,0,0
['PRDM13'],"['Generalized hypotonia', 'Hypertonia', 'Motor delay', 'Motor delay', 'Seizure', 'Seizure', 'Hypotonia', 'Intellectual disability', 'Hyporeflexia', 'Hyporeflexia', 'Global developmental delay', 'Global developmental delay', 'Spastic tetraplegia', 'Limb hypertonia', 'Hypogonadotropic hypogonadism', 'Micropenis', 'Hyperreflexia', 'Cryptorchidism', 'Autosomal recessive inheritance', 'Autosomal recessive inheritance', 'Dysmetria', 'Cerebellar vermis hypoplasia', 'Scoliosis', 'Cerebellar hypoplasia', 'Axial hypotonia', 'Hypoplasia of the pons', 'Gastroesophageal reflux', 'Dysphagia', 'Respiratory insufficiency', 'Gait ataxia', 'Dysdiadochokinesis', 'Broad-based gait', 'Paroxysmal dystonia', 'Infantile onset', 'Congenital onset', 'Hypoplasia of the brainstem', 'Nystagmus', 'Nystagmus', 'Cerebellar hemisphere hypoplasia', 'Delayed puberty', 'Epicanthus', 'Epicanthus', 'Low anterior hairline', 'Kyphosis', 'Polyhydramnios', 'Intrauterine growth retardation', 'Intrauterine growth retardation', 'Secundum atrial septal defect', 'Hypertelorism', 'Patent ductus arteriosus', 'Ventricular septal defect', 'Microretrognathia', 'Strabismus', 'Decreased circulating luteinizing hormone level', 'Decreased circulating follicle stimulating hormone concentration', 'Upslanted palpebral fissure']",7,0,7
['Organic anion transporter polypeptide-related protein 5'],[],0,0,0
['Autophagin-1'],[],0,0,0
['PCPH'],[],0,0,0
['U5 snRNP-specific 200 kDa protein'],[],0,0,0
['LACS'],[],0,0,0
['Bile acid glucosyl transferase GBA2'],[],0,0,0
['SLC6A6'],"['Left ventricular systolic dysfunction', 'Hypotaurinemia', 'Macular atrophy', 'Autosomal dominant inheritance', 'Infantile onset', 'Congenital onset', 'Peripheral retinal atrophy', 'High hypermetropia', 'Nystagmus', 'Photoreceptor layer loss on macular OCT', 'Attenuation of retinal blood vessels', 'Retinal pigment epithelial mottling', 'Dilated cardiomyopathy', 'Mitral valve prolapse', 'Retinal thinning', 'Peripheral visual field loss']",4,0,4
['1.14.11.n4'],[],0,0,0
['MJDL'],[],0,0,0
['Class D basic helix-loop-helix protein 2'],[],0,0,0
['TATA box-binding protein-associated factor 1A'],[],0,0,0
['L-CA'],[],0,0,0
['PDL1'],[],0,0,0
['Angiotensin 1-10'],[],0,0,0
['CALS-21'],[],0,0,0
['CX3C chemokine receptor 1'],[],0,0,0
['Baculoviral IAP repeat-containing protein 4'],[],0,0,0
['Max-like protein X'],[],0,0,0
['S1P receptor Edg-8'],[],0,0,0
['MSP'],[],0,0,0
['CaM kinase II subunit delta'],[],0,0,0
['Minor histocompatibility antigen H13'],[],0,0,0
['Nijmegen breakage syndrome protein 1'],[],0,0,0
['L-tyrosine:2-oxoglutarate aminotransferase'],[],0,0,0
['PTPN8'],[],0,0,0
['VAMP-2'],[],0,0,0
['CYP1B1'],"['Optic neuropathy', 'Retinal arterial occlusion', 'Thinning of Descemet membrane', 'Autosomal recessive inheritance', 'Autosomal recessive inheritance', 'Autosomal recessive inheritance', 'Open angle glaucoma', 'Infantile onset', 'Nevus flammeus', 'Developmental glaucoma', 'Developmental glaucoma', 'Nystagmus', 'Central scotoma', 'Peters anomaly', 'Retinal vein occlusion', 'Central opacification of the cornea', 'Abnormal Descemet membrane morphology', 'Corneal neovascularization', 'Posterior synechiae of the anterior chamber', 'Anterior synechiae of the anterior chamber', 'Increased cup-to-disc ratio', 'Primary congenital glaucoma', 'Late onset congenital glaucoma', 'Opacification of the corneal stroma', 'Glaucomatous visual field defect', 'High myopia', 'Corneal opacity', 'Ocular hypertension', 'Ocular hypertension', 'Peripheral visual field loss', 'Strabismus', 'Abnormality iris morphology', 'Subcapsular cataract', 'Visual impairment', 'Glaucoma', 'Abnormal anterior chamber morphology', 'Abnormal optic nerve morphology', 'Buphthalmos', 'Visual loss', 'Retinal detachment', 'Temporal optic disc pallor']",2,0,2
['ATP/GTP-binding protein 1'],[],0,0,0
['F3'],[],0,0,0
['DHODH'],"['Syndactyly', 'Microtia', 'Supernumerary nipple', 'Supernumerary nipple', 'Finger syndactyly', 'Abnormality of the kidney', 'Congenital hip dislocation', 'Micropenis', 'Cryptorchidism', 'Postnatal growth retardation', 'Abnormal dermatoglyphics', 'Autosomal recessive inheritance', 'Cleft palate', 'Cleft palate', 'Ectropion of lower eyelids', 'Pyloric stenosis', 'Camptodactyly of finger', 'Short thumb', 'Eyelid coloboma', 'Eyelid coloboma', 'Conical tooth', 'Ectropion', 'Abnormal cardiovascular system morphology', 'Hypoplasia of the ulna', 'Hypoplasia of the ulna', 'Pectus excavatum', 'Non-midline cleft of the upper lip', 'Malar flattening', 'Malar flattening', 'Cleft upper lip', 'Growth delay', 'Cupped ear', 'Cupped ear', 'Midgut malrotation', 'Supernumerary vertebrae', 'Abnormality of the middle ear', 'Low-set ears', 'Low-set, posteriorly rotated ears', 'Micrognathia', 'Micrognathia', 'Radioulnar synostosis', 'Hypoplasia of the radius', 'Hypoplasia of the radius', 'Conductive hearing impairment', 'Conductive hearing impairment', 'Strabismus', 'Downslanted palpebral fissures', 'Downslanted palpebral fissures', 'Choanal atresia', 'Abnormal foot morphology']",2,0,2
['Neural apoptosis-regulated convertase 1'],[],0,0,0
['Autosomal dominant polycystic kidney disease type II protein'],[],0,0,0
['P2Y14'],[],0,0,0
['Protein kinase lysine-deficient 3'],[],0,0,0
"[""Complement C3c alpha' chain fragment 1""]",[],0,0,0
['Cold shock domain-containing protein E1'],[],0,0,0
['IRAK-1'],[],0,0,0
['PGD2 synthase'],[],0,0,0
['Nuclear receptor subfamily 2 group B member 2'],[],0,0,0
['CRP2'],[],0,0,0
['FGF-23'],[],0,0,0
['Mitogen-activated protein kinase kinase kinase MLT'],[],0,0,0
['PPIase FKBP2'],[],0,0,0
['Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 4'],[],0,0,0
['VILIP-3'],[],0,0,0
['PDE1B'],[],0,0,0
['Kinase suppressor of Ras 1'],[],0,0,0
['Collagen alpha-1(XXVIII) chain'],[],0,0,0
['Small C-terminal domain phosphatase 1'],[],0,0,0
['Complement C1r subcomponent'],[],0,0,0
['MEKK'],[],0,0,0
['Apoptotic protease-activating factor 1'],[],0,0,0
['TNK1'],[],0,0,0
['CHKB'],"['Poor speech', 'Generalized hypotonia', 'Motor delay', 'Seizure', 'Intellectual disability', 'Mitochondrial hypertrophy', 'Waddling gait', 'Muscle weakness', 'Autosomal recessive inheritance', 'Gowers sign', 'Infantile onset', 'Muscular dystrophy', 'Facial palsy', 'Slowly progressive', 'Delayed speech and language development', 'Myopathy', 'Elevated circulating creatine kinase concentration', 'Ichthyosis', 'Increased endomysial connective tissue', 'Microcephaly', 'Dilated cardiomyopathy']",2,0,2
['Soluble interleukin-15 receptor subunit alpha'],[],0,0,0
