shared_gene,phenotype,concurrency_phenotype,concurrency_gene,Total_concurrency
['DVL1'],"['Brachydactyly', 'Brachydactyly', 'Brachydactyly', 'Partial duplication of thumb phalanx', 'Duplication of the distal phalanx of hand', 'Short distal phalanx of finger', 'Intellectual disability', 'Intellectual disability', 'Global developmental delay', 'Global developmental delay', 'Finger syndactyly', 'Hypoplasia of penis', 'Partial duplication of the phalanx of hand', 'Hypoplastic labia minora', 'Clitoral hypoplasia', 'Clitoral hypoplasia', 'Hypoplastic labia majora', 'Hypoplastic labia majora', 'Renal duplication', 'Abnormal penis morphology', 'Epispadias', 'Micropenis', 'Micropenis', 'Hip dysplasia', 'Hypospadias', 'Inguinal hernia', 'Inguinal hernia', 'Thickened calvaria', 'Cryptorchidism', 'Cryptorchidism', 'Cryptorchidism', 'Specific learning disability', 'Coxa valga', 'Autosomal dominant inheritance', 'Autosomal dominant inheritance', 'Scoliosis', 'Narrow palate', 'Rhizomelia', 'Cleft soft palate', 'Abnormality of the dentition', 'Macroglossia', 'Cleft palate', 'Abnormality of the gingiva', 'Wide mouth', 'Curly eyelashes', 'Persistence of primary teeth', 'High, narrow palate', 'Hydronephrosis', 'Kyphoscoliosis', 'Delayed skeletal maturation', 'Downturned corners of mouth', 'Downturned corners of mouth', 'Frontal bossing', 'Frontal bossing', 'Frontal bossing', 'Abnormal form of the vertebral bodies', 'Midface retrusion', 'Midface retrusion', 'Midface retrusion', 'Femoral hernia', 'Radial deviation of finger', 'Nail dysplasia', 'Camptodactyly of finger', 'Congenital onset', 'Congenital onset', 'Ridged fingernail', 'Fingernail dysplasia', 'Severe short stature', 'Nevus flammeus', 'Median cleft lip and palate', 'Open bite', 'Small hand', 'Naevus flammeus of the eyelid', 'Clinodactyly of the 5th finger', 'Short palm', 'Short palm', 'Short middle phalanx of the 5th finger', 'Long palpebral fissure', 'Long palpebral fissure', 'Delayed eruption of teeth', 'Dental crowding', 'Dental crowding', 'Anodontia', 'Oligodontia', 'Oligodontia', 'Dental malocclusion', 'Broad thumb', 'Broad thumb', 'Hypodontia', 'Short stature', 'Short stature', 'Short stature', 'Dislocated radial head', 'Elbow dislocation', 'Short long bone', 'Mesomelia', 'Mesomelia', 'Pectus excavatum', 'Pectus excavatum', 'Pectus carinatum', 'Avascular necrosis of the capital femoral epiphysis', 'Euryblepharon', 'Short nose', 'Short nose', 'Short nose', 'Bifid tongue', 'Bifid tongue', 'Short hard palate', 'Onychogryposis of fingernail', 'Limited elbow extension and supination', 'Sacral dimple', 'Sacral dimple', 'Sacral dimple', 'Epicanthus', 'Epicanthus', 'Retrognathia', 'Retrognathia', 'Alopecia', 'Wide anterior fontanel', 'Macrocephaly', 'Macrocephaly', 'Macrocephaly', 'Malar flattening', 'Coxa vara', 'Hip dislocation', 'Clinodactyly', 'Clinodactyly', 'Thin upper lip vermilion', 'Thin upper lip vermilion', 'High palate', 'Gingival overgrowth', 'Gingival overgrowth', 'Gingival overgrowth', 'Short lingual frenulum', 'Umbilical hernia', 'Umbilical hernia', 'Umbilical hernia', 'Triangular mouth', 'Triangular mouth', 'Orofacial cleft', 'Supernumerary tooth', 'Camptodactyly', 'Flat face', 'Hemivertebrae', 'Hearing impairment', 'Hearing impairment', 'Posteriorly rotated ears', 'Posteriorly rotated ears', 'Low-set ears', 'Low-set ears', 'Long philtrum', 'Long philtrum', 'Long philtrum', 'High forehead', 'Micrognathia', 'Micrognathia', 'Micrognathia', 'Micromelia', 'Hypertelorism', 'Hypertelorism', 'Hypertelorism', 'Short philtrum', 'Capillary hemangioma', 'Sensorineural hearing impairment', 'Conductive hearing impairment', 'Right ventricular outlet tract obstruction', 'Depressed nasal bridge', 'Depressed nasal bridge', 'Depressed nasal bridge', 'Strabismus', 'Downslanted palpebral fissures', 'Downslanted palpebral fissures', 'Anteverted nares', 'Anteverted nares', 'Anteverted nares', 'Short neck', 'Short neck', 'Wide nose', 'Mixed hearing impairment', 'Wide nasal bridge', 'Wide nasal bridge', 'Calvarial osteosclerosis', 'Long eyelashes', 'Long eyelashes', 'Proptosis', 'Proptosis', 'Proptosis', 'Bifid distal phalanx of toe', 'Broad toe', 'Ptosis', 'Upslanted palpebral fissure', 'Upslanted palpebral fissure', 'Upslanted palpebral fissure', 'Blue sclerae', 'Prominent forehead']",8,0,8
['Sodium/phosphate cotransporter 1'],[],0,0,0
['TGF-beta-activated kinase 1 and MAP3K7-binding protein 2'],[],0,0,0
['F-box/LRR-repeat protein 19'],[],0,0,0
['Cytosolic thyroid hormone-binding protein'],[],0,0,0
['Coiled-coil domain-containing protein 6'],[],0,0,0
['COL18A1'],"['Lens subluxation', 'Macular hypoplasia', 'Occipital meningocele', 'Visual field defect', 'Persistent pupillary membrane', 'Cerebellar atrophy', 'Seizure', 'Seizure', 'Ataxia', 'Intellectual disability', 'Global developmental delay', 'Duplicated collecting system', 'Vesicoureteral reflux', 'Renal duplication', 'Joint hypermobility', 'Joint hypermobility', 'Calvarial skull defect', 'Absent septum pellucidum', 'Autosomal recessive inheritance', 'Autosomal dominant inheritance', 'Peripapillary atrophy', 'Angle closure glaucoma', 'Hydronephrosis', 'Pyloric stenosis', 'Pyloric stenosis', 'Midface retrusion', 'Midface retrusion', 'Occipital encephalocele', 'Occipital encephalocele', 'Cerebral atrophy', 'Ventriculomegaly', 'Polymicrogyria', 'Congenital onset', 'Lymphangioma', 'Alopecia of scalp', 'Ectopia lentis', 'Gaze-evoked nystagmus', 'Nystagmus', 'Nystagmus', 'Macular degeneration', 'Phthisis bulbi', 'Horizontal nystagmus', 'Abnormal vitreous humor morphology', 'Cortical cataract', 'Anterior synechiae of the anterior chamber', 'Increased cup-to-disc ratio', 'Childhood onset', 'Iris transillumination defect', 'Spina bifida occulta', 'Epicanthus', 'Epicanthus', 'Abnormal hair morphology', 'Narrow face', 'Vitreoretinopathy', 'Vitreoretinopathy', 'Hydrocephalus', 'Microcephaly', 'Bifid ureter', 'Bifid ureter', 'Attenuation of retinal blood vessels', 'High myopia', 'Narrow forehead', 'Dextrocardia', 'Myoclonic seizure', 'Patent ductus arteriosus', 'Patent ductus arteriosus', 'Ocular hypertension', 'Depressed nasal bridge', 'Depressed nasal bridge', 'Strabismus', 'Slow pupillary light response', 'Bulbous nose', 'Cataract', 'Developmental cataract', 'Progressive visual loss', 'Telecanthus', 'Visual impairment', 'Glaucoma', 'Band keratopathy', 'Horizontal eyebrow', 'Prominent forehead', 'Visual loss', 'Retinal detachment', 'Retinal detachment', 'Chorioretinal atrophy', 'Optic disc pallor', 'Myopia']",11,0,11
['FABPL'],[],0,0,0
['TCRA'],[],0,0,0
['MtRPOL'],[],0,0,0
['Solute carrier family 16 member 3'],[],0,0,0
['STK32A'],[],0,0,0
['Gap junction beta-2 protein'],[],0,0,0
['3.4.14.2'],[],0,0,0
['CCR-8'],[],0,0,0
['QPCTL'],[],0,0,0
['Peptidylglycine alpha-hydroxylating monooxygenase'],[],0,0,0
['Activator of multicatalytic protease subunit 3'],[],0,0,0
['PR domain-containing protein 1'],[],0,0,0
['Importin subunit beta-3'],[],0,0,0
['G-protein coupled receptor GPCR19'],[],0,0,0
['PD-L1'],[],0,0,0
['Synonyms=KIAA0105'],[],0,0,0
['HMT2'],[],0,0,0
['Protein Gx'],[],0,0,0
['GPIb-alpha'],[],0,0,0
['IR1'],[],0,0,0
['CHEK2'],"['Visual field defect', 'Retinoblastoma', 'Abnormal pyramidal sign', 'Hypertonia', 'Gait disturbance', 'Benign neoplasm of the central nervous system', 'Seizure', 'Hypotonia', 'Dysarthria', 'Neoplasm of the gastrointestinal tract', 'Increased intracranial pressure', 'Flexion contracture', 'Joint swelling', 'Neoplasm', 'Basal cell carcinoma', 'Osteosarcoma', 'Osteosarcoma', 'Lymphoma', 'Autosomal dominant inheritance', 'Autosomal dominant inheritance', 'Hodgkin lymphoma', 'Glioblastoma multiforme', 'Glioblastoma multiforme', 'Prostate cancer', 'Prostate cancer', 'Prostate cancer', 'Stomach cancer', 'Stomach cancer', 'Stomach cancer', 'Increased circulating lactate dehydrogenase concentration', 'Osteolysis', 'Abnormal circulating creatine concentration', 'Pathologic fracture', 'Typified by somatic mosaicism', 'Typified by somatic mosaicism', 'Hepatocellular carcinoma', 'Malabsorption', 'Constipation', 'Nausea and vomiting', 'Abdominal pain', 'Neoplasm of the lung', 'Migraine', 'Cardiac diverticulum', 'Amaurosis fugax', 'Abnormality of speech or vocalization', 'Dysgraphia', 'Disturbed sensory perception', 'Paresthesia', 'Astrocytoma', 'Gastrointestinal hemorrhage', 'Choriocarcinoma', 'Glioma', 'Renal neoplasm', 'Renal neoplasm', 'Neoplasm of the rectum', 'Neoplasm of the rectum', 'Attention deficit hyperactivity disorder', 'Neoplasm of the skeletal system', 'Acute myeloid leukemia', 'Developmental regression', 'Memory impairment', 'Dyskinesia', 'Neoplasm of the larynx', 'Colorectal polyposis', 'Ovarian neoplasm', 'Ovarian neoplasm', 'Ovarian neoplasm', 'Urinary tract neoplasm', 'Uterine neoplasm', 'Testicular neoplasm', 'Fever', 'Leukemia', 'Breast carcinoma', 'Breast carcinoma', 'Breast carcinoma', 'Colon cancer', 'Hemiplegia/hemiparesis', 'Neuroblastoma', 'Neoplasm of the breast', 'Neoplasm of the central nervous system', 'Neoplasm of the thyroid gland', 'Hallucinations', 'Irritability', 'Anxiety', 'Depression', 'Atypical behavior', 'Elevated circulating alkaline phosphatase concentration', 'Abnormal circulating lactate dehydrogenase concentration', 'Neoplasm of the colon', 'Sarcoma', 'Abnormal metaphysis morphology', 'Neoplasm of head and neck', 'Central primitive neuroectodermal tumor', 'Neoplasm of the pancreas', 'Neoplasm of the pancreas', 'Neoplasm of the pancreas', 'Pituitary adenoma', 'Thyroid carcinoma', 'Ependymoma', 'Medulloblastoma', 'Melanoma', 'Melanoma', 'Meningioma', 'Rhabdomyosarcoma', 'Myelodysplasia', 'Fatigue', 'Abnormal fallopian tube morphology', 'Abnormal tibial metaphysis morphology', 'Abnormal femoral metaphysis morphology', 'Adrenocortical carcinoma', 'Pancreatic adenocarcinoma', 'Primary peritoneal carcinoma', 'Acute lymphoblastic leukemia', 'Weight loss', 'Weight loss', 'Visual impairment', 'Non-Hodgkin lymphoma', 'Choroid plexus carcinoma', 'Pain']",17,0,17
['CLL-associated antigen KW-7'],[],0,0,0
['HO-2'],[],0,0,0
['CD40L'],[],0,0,0
['VEGF'],[],0,0,0
['GRP3'],[],0,0,0
['CXCR-2'],[],0,0,0
['Cyclin-dependent kinase 11'],[],0,0,0
['Pantothenate kinase 1'],[],0,0,0
['Methylumbelliferyl-acetate deacetylase 1'],[],0,0,0
['15-LOX-1'],[],0,0,0
['t-plasminogen activator'],[],0,0,0
['Synonyms=ADE2'],[],0,0,0
['Anthracycline resistance-associated protein'],[],0,0,0
['TNFR-II'],[],0,0,0
['UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 13'],[],0,0,0
"['[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial']",[],0,0,0
['SNUPN'],[],0,0,0
['APC-stimulated guanine nucleotide exchange factor 1'],[],0,0,0
['Ubiquitin-conjugating enzyme E2 T'],[],0,0,0
['PGD receptor'],[],0,0,0
['MAPK/ERK kinase kinase 15'],[],0,0,0
['GAB1'],"['Autosomal recessive inheritance', 'Sensorineural hearing impairment']",0,0,0
['PCTAIRE2'],[],0,0,0
['Estrogen receptor'],[],0,0,0
['APE-1'],[],0,0,0
['GRP94'],[],0,0,0
['Thioredoxin domain-containing protein 7'],[],0,0,0
['LACS 6'],[],0,0,0
['GluK5'],[],0,0,0
['PSD95'],[],0,0,0
['CCR4-NOT transcription complex subunit 3'],[],0,0,0
['IAP homolog B'],[],0,0,0
['LYSAL1'],[],0,0,0
['Complement C3 alpha chain'],[],0,0,0
['3.1.4.45'],[],0,0,0
['5DIII'],[],0,0,0
['Nuclear receptor subfamily 2 group C member 2'],[],0,0,0
['Adenocarcinoma-associated antigen'],[],0,0,0
"['Cellular myosin heavy chain, type A']",[],0,0,0
['1.1.1.189'],[],0,0,0
['PDYN'],"['CNS demyelination', 'Cerebellar atrophy', 'Polyneuropathy', 'Agenesis of corpus callosum', 'Dysarthria', 'Dysarthria', 'Neuronal loss in central nervous system', 'Hyperreflexia', 'Hyperreflexia', 'Tremor', 'Autosomal dominant inheritance', 'Dysmetria', 'Dysmetria', 'Gait ataxia', 'Gait ataxia', 'Progressive cerebellar ataxia', 'Limb ataxia', 'Limb ataxia', 'Babinski sign', 'Babinski sign', 'Impaired vibration sensation in the lower limbs', 'Middle age onset', 'Late onset', 'Slowly progressive', 'Impaired proprioception', 'Sensorimotor neuropathy', 'Impaired distal proprioception', 'Impaired distal vibration sensation', 'Dysmetric saccades', 'Slow saccadic eye movements', 'Slow saccadic eye movements']",14,0,14
['ACP'],[],0,0,0
['KCA4'],[],0,0,0
['AST'],[],0,0,0
['GSTP1-1'],[],0,0,0
['5-HT3-E'],[],0,0,0
['TAF3'],[],0,0,0
['Acyl-coenzyme A thioester hydrolase 2a'],[],0,0,0
['Mas-related G-protein coupled receptor member F'],[],0,0,0
['GABA(A) receptor subunit alpha-6'],[],0,0,0
['CAC'],[],0,0,0
['2.3.2.5'],[],0,0,0
['AITR'],[],0,0,0
['UBA52'],[],0,0,0
['3.6.1.9'],[],0,0,0
['Cyclin'],[],0,0,0
['P1-MCM3'],[],0,0,0
['LBC oncogene'],[],0,0,0
['Protein MG61'],[],0,0,0
['KCNH4'],[],0,0,0
['hOCT2'],[],0,0,0
['MEP1B'],[],0,0,0
['hSVCT1'],[],0,0,0
['NT5'],[],0,0,0
['N-alpha-acetyltransferase 60'],[],0,0,0
['SVCT2 GN  '],[],0,0,0
['AAK1'],[],0,0,0
['Fh1'],[],0,0,0
['Vigilin'],[],0,0,0
['ME20-S'],[],0,0,0
['PFK-P'],[],0,0,0
['Androgen receptor coactivator 267 kDa protein'],[],0,0,0
['Phosphohexose isomerase'],[],0,0,0
['cAMP-dependent protein kinase catalytic subunit gamma'],[],0,0,0
['Cytokine suppressive anti-inflammatory drug-binding protein'],[],0,0,0
['Phosphatidylinositol 4-Kinase III alpha'],[],0,0,0
['c-Jun N-terminal kinase kinase 2'],[],0,0,0
['Cyclophilin A'],[],0,0,0
['Parathyroid hormone/parathyroid hormone-related peptide receptor'],[],0,0,0
['Synonyms=BCLAF2'],[],0,0,0
['LEM6'],[],0,0,0
['UBE2D1'],[],0,0,0
['TRAIL-R2'],[],0,0,0
['dCMP kinase'],[],0,0,0
['HREV107'],[],0,0,0
['5.1.3.7'],[],0,0,0
['PP2A subunit B isoform B55-alpha'],[],0,0,0
['NCS1'],[],0,0,0
['Lymphoid-restricted homolog of Sp100'],[],0,0,0
['HMT'],[],0,0,0
['SAPKK2'],[],0,0,0
['LACS4'],[],0,0,0
['TOP2B'],[],0,0,0
['YSG2'],[],0,0,0
['DOR-1'],[],0,0,0
['Ribonucleotide reductase small chain'],[],0,0,0
['OPGL'],[],0,0,0
['NR3B2'],[],0,0,0
['Cardiac potassium channel subunit'],[],0,0,0
['UGT1.5'],[],0,0,0
['LPAAT-zeta'],[],0,0,0
['Nck-interacting kinase'],[],0,0,0
['Tubulin alpha-8 chain'],[],0,0,0
['Dimethylallyltranstransferase'],[],0,0,0
['ATP6V1A1'],[],0,0,0
['Guanase'],[],0,0,0
['E2 ubiquitin-conjugating enzyme K'],[],0,0,0
['Aspartate carbamoyltransferase'],[],0,0,0
['RhPII'],[],0,0,0
['RBPJK'],[],0,0,0
['Proteasome subunit L'],[],0,0,0
['TEX30'],[],0,0,0
['Serine carboxypeptidase 1'],[],0,0,0
['XE169'],[],0,0,0
['UBA2'],"['Duane anomaly', 'Motor delay', 'Global developmental delay', 'Supernumerary nipple', 'Tracheoesophageal fistula', 'Finger syndactyly', 'Congenital localized absence of skin', 'Aplasia cutis congenita of scalp', 'Horseshoe kidney', 'Hip dysplasia', 'Calvarial skull defect', 'Autosomal dominant inheritance', 'Congenital onset', 'Sparse scalp hair', 'Recurrent respiratory infections', 'Feeding difficulties', 'Facial palsy', 'Aplasia cutis congenita', 'Skin ulcer', 'Erythema', 'Clinodactyly of the 5th finger', 'Prolonged bleeding time', 'Abnormality of bone mineral density', 'Delayed speech and language development', 'Autistic behavior', 'Aplasia cutis congenita over the scalp vertex', 'Tactile hypersensitivity', 'Ectrodactyly', 'Spinal dysraphism', 'Retrognathia', 'Hip dislocation', 'Failure to thrive', 'Low-set ears', 'High forehead', 'Strabismus', 'Toe syndactyly', 'Protruding ear', 'Split foot']",6,0,6
['Siglec-10'],[],0,0,0
['KIAA0902'],[],0,0,0
['hNMP 265'],[],0,0,0
['SDF1'],[],0,0,0
['B-lymphocyte antigen CD19'],[],0,0,0
['TMEM3 '],[],0,0,0
['3.6.1.13'],[],0,0,0
['IL1R3'],[],0,0,0
['Tat-binding protein 7'],[],0,0,0
['Nucleoside diphosphate-linked moiety X motif 1'],[],0,0,0
['Transglutaminase-3-like'],[],0,0,0
['CD121 antigen-like family member A'],[],0,0,0
['Bcl-2-like protein 5'],[],0,0,0
['Protein brahma homolog 1'],[],0,0,0
['Proteasome subunit P50'],[],0,0,0
['PRDM1'],[],0,0,0
['C1orf57'],[],0,0,0
['Signal transducer and activator of transcription 2'],[],0,0,0
['Organic cation transporter OKB1'],[],0,0,0
['TGFBR1'],"['Arachnodactyly', 'Arachnodactyly', 'Arachnodactyly', 'Postaxial hand polydactyly', 'Eosinophilic infiltration of the esophagus', 'Stroke', 'Intellectual disability', 'Global developmental delay', 'Tall stature', 'Tall stature', 'Joint dislocation', 'Joint hypermobility', 'Joint hypermobility', 'Inguinal hernia', 'Craniosynostosis', 'Craniosynostosis', 'Neoplasm', 'Autosomal dominant inheritance', 'Autosomal dominant inheritance', 'Scoliosis', 'Scoliosis', 'Scoliosis', 'Aortic dissection', 'Aortic dissection', 'Aortic root aneurysm', 'Aortic root aneurysm', 'Vascular dilatation', 'Bifid uvula', 'Bifid uvula', 'Carotid artery dilatation', 'Cleft palate', 'High, narrow palate', 'Ischemic stroke', 'Subarachnoid hemorrhage', 'Pneumothorax', 'Hemoptysis', 'Camptodactyly of finger', 'Adult onset', 'Uterine rupture', 'Abnormality of connective tissue', 'Mucoid extracellular matrix accumulation', 'Dural ectasia', 'Chest pain', 'Dermal translucency', 'Cervical spine instability', 'Striae distensae', 'Transient ischemic attack', 'Ectopia lentis', 'Descending thoracic aorta aneurysm', 'Descending thoracic aorta aneurysm', 'Chiari malformation', 'Pulmonary artery aneurysm', 'Ascending aortic dissection', 'Ascending aortic dissection', 'Juvenile onset', 'Peripheral arterial stenosis', 'Dilatation of the cerebral artery', 'Dilatation of the cerebral artery', 'Aortic aneurysm', 'Pectus excavatum', 'Abnormal sternum morphology', 'Abnormal sternum morphology', 'Pectus carinatum', 'Paroxysmal dyspnea', 'Dilatation of the ductus arteriosus', 'Hypertension', 'Bruising susceptibility', 'Bruising susceptibility', 'Soft skin', 'Atypical scarring of skin', 'Abnormality of the skin', 'Cutis marmorata', 'Thin skin', 'Retrognathia', 'Retrognathia', 'Malar flattening', 'Malar flattening', 'Arterial tortuosity', 'Arterial tortuosity', 'Abdominal aortic aneurysm', 'Hydrocephalus', 'High palate', 'Exertional dyspnea', 'Orofacial cleft', 'Disproportionate tall stature', 'Camptodactyly', 'Bicuspid pulmonary valve', 'Abnormal left ventricular function', 'Cardiac arrest', 'Micrognathia', 'Micrognathia', 'Coronary artery atherosclerosis', 'Bicuspid aortic valve', 'Bicuspid aortic valve', 'Hypertelorism', 'Hypertelorism', 'Hypertelorism', 'Patent ductus arteriosus', 'Patent ductus arteriosus', 'Patent ductus arteriosus', 'Aortic regurgitation', 'Cardiomegaly', 'Atrial septal defect', 'Mitral valve prolapse', 'Descending aortic dissection', 'Arterial dissection', 'Hypovolemia', 'Pes planus', 'Pes planus', 'Talipes equinovarus', 'Abnormality iris morphology', 'Proptosis', 'Exotropia', 'Blue sclerae', 'Blue sclerae', 'Abnormal bleeding']",7,0,7
['LBP/p40'],[],0,0,0
['RAB10'],[],0,0,0
['USP17H'],[],0,0,0
['Proteasome zeta chain'],[],0,0,0
['MRIT'],[],0,0,0
['SULT1A2'],[],0,0,0
['3.6.4.-'],[],0,0,0
['LONP'],[],0,0,0
['NAD-dependent protein deacetylase sirtuin-4'],[],0,0,0
['Heparanase'],[],0,0,0
['MAPKK 1'],[],0,0,0
['KLK7'],[],0,0,0
['NTSR2'],[],0,0,0
['SKB1 homolog'],[],0,0,0
['CD_antigen=CD135'],[],0,0,0
['Beta-actin'],[],0,0,0
['Elongation of very long chain fatty acids protein 4'],[],0,0,0
['hLOX-1'],[],0,0,0
['Katanin p60 subunit A1'],[],0,0,0
['G protein-coupled receptor 50'],[],0,0,0
['EGF'],"['Seizure', 'Global developmental delay', 'Autosomal recessive inheritance', 'Intellectual disability, moderate', 'Hypomagnesemia']",0,0,0
['Lung surfactant protein D'],[],0,0,0
['PABP4'],[],0,0,0
['Zinc finger CCHC domain-containing protein 1'],[],0,0,0
['Alkylated DNA repair protein alkB homolog 5'],[],0,0,0
['Phosphoinositide 3-kinase adaptor protein'],[],0,0,0
['S100A6BP'],[],0,0,0
['Synonyms=DREG'],[],0,0,0
['DOG1'],[],0,0,0
['Tubulin beta-2 chain'],[],0,0,0
['2.3.1.6'],[],0,0,0
['FYR'],[],0,0,0
['Transglutaminase-1'],[],0,0,0
['SCD5'],"['Autosomal dominant inheritance', 'Progressive sensorineural hearing impairment', 'Abnormal vestibular function']",4,0,4
['Sphingomyelin synthase 2'],[],0,0,0
['STAF97'],[],0,0,0
['CD18'],[],0,0,0
['2.7.7.7'],[],0,0,0
['Urokinase-type plasminogen activator long chain A'],[],0,0,0
['RPS6KA1'],[],0,0,0
"[""cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A""]",[],0,0,0
['6.1.1.4'],[],0,0,0
['Bucelipase'],[],0,0,0
['Carbonate dehydratase VI'],[],0,0,0
"['Procollagen-proline,2-oxoglutarate-4-dioxygenase subunit alpha-1']",[],0,0,0
['SMNR'],[],0,0,0
['ACCB'],[],0,0,0
['Protein kinase C delta type regulatory subunit'],[],0,0,0
"['6PF-2-K/Fru-2,6-P2ase liver isozyme']",[],0,0,0
['Serum/glucocorticoid-regulated kinase-like'],[],0,0,0
['G4-resolvase-1'],[],0,0,0
['Tyrosine-protein kinase Fer'],[],0,0,0
['KIAA1307'],[],0,0,0
['GTP-binding protein Rheb'],[],0,0,0
['FDC'],[],0,0,0
['Toll-like receptor 3'],[],0,0,0
['PGR23 '],[],0,0,0
['Synonyms=EPN'],[],0,0,0
['Adaptor protein complex AP-1 subunit beta-1'],[],0,0,0
['Ileal sodium-dependent bile acid transporter'],[],0,0,0
['Fushi tarazu factor homolog 1'],[],0,0,0
['Homeobox protein NANOG'],[],0,0,0
['3.2.1.169'],[],0,0,0
['Kynurenine--oxoglutarate transaminase IV'],[],0,0,0
['Organic anion-transporting polypeptide 8'],[],0,0,0
['Ki-1 antigen'],[],0,0,0
['PRP4'],[],0,0,0
['CD166 antigen'],[],0,0,0
['Thioredoxin peroxidase 1'],[],0,0,0
['NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3'],[],0,0,0
['Protease TY'],[],0,0,0
['CPN'],[],0,0,0
['Beta-galactosidase'],[],0,0,0
['Complex I-75kD'],[],0,0,0
['hRspo3'],[],0,0,0
['Calcium-activated potassium channel subunit beta'],[],0,0,0
['Red cell/liver pyruvate kinase'],[],0,0,0
['Protein BS69'],[],0,0,0
