,SID,Source Name,Registry Identifier,CID
11470,135727668,Comparative Toxicogenomics Database (CTD),C071287,11374
11471,135727669,Comparative Toxicogenomics Database (CTD),C004749,445027
11472,135727670,Comparative Toxicogenomics Database (CTD),C465366,9862076
11473,135727671,Comparative Toxicogenomics Database (CTD),C545235,5331325
11474,135727672,Comparative Toxicogenomics Database (CTD),C561157,
11475,135727673,Comparative Toxicogenomics Database (CTD),C114675,70695221
11476,135727674,Comparative Toxicogenomics Database (CTD),C042198,12313376
11477,135727675,Comparative Toxicogenomics Database (CTD),C030590,135250
11478,135727676,Comparative Toxicogenomics Database (CTD),C034091,39223
11479,135727677,Comparative Toxicogenomics Database (CTD),D011400,4929
11480,135727678,Comparative Toxicogenomics Database (CTD),C534676,129710686
11481,135727679,Comparative Toxicogenomics Database (CTD),C497431,
11482,135727680,Comparative Toxicogenomics Database (CTD),C068032,119599
11483,135727681,Comparative Toxicogenomics Database (CTD),D002126,6093208
11484,135727682,Comparative Toxicogenomics Database (CTD),C032095,152963
11485,135727683,Comparative Toxicogenomics Database (CTD),C038780,7991
11486,135727684,Comparative Toxicogenomics Database (CTD),C016855,68366
11487,135727685,Comparative Toxicogenomics Database (CTD),C562225,46863665
11488,135727686,Comparative Toxicogenomics Database (CTD),C042829,5278
11489,135727687,Comparative Toxicogenomics Database (CTD),C076656,54738
11490,135727688,Comparative Toxicogenomics Database (CTD),C514877,
11491,135727689,Comparative Toxicogenomics Database (CTD),C085268,6440834
11492,135727690,Comparative Toxicogenomics Database (CTD),C553149,25208
11493,135727691,Comparative Toxicogenomics Database (CTD),D012722,
11494,135727692,Comparative Toxicogenomics Database (CTD),C072121,164234
11495,135727693,Comparative Toxicogenomics Database (CTD),C495787,135596
11496,135727694,Comparative Toxicogenomics Database (CTD),C118031,10343641
11497,135727695,Comparative Toxicogenomics Database (CTD),C024896,31244
11498,135727696,Comparative Toxicogenomics Database (CTD),C475447,5315988
11499,135727697,Comparative Toxicogenomics Database (CTD),C110349,656733
11500,135727698,Comparative Toxicogenomics Database (CTD),C027029,8601
11501,135727699,Comparative Toxicogenomics Database (CTD),C055370,62276
11502,135727700,Comparative Toxicogenomics Database (CTD),C041105,77487
11503,135727701,Comparative Toxicogenomics Database (CTD),C520853,11450633
11504,135727702,Comparative Toxicogenomics Database (CTD),C102347,9309
11505,135727703,Comparative Toxicogenomics Database (CTD),C559739,
11506,135727704,Comparative Toxicogenomics Database (CTD),C419543,29973978
11507,135727705,Comparative Toxicogenomics Database (CTD),C016775,17100
11508,135727706,Comparative Toxicogenomics Database (CTD),C038372,40479
11509,135727707,Comparative Toxicogenomics Database (CTD),C550006,11048796
11510,135727708,Comparative Toxicogenomics Database (CTD),D004101,
11511,135727709,Comparative Toxicogenomics Database (CTD),C086631,
11512,135727710,Comparative Toxicogenomics Database (CTD),C008039,11671
11513,135727711,Comparative Toxicogenomics Database (CTD),C087867,
11514,135727712,Comparative Toxicogenomics Database (CTD),C012864,10788
11515,135727713,Comparative Toxicogenomics Database (CTD),C045621,441314
11516,135727714,Comparative Toxicogenomics Database (CTD),C108338,86367
11517,135727715,Comparative Toxicogenomics Database (CTD),D004143,11339
11518,135727716,Comparative Toxicogenomics Database (CTD),C100640,133012
11519,135727717,Comparative Toxicogenomics Database (CTD),C023722,6724
11520,135727718,Comparative Toxicogenomics Database (CTD),C091707,91776
11521,135727719,Comparative Toxicogenomics Database (CTD),C477354,131750844
11522,135727720,Comparative Toxicogenomics Database (CTD),C058064,
11523,135727721,Comparative Toxicogenomics Database (CTD),C066407,5282149
11524,135727722,Comparative Toxicogenomics Database (CTD),D020032,2049
11525,135727723,Comparative Toxicogenomics Database (CTD),C479321,12308714
11526,135727724,Comparative Toxicogenomics Database (CTD),C065249,71968
11527,135727725,Comparative Toxicogenomics Database (CTD),C001182,3289
11528,135727726,Comparative Toxicogenomics Database (CTD),C041636,146328
11529,135727727,Comparative Toxicogenomics Database (CTD),C043051,6438369
11530,135727728,Comparative Toxicogenomics Database (CTD),C028912,22772
11531,135727729,Comparative Toxicogenomics Database (CTD),C031293,56973721
11532,135727730,Comparative Toxicogenomics Database (CTD),C037652,8892
11533,135727731,Comparative Toxicogenomics Database (CTD),C038616,72014
11534,135727732,Comparative Toxicogenomics Database (CTD),D004603,
11535,135727733,Comparative Toxicogenomics Database (CTD),C077579,135659035
11536,135727734,Comparative Toxicogenomics Database (CTD),C024034,
11537,135727735,Comparative Toxicogenomics Database (CTD),C065762,65655
11538,135727736,Comparative Toxicogenomics Database (CTD),C462953,53394508
11539,135727737,Comparative Toxicogenomics Database (CTD),C020755,7888
11540,135727738,Comparative Toxicogenomics Database (CTD),C069025,
11541,135727739,Comparative Toxicogenomics Database (CTD),C117714,
11542,135727740,Comparative Toxicogenomics Database (CTD),C076154,5463781
11543,135727741,Comparative Toxicogenomics Database (CTD),C108833,93293
11544,135727742,Comparative Toxicogenomics Database (CTD),C508135,177863
11545,135727743,Comparative Toxicogenomics Database (CTD),D012825,5461123
11546,135727744,Comparative Toxicogenomics Database (CTD),C477001,
11547,135727745,Comparative Toxicogenomics Database (CTD),C079163,5281680
11548,135727746,Comparative Toxicogenomics Database (CTD),C401929,213032
11549,135727747,Comparative Toxicogenomics Database (CTD),C466315,10135969
11550,135727748,Comparative Toxicogenomics Database (CTD),C571006,
11551,135727749,Comparative Toxicogenomics Database (CTD),C119493,656539
11552,135727750,Comparative Toxicogenomics Database (CTD),C530475,146170999
11553,135727751,Comparative Toxicogenomics Database (CTD),C023054,6930
11554,135727752,Comparative Toxicogenomics Database (CTD),C513428,6422843
11555,135727753,Comparative Toxicogenomics Database (CTD),C089948,60870
11556,135727754,Comparative Toxicogenomics Database (CTD),C033118,61585
11557,135727755,Comparative Toxicogenomics Database (CTD),C100807,6442224
11558,135727756,Comparative Toxicogenomics Database (CTD),C544689,13940
11559,135727757,Comparative Toxicogenomics Database (CTD),C102899,7019274
11560,135727758,Comparative Toxicogenomics Database (CTD),C505440,9865774
11561,135727759,Comparative Toxicogenomics Database (CTD),C116893,9929731
11562,135727760,Comparative Toxicogenomics Database (CTD),D000809,
11563,135727761,Comparative Toxicogenomics Database (CTD),C548463,53036
11564,135727762,Comparative Toxicogenomics Database (CTD),C016050,31217
11565,135727763,Comparative Toxicogenomics Database (CTD),C033119,91497
11566,135727764,Comparative Toxicogenomics Database (CTD),C403563,
11567,135727765,Comparative Toxicogenomics Database (CTD),C056147,84592
11568,135727766,Comparative Toxicogenomics Database (CTD),C480688,3034378
11569,135727767,Comparative Toxicogenomics Database (CTD),C558403,185745
11570,135727768,Comparative Toxicogenomics Database (CTD),C482518,
11571,135727769,Comparative Toxicogenomics Database (CTD),C494197,86137
11572,135727770,Comparative Toxicogenomics Database (CTD),C435072,
11573,135727771,Comparative Toxicogenomics Database (CTD),C496429,6918330
11574,135727772,Comparative Toxicogenomics Database (CTD),C012591,33565
11575,135727773,Comparative Toxicogenomics Database (CTD),C104181,128016
11576,135727774,Comparative Toxicogenomics Database (CTD),C054108,101450
11577,135727775,Comparative Toxicogenomics Database (CTD),D003512,26534
11578,135727776,Comparative Toxicogenomics Database (CTD),C110695,91696
11579,135727777,Comparative Toxicogenomics Database (CTD),C020526,151420
11580,135727778,Comparative Toxicogenomics Database (CTD),C112689,9800306
11581,135727779,Comparative Toxicogenomics Database (CTD),C011362,22188
11582,135727780,Comparative Toxicogenomics Database (CTD),D007664,
11583,135727781,Comparative Toxicogenomics Database (CTD),C019419,92779
11584,135727782,Comparative Toxicogenomics Database (CTD),C034227,50516
11585,135727783,Comparative Toxicogenomics Database (CTD),C023027,8092
11586,135727784,Comparative Toxicogenomics Database (CTD),C025163,65536
11587,135727785,Comparative Toxicogenomics Database (CTD),C506658,11658860
11588,135727786,Comparative Toxicogenomics Database (CTD),C401104,107720
11589,135727787,Comparative Toxicogenomics Database (CTD),C030041,105137
11590,135727788,Comparative Toxicogenomics Database (CTD),C504876,1598
11591,135727789,Comparative Toxicogenomics Database (CTD),D001125,16950
11592,135727790,Comparative Toxicogenomics Database (CTD),C550717,122164822
11593,135727791,Comparative Toxicogenomics Database (CTD),C054137,17434
11594,135727792,Comparative Toxicogenomics Database (CTD),C534850,
11595,135727793,Comparative Toxicogenomics Database (CTD),C034019,11230
11596,135727794,Comparative Toxicogenomics Database (CTD),C001337,13529
11597,135727795,Comparative Toxicogenomics Database (CTD),C018117,18636
11598,135727796,Comparative Toxicogenomics Database (CTD),D018129,
11599,135727797,Comparative Toxicogenomics Database (CTD),C002415,227037
11600,135727798,Comparative Toxicogenomics Database (CTD),C487162,11826859
11601,135727799,Comparative Toxicogenomics Database (CTD),C019540,23717
11602,135727800,Comparative Toxicogenomics Database (CTD),C496116,5374527
11603,135727801,Comparative Toxicogenomics Database (CTD),D000393,
11604,135727802,Comparative Toxicogenomics Database (CTD),C004873,10074
11605,135727803,Comparative Toxicogenomics Database (CTD),C024078,62348
11606,135727804,Comparative Toxicogenomics Database (CTD),C407689,2048
11607,135727805,Comparative Toxicogenomics Database (CTD),C531056,33791
11608,135727806,Comparative Toxicogenomics Database (CTD),C001599,197148
11609,135727807,Comparative Toxicogenomics Database (CTD),C027356,5353268
11610,135727808,Comparative Toxicogenomics Database (CTD),C062897,14467538
11611,135727809,Comparative Toxicogenomics Database (CTD),C009335,123989
11612,135727810,Comparative Toxicogenomics Database (CTD),C557531,76453859
11613,135727811,Comparative Toxicogenomics Database (CTD),C035276,9831415
11614,135727812,Comparative Toxicogenomics Database (CTD),C524169,10095180
11615,135727813,Comparative Toxicogenomics Database (CTD),C104667,9887704
11616,135727814,Comparative Toxicogenomics Database (CTD),C014289,115175
11617,135727815,Comparative Toxicogenomics Database (CTD),C081331,192254
11618,136368143,Comparative Toxicogenomics Database (CTD),C031555,68581
11619,136368144,Comparative Toxicogenomics Database (CTD),C512196,503737
11620,136368145,Comparative Toxicogenomics Database (CTD),C551534,11660520
11621,136368146,Comparative Toxicogenomics Database (CTD),C062963,7169
11622,136368147,Comparative Toxicogenomics Database (CTD),C506649,
11623,136368148,Comparative Toxicogenomics Database (CTD),C547858,
11624,136368149,Comparative Toxicogenomics Database (CTD),C454647,
11625,136368150,Comparative Toxicogenomics Database (CTD),C517163,
11626,136368151,Comparative Toxicogenomics Database (CTD),C029369,7934
11627,136368152,Comparative Toxicogenomics Database (CTD),D013882,2733749
11628,136368153,Comparative Toxicogenomics Database (CTD),C547186,15250826
11629,136368154,Comparative Toxicogenomics Database (CTD),C037446,2775
11630,136368155,Comparative Toxicogenomics Database (CTD),C543308,160824
11631,136368156,Comparative Toxicogenomics Database (CTD),C106716,5311424
11632,136368157,Comparative Toxicogenomics Database (CTD),C030989,18746
11633,136368158,Comparative Toxicogenomics Database (CTD),C029900,196
11634,136368159,Comparative Toxicogenomics Database (CTD),C001736,18986
11635,136368160,Comparative Toxicogenomics Database (CTD),C012458,17271
11636,136368161,Comparative Toxicogenomics Database (CTD),C029370,7813
11637,136368162,Comparative Toxicogenomics Database (CTD),C102994,162327
11638,136368163,Comparative Toxicogenomics Database (CTD),C518849,16119576
11639,136368164,Comparative Toxicogenomics Database (CTD),C097745,170404
11640,136368165,Comparative Toxicogenomics Database (CTD),C065592,224246
11641,136368166,Comparative Toxicogenomics Database (CTD),C054935,122295
11642,136368167,Comparative Toxicogenomics Database (CTD),C473995,3084961
11643,136368168,Comparative Toxicogenomics Database (CTD),C487850,77793
11644,136368169,Comparative Toxicogenomics Database (CTD),C008315,139024271
11645,136368170,Comparative Toxicogenomics Database (CTD),C085470,127882
11646,136368171,Comparative Toxicogenomics Database (CTD),D009796,
11647,136368172,Comparative Toxicogenomics Database (CTD),C004780,5271565
11648,136368173,Comparative Toxicogenomics Database (CTD),C001150,205983
11649,136368174,Comparative Toxicogenomics Database (CTD),C017092,70684
11650,136368175,Comparative Toxicogenomics Database (CTD),C526063,9894266
11651,136368176,Comparative Toxicogenomics Database (CTD),D003040,
11652,136368177,Comparative Toxicogenomics Database (CTD),C520290,54675866
11653,136368178,Comparative Toxicogenomics Database (CTD),D000893,
11654,136368179,Comparative Toxicogenomics Database (CTD),C065012,115017
11655,136368180,Comparative Toxicogenomics Database (CTD),C546571,
11656,136368181,Comparative Toxicogenomics Database (CTD),C057066,121492632
11657,136368182,Comparative Toxicogenomics Database (CTD),C000516,104993
11658,136368183,Comparative Toxicogenomics Database (CTD),C008091,54682459
11659,136368184,Comparative Toxicogenomics Database (CTD),C029402,65057
11660,136368185,Comparative Toxicogenomics Database (CTD),C014121,
11661,136368186,Comparative Toxicogenomics Database (CTD),C040217,50958
11662,136368187,Comparative Toxicogenomics Database (CTD),C534615,755673
11663,136368188,Comparative Toxicogenomics Database (CTD),C063463,
11664,136368189,Comparative Toxicogenomics Database (CTD),C087837,54682507
11665,136368190,Comparative Toxicogenomics Database (CTD),C452282,15965876
11666,136368191,Comparative Toxicogenomics Database (CTD),C532308,15930869
11667,136368192,Comparative Toxicogenomics Database (CTD),C466858,6442245
11668,136368193,Comparative Toxicogenomics Database (CTD),C012351,10093830
11669,136368194,Comparative Toxicogenomics Database (CTD),C043455,9731
11670,136368195,Comparative Toxicogenomics Database (CTD),C429623,86354
11671,136368196,Comparative Toxicogenomics Database (CTD),C431585,75552
11672,136368197,Comparative Toxicogenomics Database (CTD),C044809,115098
11673,136368198,Comparative Toxicogenomics Database (CTD),C101436,54697550
11674,136368199,Comparative Toxicogenomics Database (CTD),D020352,970
11675,136368200,Comparative Toxicogenomics Database (CTD),C120861,91744
11676,136368201,Comparative Toxicogenomics Database (CTD),C004867,73402
11677,136368202,Comparative Toxicogenomics Database (CTD),C568452,2949965
11678,136368203,Comparative Toxicogenomics Database (CTD),C100254,5484463
11679,136368204,Comparative Toxicogenomics Database (CTD),C065011,146322
11680,136368205,Comparative Toxicogenomics Database (CTD),C039689,31420
11681,136368206,Comparative Toxicogenomics Database (CTD),C521134,160554
11682,136368207,Comparative Toxicogenomics Database (CTD),C013192,998
11683,136368208,Comparative Toxicogenomics Database (CTD),C056014,11504
11684,136368209,Comparative Toxicogenomics Database (CTD),C002465,12835
11685,136368210,Comparative Toxicogenomics Database (CTD),C083828,6142670
11686,136368211,Comparative Toxicogenomics Database (CTD),C560873,
11687,136368212,Comparative Toxicogenomics Database (CTD),C545481,
11688,136368213,Comparative Toxicogenomics Database (CTD),C542674,
11689,136368214,Comparative Toxicogenomics Database (CTD),C452229,7693
11690,136368215,Comparative Toxicogenomics Database (CTD),C548830,10248089
11691,136368216,Comparative Toxicogenomics Database (CTD),C033759,104757
11692,136368217,Comparative Toxicogenomics Database (CTD),D013213,
11693,136368218,Comparative Toxicogenomics Database (CTD),C096666,182098
11694,136368219,Comparative Toxicogenomics Database (CTD),C079980,132776
11695,136368220,Comparative Toxicogenomics Database (CTD),D054811,20756463
11696,136368221,Comparative Toxicogenomics Database (CTD),C072126,124249
11697,136368222,Comparative Toxicogenomics Database (CTD),C100167,6437390
11698,136368223,Comparative Toxicogenomics Database (CTD),D012263,
11699,136368224,Comparative Toxicogenomics Database (CTD),C094127,86429
11700,136368225,Comparative Toxicogenomics Database (CTD),C042940,124449
11701,136368226,Comparative Toxicogenomics Database (CTD),C005441,7673
11702,136368227,Comparative Toxicogenomics Database (CTD),C080771,5280371
11703,136368228,Comparative Toxicogenomics Database (CTD),C039772,36400
11704,136368229,Comparative Toxicogenomics Database (CTD),C078956,151900
11705,136368230,Comparative Toxicogenomics Database (CTD),C018453,16211460
11706,136368231,Comparative Toxicogenomics Database (CTD),C008401,68951
11707,136368232,Comparative Toxicogenomics Database (CTD),C525003,8513
11708,136368233,Comparative Toxicogenomics Database (CTD),C094370,88127
11709,136368234,Comparative Toxicogenomics Database (CTD),C557967,
11710,136368235,Comparative Toxicogenomics Database (CTD),C530698,9831640
11711,136368236,Comparative Toxicogenomics Database (CTD),C553655,52947057
11712,136368237,Comparative Toxicogenomics Database (CTD),C028108,101966
11713,136368238,Comparative Toxicogenomics Database (CTD),D007785,3037558
11714,136368239,Comparative Toxicogenomics Database (CTD),C510887,86160
11715,136368240,Comparative Toxicogenomics Database (CTD),D000922,
11716,136368241,Comparative Toxicogenomics Database (CTD),C571106,
11717,136368242,Comparative Toxicogenomics Database (CTD),C111427,
11718,136368243,Comparative Toxicogenomics Database (CTD),C524061,
11719,136368244,Comparative Toxicogenomics Database (CTD),C057067,107809
11720,136368245,Comparative Toxicogenomics Database (CTD),C402363,54377632
11721,136368246,Comparative Toxicogenomics Database (CTD),C097603,
11722,136368247,Comparative Toxicogenomics Database (CTD),C045271,13396
11723,136368248,Comparative Toxicogenomics Database (CTD),C010889,15758
11724,136368249,Comparative Toxicogenomics Database (CTD),C049061,6710
11725,136368250,Comparative Toxicogenomics Database (CTD),C415327,84098
11726,136368251,Comparative Toxicogenomics Database (CTD),C431023,42609701
11727,136368252,Comparative Toxicogenomics Database (CTD),C438914,3083907
11728,136368253,Comparative Toxicogenomics Database (CTD),C059295,145659
11729,136368254,Comparative Toxicogenomics Database (CTD),C041167,24598
11730,136368255,Comparative Toxicogenomics Database (CTD),C543695,
11731,136368256,Comparative Toxicogenomics Database (CTD),D013870,
11732,136368257,Comparative Toxicogenomics Database (CTD),D014118,
11733,136368258,Comparative Toxicogenomics Database (CTD),C425062,9877608
11734,136368259,Comparative Toxicogenomics Database (CTD),C008046,237332
11735,136368260,Comparative Toxicogenomics Database (CTD),C539551,78261
11736,136368261,Comparative Toxicogenomics Database (CTD),C044922,
11737,136368262,Comparative Toxicogenomics Database (CTD),C507699,2828334
11738,136368263,Comparative Toxicogenomics Database (CTD),C070074,
11739,136368264,Comparative Toxicogenomics Database (CTD),C038178,24863
11740,136368265,Comparative Toxicogenomics Database (CTD),C544127,
11741,136368266,Comparative Toxicogenomics Database (CTD),C435770,6442244
11742,136368267,Comparative Toxicogenomics Database (CTD),C104305,8323
11743,136368268,Comparative Toxicogenomics Database (CTD),C029092,114775
11744,136368269,Comparative Toxicogenomics Database (CTD),D012989,
11745,136368270,Comparative Toxicogenomics Database (CTD),C034939,14783
11746,136368271,Comparative Toxicogenomics Database (CTD),C552150,11349170
11747,136368272,Comparative Toxicogenomics Database (CTD),C015357,123909
11748,136368273,Comparative Toxicogenomics Database (CTD),C030511,68262
11749,136368274,Comparative Toxicogenomics Database (CTD),C016009,13879996
11750,136368275,Comparative Toxicogenomics Database (CTD),C547593,57345798
11751,136368276,Comparative Toxicogenomics Database (CTD),C558013,5469528
11752,136368277,Comparative Toxicogenomics Database (CTD),C045354,20966
11753,136368278,Comparative Toxicogenomics Database (CTD),C121228,10214423
11754,136368279,Comparative Toxicogenomics Database (CTD),C100128,24744
11755,136368280,Comparative Toxicogenomics Database (CTD),C004521,10824
11756,136368281,Comparative Toxicogenomics Database (CTD),C561899,10004121
11757,136368282,Comparative Toxicogenomics Database (CTD),C022918,12980
11758,136368283,Comparative Toxicogenomics Database (CTD),C060934,107870
11759,136368284,Comparative Toxicogenomics Database (CTD),C520505,
11760,136368285,Comparative Toxicogenomics Database (CTD),C012180,7978
11761,136368286,Comparative Toxicogenomics Database (CTD),C009005,167003
11762,136368287,Comparative Toxicogenomics Database (CTD),C007908,91453
11763,136368288,Comparative Toxicogenomics Database (CTD),C051904,156588209
11764,136368289,Comparative Toxicogenomics Database (CTD),C109643,6604887
11765,136368290,Comparative Toxicogenomics Database (CTD),C570562,
11766,136368291,Comparative Toxicogenomics Database (CTD),C035934,24721429
11767,136368292,Comparative Toxicogenomics Database (CTD),C570564,
11768,136368293,Comparative Toxicogenomics Database (CTD),C505646,9933427
11769,136368294,Comparative Toxicogenomics Database (CTD),C443680,10199993
11770,136368295,Comparative Toxicogenomics Database (CTD),C083997,50367
11771,136368296,Comparative Toxicogenomics Database (CTD),C533207,135659062
11772,136368297,Comparative Toxicogenomics Database (CTD),C035577,68241
11773,136368298,Comparative Toxicogenomics Database (CTD),C503992,57345799
11774,136368299,Comparative Toxicogenomics Database (CTD),C042316,115211
11775,136368300,Comparative Toxicogenomics Database (CTD),C035088,638144
11776,136368301,Comparative Toxicogenomics Database (CTD),C045849,
11777,136368302,Comparative Toxicogenomics Database (CTD),C004919,7355
11778,136368303,Comparative Toxicogenomics Database (CTD),C019468,30856
11779,136368304,Comparative Toxicogenomics Database (CTD),C115495,57345800
11780,136368305,Comparative Toxicogenomics Database (CTD),C550911,166596981
11781,136368306,Comparative Toxicogenomics Database (CTD),C051570,124844
11782,136368307,Comparative Toxicogenomics Database (CTD),C043466,10865865
11783,136368308,Comparative Toxicogenomics Database (CTD),C466859,
11784,136368309,Comparative Toxicogenomics Database (CTD),C469778,5931
11785,136368310,Comparative Toxicogenomics Database (CTD),C081015,68024
11786,136368311,Comparative Toxicogenomics Database (CTD),C500582,
11787,136368312,Comparative Toxicogenomics Database (CTD),D008062,
11788,136368313,Comparative Toxicogenomics Database (CTD),C069471,32524
11789,136368314,Comparative Toxicogenomics Database (CTD),C502028,57345801
11790,136368315,Comparative Toxicogenomics Database (CTD),D014862,
11791,136368316,Comparative Toxicogenomics Database (CTD),D004220,108196
11792,136368317,Comparative Toxicogenomics Database (CTD),C547594,
11793,136368318,Comparative Toxicogenomics Database (CTD),C547595,
11794,136368319,Comparative Toxicogenomics Database (CTD),C023626,34464
11795,136368320,Comparative Toxicogenomics Database (CTD),C556297,
11796,136368321,Comparative Toxicogenomics Database (CTD),C031392,7932
11797,136368322,Comparative Toxicogenomics Database (CTD),C073636,150950
11798,136368323,Comparative Toxicogenomics Database (CTD),C547592,11483104
11799,136368324,Comparative Toxicogenomics Database (CTD),C009189,86863
11800,136368325,Comparative Toxicogenomics Database (CTD),D014317,6529
11801,136368326,Comparative Toxicogenomics Database (CTD),D016607,15558498
11802,136368327,Comparative Toxicogenomics Database (CTD),C076221,91800179
11803,136368328,Comparative Toxicogenomics Database (CTD),C544471,5743568
11804,136368329,Comparative Toxicogenomics Database (CTD),C010909,27189
11805,136368330,Comparative Toxicogenomics Database (CTD),C027392,41381
11806,136368331,Comparative Toxicogenomics Database (CTD),D016650,18730
11807,136368332,Comparative Toxicogenomics Database (CTD),C553160,92340
11808,136368333,Comparative Toxicogenomics Database (CTD),C549075,
11809,136368334,Comparative Toxicogenomics Database (CTD),C014110,2733779
11810,136368335,Comparative Toxicogenomics Database (CTD),C092553,
11811,136368336,Comparative Toxicogenomics Database (CTD),C521629,
11812,136368337,Comparative Toxicogenomics Database (CTD),C102088,131320
11813,136368338,Comparative Toxicogenomics Database (CTD),C048074,5271569
11814,136368339,Comparative Toxicogenomics Database (CTD),D008927,656655
11815,136368340,Comparative Toxicogenomics Database (CTD),D005397,
11816,136368341,Comparative Toxicogenomics Database (CTD),C539018,
11817,136368342,Comparative Toxicogenomics Database (CTD),C494607,
11818,136368343,Comparative Toxicogenomics Database (CTD),C558369,53474706
11819,136368344,Comparative Toxicogenomics Database (CTD),C550995,57345802
11820,136368345,Comparative Toxicogenomics Database (CTD),C059405,72320
11821,136368346,Comparative Toxicogenomics Database (CTD),C078206,135398565
11822,136368347,Comparative Toxicogenomics Database (CTD),C018691,7248
11823,136368348,Comparative Toxicogenomics Database (CTD),C525246,
11824,136368349,Comparative Toxicogenomics Database (CTD),C072328,24971
11825,136368350,Comparative Toxicogenomics Database (CTD),C035824,12012
11826,136368351,Comparative Toxicogenomics Database (CTD),C109863,69068
11827,136368352,Comparative Toxicogenomics Database (CTD),C053476,
11828,136368353,Comparative Toxicogenomics Database (CTD),C042055,50961
11829,136368354,Comparative Toxicogenomics Database (CTD),C545880,
11830,136368355,Comparative Toxicogenomics Database (CTD),C553295,25223366
11831,136368356,Comparative Toxicogenomics Database (CTD),C535035,54094439
11832,136368357,Comparative Toxicogenomics Database (CTD),C503991,57345803
11833,136368358,Comparative Toxicogenomics Database (CTD),C008122,803
11834,136368359,Comparative Toxicogenomics Database (CTD),C539020,
11835,136368360,Comparative Toxicogenomics Database (CTD),C057617,5281642
11836,136368361,Comparative Toxicogenomics Database (CTD),C059853,54682146
11837,136368362,Comparative Toxicogenomics Database (CTD),C511021,68238
11838,136368363,Comparative Toxicogenomics Database (CTD),C083806,442021
11839,136368364,Comparative Toxicogenomics Database (CTD),C005681,16683028
11840,136368365,Comparative Toxicogenomics Database (CTD),C090577,171249
11841,136368366,Comparative Toxicogenomics Database (CTD),C535034,10846871
11842,136368367,Comparative Toxicogenomics Database (CTD),C104872,
11843,136368368,Comparative Toxicogenomics Database (CTD),C087719,11979781
11844,136368369,Comparative Toxicogenomics Database (CTD),C027765,12374
11845,136368370,Comparative Toxicogenomics Database (CTD),C005947,2319
11846,136368371,Comparative Toxicogenomics Database (CTD),C025319,7672
11847,136368372,Comparative Toxicogenomics Database (CTD),C014112,5931
11848,136368373,Comparative Toxicogenomics Database (CTD),C035987,62743
11849,136368374,Comparative Toxicogenomics Database (CTD),C555017,
11850,136368375,Comparative Toxicogenomics Database (CTD),C067883,128682
11851,136368376,Comparative Toxicogenomics Database (CTD),C042079,84132
11852,136368377,Comparative Toxicogenomics Database (CTD),C035197,25736
11853,136368378,Comparative Toxicogenomics Database (CTD),C541120,
11854,136368379,Comparative Toxicogenomics Database (CTD),C019492,84843
11855,136368380,Comparative Toxicogenomics Database (CTD),C044484,133621
11856,137275619,Comparative Toxicogenomics Database (CTD),C049467,61485
11857,137275620,Comparative Toxicogenomics Database (CTD),C093171,53443082
11858,137275621,Comparative Toxicogenomics Database (CTD),C456319,9949093
11859,137275622,Comparative Toxicogenomics Database (CTD),C075975,
11860,137275623,Comparative Toxicogenomics Database (CTD),C479548,8186
11861,137275624,Comparative Toxicogenomics Database (CTD),C572726,135454124
11862,137275625,Comparative Toxicogenomics Database (CTD),C477861,9829503
11863,137275626,Comparative Toxicogenomics Database (CTD),C499768,
11864,137275627,Comparative Toxicogenomics Database (CTD),C020905,73587
11865,137275628,Comparative Toxicogenomics Database (CTD),C059511,65649
11866,137275629,Comparative Toxicogenomics Database (CTD),C110990,70717
11867,137275630,Comparative Toxicogenomics Database (CTD),D000276,
11868,137275631,Comparative Toxicogenomics Database (CTD),C016552,14801
11869,137275632,Comparative Toxicogenomics Database (CTD),C038654,159910
11870,137275633,Comparative Toxicogenomics Database (CTD),C411572,5491959
11871,137275634,Comparative Toxicogenomics Database (CTD),C017518,72791
11872,137275635,Comparative Toxicogenomics Database (CTD),C029823,15337
11873,137275636,Comparative Toxicogenomics Database (CTD),C406182,6452420
11874,137275637,Comparative Toxicogenomics Database (CTD),C047532,5371695
11875,137275638,Comparative Toxicogenomics Database (CTD),C054312,410099
11876,137275639,Comparative Toxicogenomics Database (CTD),D009930,
11877,137275640,Comparative Toxicogenomics Database (CTD),C005390,10213
11878,137275641,Comparative Toxicogenomics Database (CTD),C054694,9835868
11879,137275642,Comparative Toxicogenomics Database (CTD),C118618,9821437
11880,137275643,Comparative Toxicogenomics Database (CTD),C004357,2722
11881,137275644,Comparative Toxicogenomics Database (CTD),C512236,
11882,137275645,Comparative Toxicogenomics Database (CTD),D003540,439258
11883,137275646,Comparative Toxicogenomics Database (CTD),C008615,10249
11884,137275647,Comparative Toxicogenomics Database (CTD),C047254,6438577
11885,137275648,Comparative Toxicogenomics Database (CTD),C029948,57513496
11886,137275649,Comparative Toxicogenomics Database (CTD),C569291,16220835
11887,137275650,Comparative Toxicogenomics Database (CTD),C081914,11370
11888,137275651,Comparative Toxicogenomics Database (CTD),D000373,
11889,137275652,Comparative Toxicogenomics Database (CTD),C428117,9822753
11890,137275653,Comparative Toxicogenomics Database (CTD),D010072,974
11891,137275654,Comparative Toxicogenomics Database (CTD),C076903,3086651
11892,137275655,Comparative Toxicogenomics Database (CTD),C017991,14003
11893,137275656,Comparative Toxicogenomics Database (CTD),C070620,20172
