,SID,Source Name,Registry Identifier,CID
17028,438662819,Comparative Toxicogenomics Database (CTD),C525167,44146842
17029,438662820,Comparative Toxicogenomics Database (CTD),C550670,135743701
17030,438662821,Comparative Toxicogenomics Database (CTD),C109347,5283446
17031,438662822,Comparative Toxicogenomics Database (CTD),C000710668,129597835
17032,438662823,Comparative Toxicogenomics Database (CTD),C000603149,57404059
17033,438662824,Comparative Toxicogenomics Database (CTD),C526691,11560249
17034,438662825,Comparative Toxicogenomics Database (CTD),C552735,40469923
17035,438662826,Comparative Toxicogenomics Database (CTD),C584311,135471108
17036,438662827,Comparative Toxicogenomics Database (CTD),C558727,24970878
17037,438662828,Comparative Toxicogenomics Database (CTD),C000599672,91936927
17038,438662829,Comparative Toxicogenomics Database (CTD),C569194,44397540
17039,438662830,Comparative Toxicogenomics Database (CTD),C500321,11268660
17040,438662831,Comparative Toxicogenomics Database (CTD),C000624697,
17041,438662832,Comparative Toxicogenomics Database (CTD),C534124,16759163
17042,438662833,Comparative Toxicogenomics Database (CTD),C118950,5311215
17043,438662834,Comparative Toxicogenomics Database (CTD),C100679,6449999
17044,438662835,Comparative Toxicogenomics Database (CTD),C058049,5281773
17045,439578203,Comparative Toxicogenomics Database (CTD),C000632156,15950844
17046,439578204,Comparative Toxicogenomics Database (CTD),C118986,9929984
17047,439578205,Comparative Toxicogenomics Database (CTD),C039175,6562
17048,439578206,Comparative Toxicogenomics Database (CTD),C047488,3032555
17049,439578207,Comparative Toxicogenomics Database (CTD),D000067048,
17050,439578208,Comparative Toxicogenomics Database (CTD),D002949,12012
17051,439578209,Comparative Toxicogenomics Database (CTD),C100827,11765600
17052,439578210,Comparative Toxicogenomics Database (CTD),C065256,17517
17053,439578211,Comparative Toxicogenomics Database (CTD),C000626905,4402318
17054,439578212,Comparative Toxicogenomics Database (CTD),C586414,11616723
17055,439578213,Comparative Toxicogenomics Database (CTD),C052501,6440917
17056,439578214,Comparative Toxicogenomics Database (CTD),C533806,24995215
17057,439578215,Comparative Toxicogenomics Database (CTD),C486469,448281
17058,439578216,Comparative Toxicogenomics Database (CTD),C506152,10171904
17059,439578217,Comparative Toxicogenomics Database (CTD),C000624612,119058030
17060,439578218,Comparative Toxicogenomics Database (CTD),C507046,102336704
17061,439578219,Comparative Toxicogenomics Database (CTD),C082893,9882882
17062,439578220,Comparative Toxicogenomics Database (CTD),C454112,5372945
17063,439578221,Comparative Toxicogenomics Database (CTD),C481438,9994897
17064,439578222,Comparative Toxicogenomics Database (CTD),C000632170,117650397
17065,439578223,Comparative Toxicogenomics Database (CTD),C064334,160180
17066,439578224,Comparative Toxicogenomics Database (CTD),C549133,44627267
17067,439578225,Comparative Toxicogenomics Database (CTD),C062798,
17068,439578226,Comparative Toxicogenomics Database (CTD),C000625025,53318931
17069,439578227,Comparative Toxicogenomics Database (CTD),C000611379,71308187
17070,440062999,Comparative Toxicogenomics Database (CTD),D010191,24868176
17071,440063000,Comparative Toxicogenomics Database (CTD),D002073,6360
17072,440063001,Comparative Toxicogenomics Database (CTD),C013658,8252
17073,440063002,Comparative Toxicogenomics Database (CTD),C525079,
17074,440063003,Comparative Toxicogenomics Database (CTD),D007191,9221
17075,440063004,Comparative Toxicogenomics Database (CTD),C000631385,46912833
17076,440063005,Comparative Toxicogenomics Database (CTD),C558934,7844
17077,440063006,Comparative Toxicogenomics Database (CTD),C576035,57404070
17078,440063007,Comparative Toxicogenomics Database (CTD),C015219,
17079,440063008,Comparative Toxicogenomics Database (CTD),C067038,6556
17080,440063009,Comparative Toxicogenomics Database (CTD),C000596114,53394099
17081,440063010,Comparative Toxicogenomics Database (CTD),C000627609,
17082,440063011,Comparative Toxicogenomics Database (CTD),C000709195,44206137
17083,440063012,Comparative Toxicogenomics Database (CTD),C000616976,101895417
17084,440063013,Comparative Toxicogenomics Database (CTD),C000614521,13544016
17085,440063014,Comparative Toxicogenomics Database (CTD),C000705689,84677
17086,440063015,Comparative Toxicogenomics Database (CTD),C002480,121990
17087,440063016,Comparative Toxicogenomics Database (CTD),C000614253,119025812
17088,440063017,Comparative Toxicogenomics Database (CTD),C038243,5353666
17089,440063018,Comparative Toxicogenomics Database (CTD),C545581,
17090,440063019,Comparative Toxicogenomics Database (CTD),D004980,6324
17091,440063020,Comparative Toxicogenomics Database (CTD),C497935,72748257
17092,440063021,Comparative Toxicogenomics Database (CTD),C558407,9952407
17093,440063022,Comparative Toxicogenomics Database (CTD),C038881,
17094,440063023,Comparative Toxicogenomics Database (CTD),C000625487,119026135
17095,440063024,Comparative Toxicogenomics Database (CTD),C000614303,68894304
17096,440063025,Comparative Toxicogenomics Database (CTD),C539490,54752945
17097,440063026,Comparative Toxicogenomics Database (CTD),C047591,
17098,440063027,Comparative Toxicogenomics Database (CTD),C101618,6421295
17099,440063028,Comparative Toxicogenomics Database (CTD),D000678,656516
17100,440063029,Comparative Toxicogenomics Database (CTD),C029826,638297
17101,440063030,Comparative Toxicogenomics Database (CTD),D051219,133082079
17102,440063031,Comparative Toxicogenomics Database (CTD),C549376,135564841
17103,440063032,Comparative Toxicogenomics Database (CTD),C000706371,119025888
17104,440063033,Comparative Toxicogenomics Database (CTD),C000590832,71604304
17105,440063034,Comparative Toxicogenomics Database (CTD),C000623385,91936864
17106,440063035,Comparative Toxicogenomics Database (CTD),C000611223,91864534
17107,440063036,Comparative Toxicogenomics Database (CTD),C527637,11584525
17108,440063037,Comparative Toxicogenomics Database (CTD),C003403,34180
17109,440745122,Comparative Toxicogenomics Database (CTD),C004774,31358
17110,440745123,Comparative Toxicogenomics Database (CTD),C079993,441805
17111,440745124,Comparative Toxicogenomics Database (CTD),D017026,51683
17112,440745125,Comparative Toxicogenomics Database (CTD),C000633774,50985821
17113,440745126,Comparative Toxicogenomics Database (CTD),C000612164,
17114,440745127,Comparative Toxicogenomics Database (CTD),C040514,1560
17115,440745128,Comparative Toxicogenomics Database (CTD),C028716,10417
17116,440745129,Comparative Toxicogenomics Database (CTD),C586093,86280478
17117,440745130,Comparative Toxicogenomics Database (CTD),C070760,163263
17118,440745131,Comparative Toxicogenomics Database (CTD),D000078122,
17119,440745132,Comparative Toxicogenomics Database (CTD),C529765,66844170
17120,440745133,Comparative Toxicogenomics Database (CTD),C000591713,10547208
17121,440745134,Comparative Toxicogenomics Database (CTD),C000625668,39977
17122,440745135,Comparative Toxicogenomics Database (CTD),C000625353,310360
17123,440745136,Comparative Toxicogenomics Database (CTD),C000710769,145721979
17124,440745137,Comparative Toxicogenomics Database (CTD),C555658,24856041
17125,440745138,Comparative Toxicogenomics Database (CTD),C544835,16050824
17126,440745139,Comparative Toxicogenomics Database (CTD),C006952,5460183
17127,440745140,Comparative Toxicogenomics Database (CTD),C462279,
17128,440745141,Comparative Toxicogenomics Database (CTD),C556520,
17129,440745142,Comparative Toxicogenomics Database (CTD),C585643,
17130,440745143,Comparative Toxicogenomics Database (CTD),C555899,44626363
17131,440745144,Comparative Toxicogenomics Database (CTD),C000596174,44589122
17132,440745145,Comparative Toxicogenomics Database (CTD),D008709,4101
17133,440745146,Comparative Toxicogenomics Database (CTD),D063386,
17134,440745147,Comparative Toxicogenomics Database (CTD),C487773,5281232
17135,440745148,Comparative Toxicogenomics Database (CTD),C049807,6438654
17136,440745149,Comparative Toxicogenomics Database (CTD),C588130,188119
17137,440745150,Comparative Toxicogenomics Database (CTD),C560620,24771824
17138,440745151,Comparative Toxicogenomics Database (CTD),C512823,10248110
17139,440745152,Comparative Toxicogenomics Database (CTD),D014540,19235
17140,440745153,Comparative Toxicogenomics Database (CTD),C533061,71312007
17141,440745154,Comparative Toxicogenomics Database (CTD),C572065,10408514
17142,440745155,Comparative Toxicogenomics Database (CTD),C069987,11806
17143,440745156,Comparative Toxicogenomics Database (CTD),C087245,
17144,440745157,Comparative Toxicogenomics Database (CTD),C000591836,132285144
17145,440745158,Comparative Toxicogenomics Database (CTD),C010944,5282825
17146,440962786,Comparative Toxicogenomics Database (CTD),C000706872,53340664
17147,440962787,Comparative Toxicogenomics Database (CTD),D011089,
17148,440962788,Comparative Toxicogenomics Database (CTD),C000655644,
17149,440962789,Comparative Toxicogenomics Database (CTD),C000606994,
17150,440962790,Comparative Toxicogenomics Database (CTD),C014804,6436805
17151,440962791,Comparative Toxicogenomics Database (CTD),C075222,57339251
17152,440962792,Comparative Toxicogenomics Database (CTD),C117040,11381519
17153,440962793,Comparative Toxicogenomics Database (CTD),C000711848,9989023
17154,440962794,Comparative Toxicogenomics Database (CTD),C000604852,71819307
17155,440962795,Comparative Toxicogenomics Database (CTD),C098165,14485504
17156,440962796,Comparative Toxicogenomics Database (CTD),C000708209,2727594
17157,440962797,Comparative Toxicogenomics Database (CTD),C000603033,
17158,440962798,Comparative Toxicogenomics Database (CTD),C009991,135444498
17159,440962799,Comparative Toxicogenomics Database (CTD),C000604601,358832
17160,440962800,Comparative Toxicogenomics Database (CTD),C556457,23652660
17161,440962801,Comparative Toxicogenomics Database (CTD),D000070416,
17162,440962802,Comparative Toxicogenomics Database (CTD),C000588503,10806655
17163,440962803,Comparative Toxicogenomics Database (CTD),C488777,135449332
17164,440962804,Comparative Toxicogenomics Database (CTD),D013723,
17165,440962805,Comparative Toxicogenomics Database (CTD),C000623135,37750349
17166,440962806,Comparative Toxicogenomics Database (CTD),C040308,115185
17167,440962807,Comparative Toxicogenomics Database (CTD),C090981,122720
17168,440962808,Comparative Toxicogenomics Database (CTD),C075712,188318
17169,440962809,Comparative Toxicogenomics Database (CTD),C116093,93379
17170,440962810,Comparative Toxicogenomics Database (CTD),C586240,
17171,440962811,Comparative Toxicogenomics Database (CTD),C556458,44464263
17172,440962812,Comparative Toxicogenomics Database (CTD),C510259,404353
17173,440962813,Comparative Toxicogenomics Database (CTD),D063308,
17174,440962814,Comparative Toxicogenomics Database (CTD),C000713095,11425923
17175,440962815,Comparative Toxicogenomics Database (CTD),C031156,135618616
17176,440962816,Comparative Toxicogenomics Database (CTD),C000621942,
17177,441325527,Comparative Toxicogenomics Database (CTD),C579148,72201043
17178,441325528,Comparative Toxicogenomics Database (CTD),C526575,10074640
17179,441325529,Comparative Toxicogenomics Database (CTD),C575912,16042343
17180,441325530,Comparative Toxicogenomics Database (CTD),C062246,17462
17181,441325531,Comparative Toxicogenomics Database (CTD),C007377,9275
17182,441325532,Comparative Toxicogenomics Database (CTD),C587540,313619
17183,441325533,Comparative Toxicogenomics Database (CTD),C568618,135565106
17184,441325534,Comparative Toxicogenomics Database (CTD),D007470,439744
17185,441325535,Comparative Toxicogenomics Database (CTD),D004801,11048
17186,441325536,Comparative Toxicogenomics Database (CTD),C064231,22752
17187,441325537,Comparative Toxicogenomics Database (CTD),C587876,
17188,441325538,Comparative Toxicogenomics Database (CTD),C570240,11949646
17189,441325539,Comparative Toxicogenomics Database (CTD),C478421,14037387
17190,441325540,Comparative Toxicogenomics Database (CTD),C056656,6434006
17191,441325541,Comparative Toxicogenomics Database (CTD),D012694,5951
17192,441325542,Comparative Toxicogenomics Database (CTD),C000588556,44442376
17193,441325543,Comparative Toxicogenomics Database (CTD),C052796,73764
17194,441325544,Comparative Toxicogenomics Database (CTD),C046923,6584
17195,441325545,Comparative Toxicogenomics Database (CTD),C034434,13746
17196,441325546,Comparative Toxicogenomics Database (CTD),C000628791,
17197,441325547,Comparative Toxicogenomics Database (CTD),C004361,14868
17198,441325548,Comparative Toxicogenomics Database (CTD),C512081,76013
17199,441325549,Comparative Toxicogenomics Database (CTD),C045130,130394
17200,441325550,Comparative Toxicogenomics Database (CTD),C002211,23695542
17201,441325551,Comparative Toxicogenomics Database (CTD),C000593436,56654642
17202,441325552,Comparative Toxicogenomics Database (CTD),C008699,8143
17203,441325553,Comparative Toxicogenomics Database (CTD),C552520,
17204,441325554,Comparative Toxicogenomics Database (CTD),C045156,8054
17205,441325555,Comparative Toxicogenomics Database (CTD),C408148,23665884
17206,441325556,Comparative Toxicogenomics Database (CTD),C013535,20906
17207,441325557,Comparative Toxicogenomics Database (CTD),C000710058,129849184
17208,441325558,Comparative Toxicogenomics Database (CTD),C032815,
17209,441325559,Comparative Toxicogenomics Database (CTD),C000612000,10275
17210,441325560,Comparative Toxicogenomics Database (CTD),C040234,10707
17211,441325561,Comparative Toxicogenomics Database (CTD),C052408,21059
17212,441325562,Comparative Toxicogenomics Database (CTD),C000618381,
17213,441325563,Comparative Toxicogenomics Database (CTD),C007704,16887
17214,441325564,Comparative Toxicogenomics Database (CTD),C000609471,118238298
17215,441325565,Comparative Toxicogenomics Database (CTD),C056193,15286
17216,441325566,Comparative Toxicogenomics Database (CTD),C044721,8777
17217,441325567,Comparative Toxicogenomics Database (CTD),C009410,14251
17218,441325568,Comparative Toxicogenomics Database (CTD),C000603860,72201027
17219,441325569,Comparative Toxicogenomics Database (CTD),C569243,12185
17220,441325570,Comparative Toxicogenomics Database (CTD),C001262,2611
17221,441325571,Comparative Toxicogenomics Database (CTD),C477625,13521
17222,441325572,Comparative Toxicogenomics Database (CTD),D014032,19604
17223,441325573,Comparative Toxicogenomics Database (CTD),C025818,13735
17224,441325574,Comparative Toxicogenomics Database (CTD),C004347,6494
17225,441325575,Comparative Toxicogenomics Database (CTD),C061432,160876
17226,441325576,Comparative Toxicogenomics Database (CTD),C000626478,49864204
17227,441325577,Comparative Toxicogenomics Database (CTD),C581313,10288191
17228,441325578,Comparative Toxicogenomics Database (CTD),C574246,24737642
17229,441325579,Comparative Toxicogenomics Database (CTD),C022806,8153
17230,441325580,Comparative Toxicogenomics Database (CTD),C037474,16907
17231,441325581,Comparative Toxicogenomics Database (CTD),C051428,5489389
17232,441325582,Comparative Toxicogenomics Database (CTD),C007369,7497
17233,441325583,Comparative Toxicogenomics Database (CTD),D005662,7362
17234,441325584,Comparative Toxicogenomics Database (CTD),C420112,
17235,441325585,Comparative Toxicogenomics Database (CTD),C575435,25157143
17236,441325586,Comparative Toxicogenomics Database (CTD),C005953,5283468
17237,441325587,Comparative Toxicogenomics Database (CTD),C580998,57339144
17238,441325588,Comparative Toxicogenomics Database (CTD),C000597234,68947304
17239,441325589,Comparative Toxicogenomics Database (CTD),C032704,28803
17240,441325590,Comparative Toxicogenomics Database (CTD),C003687,6931
17241,441325591,Comparative Toxicogenomics Database (CTD),C512438,11630874
17242,441325592,Comparative Toxicogenomics Database (CTD),C055870,78392
17243,441325593,Comparative Toxicogenomics Database (CTD),C505144,5289247
17244,441325594,Comparative Toxicogenomics Database (CTD),C005575,5284421
17245,441325595,Comparative Toxicogenomics Database (CTD),C010544,7369
17246,441325596,Comparative Toxicogenomics Database (CTD),C040995,21859
17247,441325597,Comparative Toxicogenomics Database (CTD),C037327,75780
17248,441325598,Comparative Toxicogenomics Database (CTD),D001978,8272
17249,441325599,Comparative Toxicogenomics Database (CTD),C581325,56962336
17250,441325600,Comparative Toxicogenomics Database (CTD),C106022,79050
17251,441325601,Comparative Toxicogenomics Database (CTD),C035534,114811
17252,441325602,Comparative Toxicogenomics Database (CTD),C055453,16132173
17253,441325603,Comparative Toxicogenomics Database (CTD),C000614965,24855
17254,441325604,Comparative Toxicogenomics Database (CTD),C550903,
17255,441325605,Comparative Toxicogenomics Database (CTD),C529607,158501
17256,441325606,Comparative Toxicogenomics Database (CTD),C038905,
17257,441325607,Comparative Toxicogenomics Database (CTD),C111472,70691021
17258,441325608,Comparative Toxicogenomics Database (CTD),C119998,636411
17259,441325609,Comparative Toxicogenomics Database (CTD),C521901,8816
17260,441325610,Comparative Toxicogenomics Database (CTD),C034730,84703
17261,441325611,Comparative Toxicogenomics Database (CTD),C000599896,90241673
17262,441532647,Comparative Toxicogenomics Database (CTD),D019358,
17263,441532648,Comparative Toxicogenomics Database (CTD),C100301,54682951
17264,441532649,Comparative Toxicogenomics Database (CTD),C000590771,25104564
17265,441532650,Comparative Toxicogenomics Database (CTD),C000621430,57359308
17266,441532651,Comparative Toxicogenomics Database (CTD),C049449,18743
17267,441532652,Comparative Toxicogenomics Database (CTD),C037654,13889849
17268,441532653,Comparative Toxicogenomics Database (CTD),C017321,
17269,441532654,Comparative Toxicogenomics Database (CTD),C528828,5173
17270,441532655,Comparative Toxicogenomics Database (CTD),C092582,6867
17271,441532656,Comparative Toxicogenomics Database (CTD),C484864,3025986
17272,441532657,Comparative Toxicogenomics Database (CTD),C000613053,5702541
17273,441532658,Comparative Toxicogenomics Database (CTD),C000657331,15460080
17274,441532659,Comparative Toxicogenomics Database (CTD),C000622346,67174
17275,441532660,Comparative Toxicogenomics Database (CTD),C000707874,565708
17276,441532661,Comparative Toxicogenomics Database (CTD),C000617134,62210
17277,441532662,Comparative Toxicogenomics Database (CTD),C494862,5372174
17278,441532663,Comparative Toxicogenomics Database (CTD),C000612980,124203921
17279,441532664,Comparative Toxicogenomics Database (CTD),C428530,10253785
17280,441532665,Comparative Toxicogenomics Database (CTD),C073317,7864
17281,441532666,Comparative Toxicogenomics Database (CTD),D007287,
17282,441532667,Comparative Toxicogenomics Database (CTD),D000069547,25151504
17283,441532668,Comparative Toxicogenomics Database (CTD),C495415,122842
17284,441532669,Comparative Toxicogenomics Database (CTD),C013997,33334
17285,441532670,Comparative Toxicogenomics Database (CTD),C008374,8858
17286,441532671,Comparative Toxicogenomics Database (CTD),C412303,6537961
17287,441532672,Comparative Toxicogenomics Database (CTD),C000656258,24836820
17288,441532673,Comparative Toxicogenomics Database (CTD),C493898,
17289,441532674,Comparative Toxicogenomics Database (CTD),C000599935,2880983
17290,441532675,Comparative Toxicogenomics Database (CTD),C004371,8227
17291,441532676,Comparative Toxicogenomics Database (CTD),C005047,61389
17292,441532677,Comparative Toxicogenomics Database (CTD),C480398,78435
17293,441532678,Comparative Toxicogenomics Database (CTD),C047969,75575
17294,441532679,Comparative Toxicogenomics Database (CTD),C034224,6625
17295,441532680,Comparative Toxicogenomics Database (CTD),D042341,
17296,441532681,Comparative Toxicogenomics Database (CTD),D008553,440656
17297,441532682,Comparative Toxicogenomics Database (CTD),C003935,13583
17298,441532683,Comparative Toxicogenomics Database (CTD),C507805,6327546
17299,441532684,Comparative Toxicogenomics Database (CTD),C456096,13607752
17300,441532685,Comparative Toxicogenomics Database (CTD),C000613976,25145656
17301,441532686,Comparative Toxicogenomics Database (CTD),C000627121,86210
17302,441532687,Comparative Toxicogenomics Database (CTD),C540172,21575007
17303,441532688,Comparative Toxicogenomics Database (CTD),C476037,
17304,441532689,Comparative Toxicogenomics Database (CTD),C550311,10227
17305,441657631,Comparative Toxicogenomics Database (CTD),C000588741,60151560
17306,441657632,Comparative Toxicogenomics Database (CTD),C000595501,45110781
17307,441657633,Comparative Toxicogenomics Database (CTD),C473731,9853053
17308,441657634,Comparative Toxicogenomics Database (CTD),C000629391,87987101
17309,441657635,Comparative Toxicogenomics Database (CTD),C518537,441701
17310,441657636,Comparative Toxicogenomics Database (CTD),C005949,10685
17311,441657637,Comparative Toxicogenomics Database (CTD),D006433,168009928
17312,441657638,Comparative Toxicogenomics Database (CTD),C515074,25199957
17313,441657639,Comparative Toxicogenomics Database (CTD),C000619516,68677842
17314,441657640,Comparative Toxicogenomics Database (CTD),C010711,6432173
17315,441657641,Comparative Toxicogenomics Database (CTD),C468752,10337211
17316,441657642,Comparative Toxicogenomics Database (CTD),C000620847,57414497
17317,441657643,Comparative Toxicogenomics Database (CTD),C015950,397
17318,441657644,Comparative Toxicogenomics Database (CTD),C462061,16218345
17319,441657645,Comparative Toxicogenomics Database (CTD),C067660,91766
17320,441657646,Comparative Toxicogenomics Database (CTD),C460579,16760349
17321,441657647,Comparative Toxicogenomics Database (CTD),C000595449,15983988
17322,441657648,Comparative Toxicogenomics Database (CTD),C062924,134813886
17323,441657649,Comparative Toxicogenomics Database (CTD),C585906,9864881
17324,441657650,Comparative Toxicogenomics Database (CTD),C459211,5316097
17325,441657651,Comparative Toxicogenomics Database (CTD),C540740,11526038
17326,441657652,Comparative Toxicogenomics Database (CTD),C092926,5311023
17327,441657653,Comparative Toxicogenomics Database (CTD),C509969,
17328,441657654,Comparative Toxicogenomics Database (CTD),C000612485,
17329,442106843,Comparative Toxicogenomics Database (CTD),C000608332,108078
17330,442106844,Comparative Toxicogenomics Database (CTD),C044999,6716
17331,442106845,Comparative Toxicogenomics Database (CTD),C494892,86389
17332,442106846,Comparative Toxicogenomics Database (CTD),C476509,6451139
17333,442106847,Comparative Toxicogenomics Database (CTD),C583366,45278274
17334,442106848,Comparative Toxicogenomics Database (CTD),D013468,6604413
17335,442106849,Comparative Toxicogenomics Database (CTD),C471807,4578030
17336,442106850,Comparative Toxicogenomics Database (CTD),C012559,53445481
17337,442106851,Comparative Toxicogenomics Database (CTD),C476938,7394
17338,442106852,Comparative Toxicogenomics Database (CTD),C100175,24685
17339,442106853,Comparative Toxicogenomics Database (CTD),C000602093,16061148
17340,442106854,Comparative Toxicogenomics Database (CTD),C530449,442664
17341,442106855,Comparative Toxicogenomics Database (CTD),C050733,2358
17342,442106856,Comparative Toxicogenomics Database (CTD),C458139,5282152
17343,442106857,Comparative Toxicogenomics Database (CTD),C046398,12294
17344,442106858,Comparative Toxicogenomics Database (CTD),C533013,11153672
17345,442106859,Comparative Toxicogenomics Database (CTD),C000595640,183559
17346,442106860,Comparative Toxicogenomics Database (CTD),C000610679,
17347,442106861,Comparative Toxicogenomics Database (CTD),C044357,169741
17348,442106862,Comparative Toxicogenomics Database (CTD),C574914,
17349,442106863,Comparative Toxicogenomics Database (CTD),C528570,9827529
17350,442106864,Comparative Toxicogenomics Database (CTD),D012724,
17351,442106865,Comparative Toxicogenomics Database (CTD),C000632228,123622
17352,442882583,Comparative Toxicogenomics Database (CTD),C000619637,71727581
17353,442882584,Comparative Toxicogenomics Database (CTD),C034902,135562690
17354,442882585,Comparative Toxicogenomics Database (CTD),C000717949,
17355,442882586,Comparative Toxicogenomics Database (CTD),C008391,11427
17356,442882587,Comparative Toxicogenomics Database (CTD),C004500,16380
17357,442882588,Comparative Toxicogenomics Database (CTD),C531230,11338033
17358,442882589,Comparative Toxicogenomics Database (CTD),C118444,
17359,442882590,Comparative Toxicogenomics Database (CTD),C000623191,73169092
17360,442882591,Comparative Toxicogenomics Database (CTD),C561747,160921
17361,442882592,Comparative Toxicogenomics Database (CTD),C521270,154572880
17362,442882593,Comparative Toxicogenomics Database (CTD),C000590786,71731823
17363,442882594,Comparative Toxicogenomics Database (CTD),C000620474,71307558
17364,442882595,Comparative Toxicogenomics Database (CTD),C000589002,25154249
17365,442882596,Comparative Toxicogenomics Database (CTD),D005740,
17366,442882597,Comparative Toxicogenomics Database (CTD),C583570,11753673
17367,442882598,Comparative Toxicogenomics Database (CTD),C412911,33360
17368,442882599,Comparative Toxicogenomics Database (CTD),C000622691,58031952
17369,442882600,Comparative Toxicogenomics Database (CTD),C000709525,24721570
17370,442882601,Comparative Toxicogenomics Database (CTD),C449037,441826
17371,442882602,Comparative Toxicogenomics Database (CTD),C074471,16401639
17372,442882603,Comparative Toxicogenomics Database (CTD),D008697,297
17373,442882604,Comparative Toxicogenomics Database (CTD),C086089,132837
17374,442882605,Comparative Toxicogenomics Database (CTD),D017498,
17375,442882606,Comparative Toxicogenomics Database (CTD),C105319,16759177
17376,442882607,Comparative Toxicogenomics Database (CTD),C000718387,
17377,442882608,Comparative Toxicogenomics Database (CTD),C509690,49768327
17378,442882609,Comparative Toxicogenomics Database (CTD),C000602566,91971609
17379,445468604,Comparative Toxicogenomics Database (CTD),C551441,9924495
17380,445468605,Comparative Toxicogenomics Database (CTD),C000622727,
17381,445468606,Comparative Toxicogenomics Database (CTD),C519751,11222830
17382,445468607,Comparative Toxicogenomics Database (CTD),C013855,2446
17383,445468608,Comparative Toxicogenomics Database (CTD),C547334,
17384,445468609,Comparative Toxicogenomics Database (CTD),D010881,12665
17385,445468610,Comparative Toxicogenomics Database (CTD),C104672,6918732
17386,445468611,Comparative Toxicogenomics Database (CTD),C528407,24180719
17387,445468612,Comparative Toxicogenomics Database (CTD),C403582,9873573
17388,445468613,Comparative Toxicogenomics Database (CTD),C503557,373395
17389,445468614,Comparative Toxicogenomics Database (CTD),C585467,44571341
17390,445468615,Comparative Toxicogenomics Database (CTD),C031719,9983292
17391,445468616,Comparative Toxicogenomics Database (CTD),C120673,5311218
17392,445468617,Comparative Toxicogenomics Database (CTD),C000604580,67462786
17393,445468618,Comparative Toxicogenomics Database (CTD),C094035,
17394,445468619,Comparative Toxicogenomics Database (CTD),C015527,550942
17395,445468620,Comparative Toxicogenomics Database (CTD),C551033,87311430
17396,445468621,Comparative Toxicogenomics Database (CTD),C062127,4410
17397,445468622,Comparative Toxicogenomics Database (CTD),C077155,65958
17398,445468623,Comparative Toxicogenomics Database (CTD),C001976,31957
17399,445468624,Comparative Toxicogenomics Database (CTD),C048737,3080786
17400,445468625,Comparative Toxicogenomics Database (CTD),C000717808,19617626
17401,445468626,Comparative Toxicogenomics Database (CTD),C082938,5311398
17402,445468627,Comparative Toxicogenomics Database (CTD),C476008,9886086
17403,445468628,Comparative Toxicogenomics Database (CTD),C570815,441434
17404,445468629,Comparative Toxicogenomics Database (CTD),C047224,56207
17405,445468630,Comparative Toxicogenomics Database (CTD),D014048,7083
17406,445468631,Comparative Toxicogenomics Database (CTD),C442201,6326668
17407,445468632,Comparative Toxicogenomics Database (CTD),C000717533,57340686
17408,445468633,Comparative Toxicogenomics Database (CTD),C570862,46216556
17409,445468634,Comparative Toxicogenomics Database (CTD),C095163,60605
17410,445468635,Comparative Toxicogenomics Database (CTD),C070671,115000
17411,445468636,Comparative Toxicogenomics Database (CTD),C026188,13806
17412,445468637,Comparative Toxicogenomics Database (CTD),D002103,273
17413,445468638,Comparative Toxicogenomics Database (CTD),C012523,26033
17414,445468639,Comparative Toxicogenomics Database (CTD),C003620,25146
17415,445468640,Comparative Toxicogenomics Database (CTD),C000718573,24801867
17416,445468641,Comparative Toxicogenomics Database (CTD),C000607342,56970298
17417,445468642,Comparative Toxicogenomics Database (CTD),C012762,17531
17418,445468643,Comparative Toxicogenomics Database (CTD),D026603,83887
17419,448284017,Comparative Toxicogenomics Database (CTD),C588014,22568738
17420,448284018,Comparative Toxicogenomics Database (CTD),C013503,11648
17421,448284019,Comparative Toxicogenomics Database (CTD),C514136,19999
17422,448284020,Comparative Toxicogenomics Database (CTD),D006713,780
17423,448284021,Comparative Toxicogenomics Database (CTD),C106914,5321047
17424,448284022,Comparative Toxicogenomics Database (CTD),C059667,320322
17425,448284023,Comparative Toxicogenomics Database (CTD),C471266,9962786
17426,448284024,Comparative Toxicogenomics Database (CTD),C586691,50905713
17427,448284025,Comparative Toxicogenomics Database (CTD),C000380,3418
17428,448284026,Comparative Toxicogenomics Database (CTD),C033250,
17429,448284027,Comparative Toxicogenomics Database (CTD),C000632706,
17430,448284028,Comparative Toxicogenomics Database (CTD),D050858,56841626
17431,448284029,Comparative Toxicogenomics Database (CTD),C586178,
17432,448284030,Comparative Toxicogenomics Database (CTD),C520404,23652732
17433,448284031,Comparative Toxicogenomics Database (CTD),C000710673,
17434,448284032,Comparative Toxicogenomics Database (CTD),C014716,1208
17435,448284033,Comparative Toxicogenomics Database (CTD),C073329,9882
17436,448284034,Comparative Toxicogenomics Database (CTD),C076297,125210
17437,448284035,Comparative Toxicogenomics Database (CTD),C000654848,154562176
17438,448284036,Comparative Toxicogenomics Database (CTD),C000612090,3173542
17439,448284037,Comparative Toxicogenomics Database (CTD),C000592889,199116
17440,448284038,Comparative Toxicogenomics Database (CTD),C047238,443404
17441,448284039,Comparative Toxicogenomics Database (CTD),C465365,179375
17442,448284040,Comparative Toxicogenomics Database (CTD),C468150,10383781
17443,448284041,Comparative Toxicogenomics Database (CTD),C033526,162305
17444,448284042,Comparative Toxicogenomics Database (CTD),D018796,
